id	id	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h	100uM-K99A-24h	10uM-K99A-24h	10uM-PCC-24h	No-Peptide-24h	gene_name	pc1	pc2
NM_133916	NM_133916	chr5	140419305	140443358	+	2945.0	1	Eif3b|AL033316|AL033334|AL033369|AW208965|D5Wsu45e|EIF3-ETA|EIF3-P110|EIF3-P116|Eif3s9|PRT1|-|5 G2|5 78.97 cM|protein-coding	170.975	141.55200000000002	105.921	175.62099999999998	56.387	Eif3b	0.007413443825519402	0.014828562023038994
NM_027335	NM_027335	chr13	58380046	58385225	-	2816.0	1	2210016F16Rik|-|-|13 B2|13|protein-coding	25.151	24.038	18.082	24.737	9.639	2210016F16Rik	0.0009958189081692712	0.00017689151753813565
NM_001256033	NM_001256033	chr8	79639676	79677755	+	7304.0	1	Otud4|4930431L18Rik|AI449692|D8Ertd69e|mKIAA1046|-|8 C3|8 37.74 cM|protein-coding	40.043	31.61	29.129	38.505	19.642	Otud4	0.0012170935748545325	0.0026063055325221173
NM_146066	NM_146066	chr16	11216241	11254325	-	6808.0	1	Gspt1|AI314175|AI326449|AV307676|C79774|G1st|Gst-1|-|16 A1|16 6.38 cM|protein-coding	58.313	50.768	36.189	58.988	21.141	Gspt1	0.002395058185373015	0.004382838812886443
NM_199307	NM_199307	chr4	137862237	137965229	+	4794.0	1	Ece1|AW322500|ECE-1|ECE-1a|ECE-1b|ECE-1d|RP23-400F8.1|4 D3|4|protein-coding	10.429	5.447	5.733	10.966	10.299000000000001	Ece1	-1.946517781737025e-05	0.003438127482395348
NM_145615	NM_145615	chr9	55454436	55512243	-	1450.0	1	Etfa|2010200I21Rik|D9Ertd394e|-|9 B|9|protein-coding	33.295	38.576	33.509	36.155	18.826	Etfa	0.0010902992738103148	-0.003396258629870355
NM_001081193	NM_001081193	chr10	120923411	120979330	-	4728.0	1	Lemd3|AI316861|Man1|-|10 D2|10|protein-coding	22.487	21.208000000000002	21.029	18.233	10.76	Lemd3	0.0006250093901302348	-0.0024390111861056084
NM_172722	NM_172722	chr5	121397982	121440113	+	3079.0	1	Naa25|4833422K13Rik|A630046C11|AI450868|C330023M02Rik|Mdm20|-|5 F|5|protein-coding	42.248000000000005	34.681	26.779	40.202	10.662	Naa25	0.0019430807917368413	0.00197179365946505
NM_175833	NM_175833	chr9	103353102	103365780	-	3312.0	1	Cdv3|2510010F10Rik|C230084J24Rik|C79446|TPP36|-|9 F1|9|protein-coding	44.122	33.611	27.624000000000002	45.326	19.230999999999998	Cdv3	0.0015799443238627394	0.0054121808668193975
NM_012032	NM_012032	chr2	163623273	163645143	-	3682.0	1	Serinc3|AA959945|AA960047|AIGP1|DIFF33|TMS-1|Tde1|RP23-144O20.3|2 H3|2|protein-coding	128.05700000000002	161.536	202.05200000000002	115.59299999999999	256.18	Serinc3	-0.008515755233991635	-0.01940085076896034
NM_001044741	NM_001044741	chr15	98632328	98644536	+	2553.0	1	Cacnb3|Beta3|CAB3|Ca(v)beta3|Cchb3|-|15 F1|15 54.64 cM|protein-coding	37.591	110.969	139.03799999999998	53.905	54.636	Cacnb3	7.920811576295191e-05	-0.053432285432219395
NM_008404	NM_008404	chr10	77530348	77565674	+	2844.0	1	Itgb2|2E6|AI528527|Cd18|LAD|LCAMB|Lfa1|MF17|-|10 C1|10 39.72 cM|protein-coding	60.386	90.738	93.936	63.673	185.52900000000002	Itgb2	-0.007862492563939115	0.0015793723048978612
NM_027994	NM_027994	chr10	119198812	119240055	-	8192.0	1	Cand1|2310038O07Rik|6330512O03Rik|AI195005|AI846556|D10Ertd516e|Tp120a|mKIAA0829|-|10 D2|10 67.08 cM|protein-coding	24.78	21.375	18.158	25.885	11.865	Cand1	0.0008537045073591837	0.0015898228770702776
NM_026943	NM_026943	chr7	19149838	19152726	+	483.0	1	Snrpd2|1810009A06Rik|SMD2|-|7 A3|7|protein-coding	97.00399999999999	67.541	55.972	94.851	23.761999999999997	Snrpd2	0.0044832525969622766	0.010848117040536833
NM_025513	NM_025513	chr4	45316630	45320603	-	1028.0	1	Exosc3|2310005D06Rik|AI593501|Rrp40|RP23-76I24.4|4|4 B2|protein-coding	64.207	65.117	49.533	68.008	27.66	Exosc3	0.0025301935604913183	2.3570416246464657e-05
NM_001033299	NM_001033299	chr2	170108643	170131220	-	5677.0	1	Zfp217|4933431C08Rik|AW987152|Gm562|ZABC1|Znf217|RP23-233M15.1|2 H3|2 89.91 cM|protein-coding	8.593	10.402000000000001	14.710999999999999	9.088	26.246	Zfp217	-0.0011287496906095807	0.0004068536395335774
NM_178744	NM_178744	chr12	76370266	76388747	+	3983.0	1	Zbtb1|9430077A12|AI256369|Bsg2|C430003J21Rik|-|12 C3|12|protein-coding	36.446999999999996	41.348	33.229	33.853	18.315	Zbtb1	0.0011524670562189708	-0.004214608733961296
NM_029735	NM_029735	chr1	185363095	185428355	+	4816.0	1	Eprs|2410081F06Rik|3010002K18Rik|C79379|Qprs|-|1|1 H4-H6|protein-coding	139.77700000000002	136.589	102.34100000000001	132.112	27.428	Eprs	0.007111929653530034	-0.006946270013678636
NM_010591	NM_010591	chr4	95049036	95052222	-	3184.0	1	Jun|AP-1|Junc|c-jun|RP23-135A21.5|4 C5-C7|4 43.34 cM|protein-coding	30.654	22.189	15.093	31.058000000000003	13.022	Jun	0.00109420056632364	0.0055243528513879495
NM_011239	NM_011239	chr16	18239979	18248694	-	844.0	1	Ranbp1|Htf9a|-|16 A3|16 11.3 cM|protein-coding	293.802	261.54400000000004	153.808	298.67400000000004	76.692	Ranbp1	0.014115110262469295	0.02667792753294101
NM_009437	NM_009437	chr15	78399556	78405859	-	1092.0	1	Tst|Rhodanese|-|15 E1|15 37.47 cM|protein-coding	2.072	2.9619999999999997	3.109	1.224	13.588	Tst	-0.0007776695161072006	0.0011666294457543102
NM_027357	NM_027357	chr1	86064619	86139295	+	3229.0	1	Psmd1|2410026J11Rik|P112|S1|-|1 C5|1|protein-coding	61.608999999999995	57.196999999999996	42.836999999999996	71.153	25.136999999999997	Psmd1	0.0026609082902735908	0.004906571417380905
NM_146217	NM_146217	chr8	111033842	111055569	+	3692.0	1	Aars|AI316495|C76919|sti|-|8 E1|8|protein-coding	166.803	175.373	137.619	158.10399999999998	35.554	Aars	0.008429430232402581	-0.0173552631884284
NM_001001932	NM_001001932	chr10	95940663	96045518	+	7805.0	1	Eea1|A430109M19Rik|B230358H09Rik|ZFYVE2|-|10 C3|10|protein-coding	23.41	7.237	5.575	19.127	6.869	Eea1	0.0008050480065004387	0.007474237706632851
NM_175238	NM_175238	chr2	52072837	52122381	+	8464.0	1	Rif1|5730435J01Rik|6530403D07Rik|AU016181|AW549474|D2Ertd145e|RP23-395O2.2|2 C1.1|2 29.98 cM|protein-coding	23.301	21.746	17.671	22.688000000000002	10.121	Rif1	0.0008326943105209353	0.00010213304640299635
NM_028732	NM_028732	chr10	60346851	60372684	+	4837.0	1	4632428N05Rik|Dies1|PD-1H|VISTA|-|10 B4|10|protein-coding	57.035	36.804	40.4	32.037	89.76100000000001	4632428N05Rik	-0.003137198375552455	0.01096433122483006
NM_019734	NM_019734	chr8	41340643	41374697	-	2235.0	1	Asah1|2310081N20Rik|AC|Asah|-|8 A4|8|protein-coding	10.538	14.367	15.645999999999999	10.055	32.454	Asah1	-0.001423942443203201	0.0006982341732283241
NM_001033632	NM_001033632	chr7	141015812	141016892	-	537.0	1	Ifitm6|A330075D07|Dspa2f|Fgls5|fragilis5|-|7 F5|7|protein-coding	47.371	94.90700000000001	115.76700000000001	21.53	322.423	Ifitm6	-0.018505241489149643	0.0013571082544250235
NM_021463	NM_021463	chrX	140456603	140476140	+	1966.0	1	Prps1|2310010D17Rik|C76571|C76678|PRS-I|Prps-1|RP23-137E3.3|X F1-F2|X 61.35 cM|protein-coding	94.069	70.46600000000001	55.628	87.459	20.748	Prps1	0.004397804063919415	0.006782856097354977
NM_031251	NM_031251	chr11	73183133	73199019	-	2997.0	1	Ctns|AI195360|AW049661|RP23-263M10.9|11 B4|11|protein-coding	3.929	4.83	7.287000000000001	3.593	10.609000000000002	Ctns	-0.00044148018926030557	-0.0004753005817159337
NM_172725	NM_172725	chr5	142463931	142478715	+	3798.0	1	Ap5z1|C330006K01Rik|-|5 G2|5|protein-coding	5.33	4.186	5.74	4.871	10.754000000000001	Ap5z1	-0.0003816942266688995	0.0010183029904739095
NM_025877	NM_025877	chr17	57043711	57059863	-	3350.0	1	Slc25a23|2310067G05Rik|SCaMC-3|-|17 D|17|protein-coding	3.002	2.85	7.007999999999999	1.715	18.041	Slc25a23	-0.0010313708923341664	0.0008084468536126963
NM_153580	NM_153580	chr7	126852433	126861463	-	1084.0	1	Ino80e|AI225782|AI854876|Ccdc85|Ccdc95|-|7 F3|7|protein-coding	72.991	62.19	54.105	76.66	37.725	Ino80e	0.0023386249897623616	0.005289360388524091
NM_016710	NM_016710	chrX	109004537	109013380	-	1899.0	1	Hmgn5|GARP45|NBP-45|Nsbp1|RP23-145N17.3|X D|X|protein-coding	12.469000000000001	13.210999999999999	9.929	11.644	6.098	Hmgn5	0.00039858004081509636	-0.0006142899767308789
NM_009804	NM_009804	chr2	103453904	103485153	-	2536.0	1	Cat|2210418N07|Cas-1|Cas1|Cs-1|RP23-266F3.2|2 E3|2 54.43 cM|protein-coding	14.955	19.925	25.949	14.674000000000001	38.122	Cat	-0.0014872593827519368	-0.001667015715772659
NM_008372	NM_008372	chr15	9506159	9529876	-	3200.0	1	Il7r|CD127|IL-7Ralpha|-|15 A1|15 4.16 cM|protein-coding	20.849	24.518	83.19200000000001	11.222999999999999	307.272	Il7r	-0.019117343152660546	0.02339727583149031
NM_027992	NM_027992	chr6	13069759	13089269	+	6071.0	1	Tmem106b|2310036D22Rik|5830455K21Rik|6430519M21Rik|AI428776|AI661344|-|6|6 A2|protein-coding	8.353	9.577	10.960999999999999	6.903	14.69	Tmem106b	-0.0004520486335456249	-0.000666505627895978
NM_183263	NM_183263	chr11	76243736	76250622	+	1486.0	1	Rnmtl1|4833420N02Rik|AI255153|HC90|RP23-147P4.7|11 B5|11|protein-coding	29.64	22.59	15.385	20.472	3.897	Rnmtl1	0.0013355996987754787	0.00028863021261273645
NM_145475	NM_145475	chr15	86139101	86186141	-	4531.0	1	Cerk|AI848610|D330016D08Rik|mKIAA1646|-|15 E2|15|protein-coding	4.495	6.19	8.584	4.202	20.846	Cerk	-0.0010700966827457041	0.0007699504519378491
NM_009969	NM_009969	chr11	54247270	54249899	-	1027.0	1	Csf2|Csfgm|GMCSF|Gm-CSf|MGI-IGM|RP23-309E16.1|11 B1.3|11 32.13 cM|protein-coding	46.601000000000006	69.444	34.846	47.63399999999999	12.384	Csf2	0.0024786750803727315	-0.007918095078460098
NM_001166389	NM_001166389	chr15	73723145	73758766	+	3531.0	1	Ptp4a3|AV088979|Prl-3|pPtp4a3|-|15|15 E1|protein-coding	50.891999999999996	41.48	34.32	42.065	18.009	Ptp4a3	0.0017954537077098447	0.0006977185527305528
NM_153798	NM_153798	chr5	77310484	77349328	+	3785.0	1	Polr2b|Pol2rb|Rpb140|Rpb2|-|5 C3.3|5|protein-coding	38.896	37.498000000000005	29.055999999999997	41.075	19.819000000000003	Polr2b	0.0013097650532890484	0.0014751576559074236
NM_001164572	NM_001164572	chr9	122117266	122169702	+	4787.0	1	Snrk|2010012F07Rik|AI448042|AW547029|E030034B15|R74830|mKIAA0096|-|9 F4|9|protein-coding	8.343	9.32	11.568	7.291	14.645	Snrk	-0.0004388599811985735	-0.0007259111152256766
NM_201642	NM_201642	chr1	88095001	88220002	+	3287.0	1	Ugt1a7c|A10'|A13|Ugt1a10|-|1 D|1|protein-coding	0.49700000000000005	2.088	3.907	0.638	14.958	Ugt1a7c	-0.0009329274064564918	0.0008541626334573651
NM_134077	NM_134077	chr14	105114519	105177327	-	4082.0	1	Rbm26|1700009P03Rik|AI447318|C230097K14Rik|C86225|MLZ-393|Pro1777|Se70-2|-|14 E2.3|14|protein-coding	31.671999999999997	29.416	28.155	31.271	15.667	Rbm26	0.0010205657650681293	-0.0009750104427055799
NM_173400	NM_173400	chr4	86581285	86612022	-	3676.0	1	Haus6|6230416J20Rik|9830144E06|D4Ertd27e|mKIAA1574|RP23-95O1.3|4 C4|4 40.69 cM|protein-coding	8.22	7.436	6.175	10.094	3.924	Haus6	0.00033518383226407457	0.0008119364239897048
NM_025645	NM_025645	chr4	130360132	130390030	+	1576.0	1	Snrnp40|0610009C03Rik|Prp8bp|Wdr57|-|4|4 D3|protein-coding	64.271	57.092	40.899	65.314	24.964000000000002	Snrnp40	0.002550039188841748	0.0044903072002677345
NM_020009	NM_020009	chr4	148448582	148557685	+	8535.0	1	Mtor|2610315D21Rik|AI327068|FRAP|FRAP2|Frap1|RAFT1|RAPT1|flat|RP23-423L9.1|4 E1|4 78.76 cM|protein-coding	21.703000000000003	16.745	12.234000000000002	19.384	8.632	Mtor	0.0007398384192067167	0.002120318739335146
NM_011588	NM_011588	chr7	13024152	13031032	+	3223.0	1	Trim28|AA408787|KAP-1|KRIP-1|MommeD9|Tif1b|Tif1beta|-|7|7 A2|protein-coding	150.026	126.28299999999999	106.759	141.909	67.163	Trim28	0.004974822484651295	0.00654963149131869
NM_028287	NM_028287	chr10	33926936	33951212	-	2352.0	1	Zufsp|2700019D07Rik|-|10 B1|10|protein-coding	10.850999999999999	10.08	8.363999999999999	11.122	5.4510000000000005	Zufsp	0.0003566068827167256	0.00030681054419788416
NM_001114977	NM_001114977	chr9	95456894	95511996	-	7706.0	1	U2surp|2610101N10Rik|AU023006|Sr140|-|9|9 E4|protein-coding	26.235	23.609	20.524	24.531	11.955	U2surp	0.0008610422468667813	-7.669732469081722e-05
NM_001029841	NM_001029841	chr15	66780819	66831829	-	2856.0	1	Sla|Slap|Slap-1|-|15 D2|15 29.3 cM|protein-coding	132.987	78.53399999999999	57.181999999999995	123.12899999999999	57.32899999999999	Sla	0.00416422584784556	0.029109884239412985
NM_009226	NM_009226	chr18	10617796	10628230	+	831.0	1	Snrpd1|AA407109|AL023031|SMD1|-|18 A1|18|protein-coding	93.65	89.811	69.199	97.912	17.358	Snrpd1	0.005117949830369317	-0.0018031430111182932
NM_001290767	NM_001290767	chr7	44857403	44862929	+	1780.0	1	Pnkp|1810009G08Rik|PNK|-|7|7 B2|protein-coding	26.298000000000002	33.196999999999996	36.143	26.814	57.391999999999996	Pnkp	-0.001967998513677661	-0.00010406955832083745
NM_028292	NM_028292	chr7	100326737	100371896	-	2345.0	1	Ppme1|1110069N17Rik|2700017M01Rik|PME-1|Pme1|-|7|7 F1|protein-coding	35.814	30.581999999999997	27.644000000000002	38.749	17.88	Ppme1	0.0012263667775726905	0.002365890295564576
NM_001163471	NM_001163471	chr19	36554639	36621135	+	4741.0	1	Hectd2|4921524L07|A630025O09Rik|AW212605|-|19 C2|19|protein-coding	10.537	10.575	8.092	8.055	2.988	Hectd2	0.00041723087427476043	-0.0011514577160216856
NM_011594	NM_011594	chr11	118301061	118355411	-	3615.0	1	Timp2|D11Bwg1104e|Timp-2|RP23-394O9.2|11 E2|11 83.09 cM|protein-coding	4.417	4.823	10.929	3.198	22.353	Timp2	-0.001214060793498223	0.00020335859465729544
NM_180678	NM_180678	chr6	55038001	55079504	+	2371.0	1	Gars|GENA202|Gena201|Nmf249|Sgrp23|-|6 B3|6 27.29 cM|protein-coding	196.106	197.11599999999999	150.504	206.267	48.974	Gars	0.010005450874908898	-0.005965505050058027
NM_007585	NM_007585	chr9	69453683	69491785	+	1359.0	1	Anxa2|AW215814|Cal1h|CT009708.1|9 C|9 38.58 cM|protein-coding	104.816	133.375	117.70200000000001	122.986	223.15599999999998	Anxa2	-0.006964110158201378	0.013426515284525027
NM_011056	NM_011056	chr13	108654177	109955969	+	7030.0	1	Pde4d|9630011N22Rik|Dpde3|RP24-383A20.1|13 D2.1-D2.2|13 59.69 cM|protein-coding	9.252	14.302999999999999	18.099	8.331	16.480999999999998	Pde4d	-0.00045794590294477295	-0.003921734335065345
NM_001083317	NM_001083317	chr18	36679215	36683862	+	2729.0	1	Slc35a4|2610030J16Rik|-|18|18 B3|protein-coding	48.126999999999995	39.938	28.805	41.823	21.142	Slc35a4	0.0014966911196801689	0.0032416953613028108
NM_023154	NM_023154	chr7	24587543	24608926	+	1475.0	1	Ethe1|0610025L15Rik|Hsco|-|7 A3|7|protein-coding	7.643	14.522	28.921	4.752	18.962	Ethe1	-0.0007686528958413608	-0.009196109213343373
NM_013886	NM_013886	chr7	81881256	81934459	-	5860.0	1	Hdgfrp3|2700022B06Rik|HRP-3|-|7 D3|7|protein-coding	11.636	13.651	10.335999999999999	12.683	6.457999999999999	Hdgfrp3	0.0003913534788363279	-0.0007024934678131897
NM_001163489	NM_001163489	chr3	88435962	88461182	-	3029.0	1	Sema4a|AI132332|SemB|Semab|-|3 F1|3|protein-coding	12.397	21.123	27.383000000000003	11.32	47.29600000000001	Sema4a	-0.0022513824889285818	-0.002445495354051979
NM_152814	NM_152814	chr7	30077337	30090510	-	1686.0	1	Zfp566|2700043M03Rik|mszf4|-|7 B1|7|protein-coding	10.092	6.598	7.422999999999999	6.472	3.0660000000000003	Zfp566	0.0003158649342997523	-0.00027659606864574257
NM_008302	NM_008302	chr17	45567778	45573261	-	2495.0	1	Hsp90ab1|90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb|-|17 B3|17 22.59 cM|protein-coding	1744.609	1555.19	1246.369	1789.8010000000002	399.505	Hsp90ab1	0.08819627361991614	0.021261024269877506
NM_198620	NM_198620	chr5	8490336	8622952	-	3663.0	1	Rundc3b|Gm440|-|5 A1|5|protein-coding	4.748	9.046	10.272	4.123	7.861000000000001	Rundc3b	-0.00018538311821574233	-0.003050745227675009
NM_016904	NM_016904	chr3	89415472	89418291	-	752.0	1	Cks1b|2410005G18Rik|2610005D03Rik|AA407784|Cks1|sid1334|-|3 F1|3|protein-coding	20.564	18.045	10.116	19.266	10.175	Cks1b	0.0006163051731640852	0.002583927603286123
NM_008803	NM_008803	chr7	81213804	81333622	+	2659.0	1	Pde8a|AI551852|Pde8|-|7 D3|7|protein-coding	5.39	7.091	9.812999999999999	3.805	10.227	Pde8a	-0.00035255253714583455	-0.0018324664020719723
NM_145404	NM_145404	chr8	106211054	106251694	+	2234.0	1	Prmt7|4933402B05Rik|BC006705|-|8 D3|8|protein-coding	29.883000000000003	27.475	18.967	29.677	8.84	Prmt7	0.0013538765362106219	0.0011298826682006814
NM_009225	NM_009225	chr2	130171636	130179364	-	1112.0	1	Snrpb|AL024368|AU018828|SM-B|SM11|SMB|SNRNP-B|RP23-20A6.3|2 F1|2 63.19 cM|protein-coding	315.32599999999996	280.702	211.705	286.995	120.694	Snrpb	0.011570321699466144	0.007258469794966035
NM_026212	NM_026212	chr2	26593057	26604417	-	1566.0	1	Agpat2|2510002J07Rik|AV000834|BSCL|BSCL1|LPAAB|LPAAT-beta|RP23-125H15.1|2 A3|2|protein-coding	19.375	21.511999999999997	23.087	17.558	37.239000000000004	Agpat2	-0.0012148447362237277	0.0006116935420421913
NM_001130452	NM_001130452	chr11	96817414	96824127	-	3491.0	1	Nfe2l1|AA408798|AW212678|LCR-F1|Lcrf1|NRF1|TCF-11|TCF11|RP23-353J21.3|11 D-E|11 60.12 cM|protein-coding	89.602	112.76899999999999	99.454	91.811	38.43	Nfe2l1	0.00364648482135694	-0.019248901982463283
NM_008402	NM_008402	chr2	83724397	83806917	+	7023.0	1	Itgav|1110004F14Rik|2610028E01Rik|CD51|D430040G12Rik|RP23-111F12.3|2 D|2 49.33 cM|protein-coding	38.28	29.713	16.452	30.605	7.8839999999999995	Itgav	0.0016731672462228196	0.003314695640565993
NM_175287	NM_175287	chr4	153957237	153961924	+	1091.0	1	A430005L14Rik|C79672|RP23-254N4.1|4 E2|4|protein-coding	24.506999999999998	24.044	18.855999999999998	23.546	10.283	A430005L14Rik	0.0008997624119244562	-0.0005002162516738844
NM_026169	NM_026169	chr19	5850974	5875208	-	3154.0	1	Frmd8|1200004M23Rik|2310035N23Rik|4931429L16Rik|AU018809|-|19 A|19|protein-coding	30.933000000000003	36.181999999999995	61.218999999999994	28.741999999999997	107.939	Frmd8	-0.005083877817318635	-0.00016328677101631002
NM_183368	NM_183368	chr17	6705830	6738044	+	1493.0	1	Sytl3|A430092N21|Slp3|Slp3-a|Slp3-b|mFLJ00307|-|17|17 A1|protein-coding	18.357	23.488000000000003	24.49	17.375	5.956	Sytl3	0.0008328375397889154	-0.006449820581203986
NM_207231	NM_207231	chr11	97989580	97996173	-	1553.0	1	Arl5c|Arl12|BC065791|RP23-309H19.3|11 D|11|protein-coding	14.383	21.285	32.524	15.262	68.311	Arl5c	-0.00345684352721138	0.0008703699224149439
NM_177412	NM_177412	chr6	116018618	116193374	-	5711.0	1	Tmcc1|3632431M01Rik|mKIAA0779|-|6 E3|6|protein-coding	5.8260000000000005	6.678999999999999	8.1	4.631	16.919	Tmcc1	-0.000760612838801245	0.0005104421209935103
NM_145427	NM_145427	chr11	60400624	60417099	-	1853.0	1	Atpaf2|ATP12|ATP12p|RP23-135F6.8|11 B2|11|protein-coding	24.086	19.053	15.958	22.403000000000002	6.026	Atpaf2	0.0010888595763138122	0.0008986661303072093
NM_026992	NM_026992	chr2	105966708	106003549	-	1191.0	1	Dnajc24|1700030A21Rik|2610027M02Rik|AV066965|AW240712|Dph4|MmDjC7|Zcsl3|RP23-232D1.6|2 E3|2|protein-coding	15.975	15.699000000000002	9.512	16.715	6.381	Dnajc24	0.0006502795923010737	0.001108549113323887
NM_018749	NM_018749	chr15	77958998	77970824	-	1893.0	1	Eif3d|66/67kDa|AA407891|Eif3s7|eIF3p66|-|15 E1|15|protein-coding	220.27599999999998	187.293	160.89600000000002	203.077	72.21	Eif3d	0.008893267314057329	0.001085804227082484
NM_172926	NM_172926	chr9	88376747	88438951	-	3082.0	1	Snx14|B830022K16|C330035N22Rik|YR-14|AC116713.1|9 E3.1|9|protein-coding	5.385	5.939	8.254	5.1579999999999995	11.607999999999999	Snx14	-0.00041111262691250166	-0.00023194075012914487
NM_011338	NM_011338	chr11	83572917	83578636	-	3002.0	1	Ccl9|CCF18|MRP-2|Scya10|Scya9|RP23-320E6.3|11 C|11 50.81 cM|protein-coding	4.677	6.399	6.853	3.575	24.059	Ccl9	-0.0012963279417655346	0.0018249582569160945
NM_010286	NM_010286	chrX	140539529	140543187	-	1968.0	1	Tsc22d3|DIP|Dsip1|Gilz|TSC-22R|Tilz3|RP23-440B21.1|X F1|X|protein-coding	89.97	98.27600000000001	147.615	63.21	199.048	Tsc22d3	-0.007942499447551618	-0.013312430129430005
NM_025962	NM_025962	chr4	116702434	116708385	-	1924.0	1	Mmachc|1810037K07Rik|RP23-177C18.3|4|4 C7|protein-coding	13.788	11.83	7.228	13.277000000000001	3.332	Mmachc	0.0006525609714843517	0.001109756551344667
NM_011227	NM_011227	chr8	11453977	11478499	-	719.0	1	Rab20|AA536966|D8Ertd350e|-|8 A1.1|8 5.73 cM|protein-coding	12.182	7.132000000000001	5.461	7.035	4.314	Rab20	0.00030720249495632985	0.0011680167596371397
NM_025546	NM_025546	chr16	11193037	11203292	-	1828.0	1	Rsl1d1|2410005K20Rik|C76439|pBK1|-|16|16 B1|protein-coding	209.058	175.093	117.149	212.433	45.42100000000001	Rsl1d1	0.010552472563564544	0.017471478743415925
NM_029632	NM_029632	chr17	36948355	36951792	-	1674.0	1	Ppp1r11|1500041B02Rik|AV117883|Hcgv|Tcte5|Tctex-5|Tctex5|-|17 B1|17 19.16 cM|protein-coding	82.289	87.329	79.16	84.56299999999999	32.705999999999996	Ppp1r11	0.0033814203513973626	-0.008543673960757007
NM_025644	NM_025644	chr19	41922980	41933314	-	1612.0	1	Exosc1|2610035C18Rik|2610104C07Rik|2610312F07Rik|AI447561|-|19|19 D1|protein-coding	28.155	22.561999999999998	17.480999999999998	30.526999999999997	10.936	Exosc1	0.0011569600941303902	0.0034202707224609574
NM_153137	NM_153137	chr1	193175504	193201546	-	2103.0	1	Traf3ip3|6030423D04Rik|AI115021|T3jam|RP23-282D4.1|1 H6|1|protein-coding	21.781	27.104	52.938	19.156	77.955	Traf3ip3	-0.0037241516210691017	-0.004430602525385936
NM_013750	NM_013750	chr1	135766085	135769134	+	1463.0	1	Phlda3|Tih1|-|1 E4|1 59.26 cM|protein-coding	28.473000000000003	27.394000000000002	19.01	27.116	2.827	Phlda3	0.0016325257966049082	-0.0010052625986589551
NM_011896	NM_011896	chr3	37639950	37644599	+	2485.0	1	Spry1|sprouty1|-|3 B|3|protein-coding	118.522	22.033	4.148	83.10700000000001	3.662	Spry1	0.005549781620109132	0.041876103611189416
NM_011355	NM_011355	chr2	91096797	91115756	+	1326.0	1	Spi1|Dis-1|Dis1|PU.1|Sfpi-1|Sfpi1|Spi-1|Tcfpu1|Tfpu.1|RP23-20F9.1|2 E3|2 50.44 cM|protein-coding	19.816	32.247	41.485	14.632	153.539	Spi1	-0.008858587287163667	0.010525525692439018
NM_028659	NM_028659	chr7	28971372	28981888	-	838.0	1	Eif3k|1200009C21Rik|Eif3s12|-|7 A3-B1|7|protein-coding	234.294	201.375	188.43900000000002	222.429	112.406	Eif3k	0.007345951556994124	0.002062440135397629
NM_026432	NM_026432	chr8	34154563	34170847	+	1891.0	1	Saraf|1810045K07Rik|Tmem66|-|8 A4|8|protein-coding	84.104	91.931	112.01299999999999	75.298	215.136	Saraf	-0.00883370272254236	0.007846772225948616
NM_178798	NM_178798	chr8	106168875	106198704	+	3718.0	1	Slc7a6|AI643885|LAT-2|LAT3|-|8 D3|8|protein-coding	29.013	24.391	23.497	28.851999999999997	10.86	Slc7a6	0.0011484076511504855	0.00018430686883528052
