id	chr	start	end	strand	Length	Copies	Annotation/Divergence	../../rep1/tag-dirs/0-1uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/100uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-K99A-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/10uM-PCC-24h-KAA-15-01-22 reads	../../rep1/tag-dirs/No-Peptide-24h-KAA-15-01-22 reads	0-1uM-PCC-24h-0-5uM-MEKi	0-1uM-PCC-24h	100uM-K99A-24h-0-5uM-MEKi	100uM-K99A-24h	10uM-K99A-24h-0-5uM-MEKi	10uM-K99A-24h	10uM-PCC-24h-0-5uM-MEKi	10uM-PCC-24h	No-Peptide-24h-0-5uM-MEKi	No-Peptide-24h	gene_name
NM_020600	chr18	60774596	60778546	+	590.0	1	Rps14|2600014J02Rik|AL023078|-|18 E1|18 34.4 cM|protein-coding	598.146	651.403	546.247	627.258	464.769	234.09599999999998	252.646	271.0	250.74	108.944	149.576	261.231	440.689	138.247	152.963	Rps14
NM_007907	chr10	81176631	81182509	+	3084.0	1	Eef2|Ef-2|-|10 C1|10|protein-coding	1149.979	1024.254	926.439	1119.744	865.932	850.933	780.7639999999999	695.822	795.7360000000001	475.967	548.115	921.748	1053.608	463.374	471.611	Eef2
NM_009696	chr7	19696244	19699166	-	1245.0	1	Apoe|AI255918|-|7 A3|7 9.94 cM|protein-coding	36.623000000000005	52.69	85.609	25.48	344.12300000000005	28.328000000000003	41.433	104.459	39.58	163.148	115.405	23.186	20.134	289.334	329.017	Apoe
NM_009091	chr10	80292431	80294114	+	516.0	1	Rps15|rig|-|10 C1|10|protein-coding	1116.812	1008.1039999999999	879.7289999999999	1021.169	745.433	588.847	600.447	581.5409999999999	595.6669999999999	262.008	308.81	625.6080000000001	764.345	265.427	318.957	Rps15
NM_008302	chr17	45567778	45573261	-	2495.0	1	Hsp90ab1|90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb|-|17 B3|17 22.59 cM|protein-coding	1744.609	1555.19	1246.369	1789.8010000000002	399.505	1155.577	1006.939	786.3	997.1339999999999	324.52099999999996	409.466	1192.2839999999999	1345.773	190.505	244.446	Hsp90ab1
NM_009976	chr2	148871732	148875468	-	737.0	1	Cst3|CysC|RP23-250M11.9|2 G3|2 73.6 cM|protein-coding	217.44299999999998	275.698	178.96900000000002	237.665	442.56699999999995	190.86700000000002	208.06	313.77099999999996	202.62400000000002	182.292	180.35299999999998	208.153	191.085	244.003	399.348	Cst3
NM_181596	chr16	48872608	48874498	+	602.0	1	Retnlg|Fizz3|Relmg|Xcp1|-|16 B5|16 30.75 cM|protein-coding	11.556	105.169	265.165	2.761	916.248	5.685	50.068999999999996	224.449	56.405	1229.123	1011.01	2.385	1.022	1734.882	1445.364	Retnlg
NM_008143	chr11	48800360	48806241	+	1244.0	1	Gnb2l1|AL033335|GB-like|Gnb2-rs1|Rack1|p205|RP23-14F5.6|11 B1.2|11|protein-coding	1792.1670000000001	1586.55	1323.109	1663.733	884.9580000000001	1119.263	1040.05	889.745	1057.964	479.055	578.086	1159.9460000000001	1489.371	403.07	419.23	Gnb2l1
NM_001146124	chr10	60284461	60302600	+	2551.0	1	Psap|AI037048|SGP-1|-|10 B4|10 30.02 cM|protein-coding	145.815	234.669	298.28700000000003	136.363	766.5939999999999	250.74599999999998	290.872	552.703	303.796	633.568	593.992	218.33700000000002	182.023	782.982	991.211	Psap
NM_010545	chr18	60803849	60812652	+	1213.0	1	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	176.303	265.16700000000003	217.84799999999998	207.101	546.786	383.05300000000005	347.842	406.17400000000004	341.895	309.457	252.96200000000002	435.08	312.277	342.275	517.913	Cd74
NM_012053	chr15	76904071	76906318	+	854.0	1	Rpl8|-|-|15|15 E1|protein-coding	1601.2820000000002	1469.2220000000002	1328.266	1542.896	1223.775	891.7860000000001	820.194	814.905	827.2260000000001	409.805	497.87699999999995	938.882	1163.515	436.61699999999996	449.272	Rpl8
NM_010240	chr7	45457944	45459886	-	964.0	1	Ftl1|Ftl|Ftl-1|L-ferritin|-|7 B4|7|protein-coding	195.106	262.21299999999997	268.9	154.565	730.335	297.742	368.228	701.8430000000001	357.718	765.673	634.649	264.13	223.80599999999998	1077.519	1124.857	Ftl1
NM_010239	chr19	9982646	9985111	+	936.0	1	Fth1|FHC|Fth|HFt|MFH|-|19 A-C|19 6.23 cM|protein-coding	502.939	735.535	735.705	427.889	1616.38	849.8530000000001	1123.263	1909.047	1096.5739999999998	1744.625	1570.681	753.372	520.361	2218.174	2495.752	Fth1
NM_017372	chr10	117277541	117282272	-	1051.0	1	Lyz2|AI326280|Lys|Lysm|Lyzs|Lzm|Lzm-s1|Lzp|-|10 D2|10 65.34 cM|protein-coding	206.947	441.944	700.696	132.90200000000002	2638.343	280.988	429.376	1094.514	429.71	2377.654	2104.335	218.11700000000002	128.08700000000002	3053.015	3232.45	Lyz2
NM_009114	chr3	90692630	90695721	-	516.0	1	S100a9|60B8Ag|AW546964|BEE22|Cagb|GAGB|L1Ag|MRP14|p14|-|3 F1-F2|3 39.91 cM|protein-coding	1870.3410000000001	3745.281	4429.795999999999	983.9889999999999	11458.735	2499.848	3798.336	7864.5740000000005	3743.3340000000003	13039.569	12323.095	1743.476	1172.378	17582.161	16430.022	S100a9
