id.1	chr	start	end	strand	Length	Copies	Annotation/Divergence	0-1uM-PCC-24h-1	100uM-K99A-24h-1	10uM-K99A-24h-1	10uM-PCC-24h-1	No-Peptide-24h-1	0-1uM-PCC-24h-0-5uM-MEKi-2	0-1uM-PCC-24h-2	100uM-K99A-24h-0-5uM-MEKi-2	100uM-K99A-24h-2	10uM-K99A-24h-0-5uM-MEKi-2	10uM-K99A-24h-2	10uM-PCC-24h-0-5uM-MEKi-2	10uM-PCC-24h-2	No-Peptide-24h-0-5uM-MEKi-2	No-Peptide-24h-2	No-Peptide-24h	10uM-K99A-24h	100uM-K99A-24h	0-1uM-PCC-24h	10uM-PCC-24h	gene_name
NM_010907	chr12	55489409	55492647	-	1571.0	1	Nfkbia|AI462015|Nfkbi|-|12|12 C1-C3|protein-coding	578.494	707.828	711.297	571.7819999999998	253.199	384.528	420.598	460.679	427.772	255.229	283.2390000000001	399.054	434.79	150.681	175.328	214.2635	497.268	567.8	499.54600000000005	503.286	Nfkbia
NM_001163434	chr2	34772090	34776529	+	2523.0	1	Hspa5|AL022860|AU019543|Bip|D2Wsu141e|D2Wsu17e|Grp78|Hsce70|SEZ-7|Sez7|baffled|mBiP|RP23-446N16.1|2 B|2 22.94 cM|protein-coding	489.091	428.846	288.256	461.53	144.586	293.672	263.012	192.35	263.55	104.022	122.483	298.777	314.863	69.10300000000001	91.522	118.054	205.3695	346.19800000000004	376.0515	388.1965	Hspa5
NM_007636	chr10	117050998	117063814	-	1944.0	1	Cct2|Cctb|-|10 D2|10|protein-coding	412.396	358.4890000000001	258.145	413.751	102.229	283.147	262.397	195.447	264.216	87.3	104.054	308.191	311.36	52.952	63.992	83.1105	181.0995	311.3525	337.39649999999995	362.5555	Cct2
NM_008842	chr17	29491045	29495459	+	1745.0	1	Pim1|Pim-1|-|17 A3.3|17 15.38 cM|protein-coding	404.069	387.593	332.7480000000001	428.739	155.543	326.24	326.274	278.754	329.55800000000005	116.886	149.731	364.61	426.257	80.737	100.207	127.875	241.2395	358.5755000000001	365.1715	427.49800000000005	Pim1
NM_001109745	chr6	87842615	87851106	-	2150.0	1	Cnbp|AA408710|Cnbp1|Znf9|-|6|6 D1-D2|protein-coding	522.094	491.687	377.05300000000005	452.989	163.611	295.462	286.443	237.733	286.883	101.199	131.764	285.578	319.626	82.62799999999999	80.96300000000002	122.287	254.40850000000003	389.285	404.2685	386.3075	Cnbp
NM_133664	chr1	135818598	135833341	+	2980.0	1	Lad1|-|-|1 E4|1|protein-coding	397.829	665.5880000000002	668.03	409.799	78.503	240.558	300.312	381.579	310.521	120.653	169.0	262.472	299.81	18.275	27.697	53.1	418.515	488.0545	349.0705000000001	354.8045	Lad1
NM_001199350	chr3	130726837	130730329	-	406.0	1	Rpl34-ps1|EG619547|ENSMUSG00000068396|Gm10239|-|6 C1|6|protein-coding	665.571	655.434	552.039	635.572	340.5030000000001	317.615	302.2870000000001	273.696	309.5540000000001	109.876	151.178	327.338	428.18	96.076	135.125	237.814	351.6085	482.494	483.929	531.876	Rpl34-ps1
NM_013674	chr13	30749258	30766927	+	4672.0	1	Irf4|AI385587|IRF-4|LSIRF|Spip|RP23-213G18.1|13|13 A3.3|protein-coding	280.797	141.322	71.101	332.356	22.641	258.416	203.328	74.351	196.524	27.293000000000006	30.944000000000006	332.824	352.499	14.484000000000002	18.058	20.3495	51.0225	168.923	242.0625	342.4275	Irf4
NM_007637	chr15	31590884	31601804	-	1756.0	1	Cct5|Ccte|TCPE|mKIAA0098|-|15|15 B3.2|protein-coding	491.319	450.24300000000005	335.532	474.611	123.802	276.198	242.53	196.775	246.283	86.3	112.117	285.125	328.54	53.334	64.595	94.1985	223.8245	348.2630000000001	366.9245	401.5755	Cct5
NR_002896	chr19	8723487	8726326	+	466.0	1	Snhg1|-|-|19 A|19|ncRNA	509.999	510.266	383.189	370.296	82.431	270.869	269.622	208.102	237.262	78.12	103.945	245.912	299.448	23.266	33.833	58.132	243.567	373.764	389.8105000000001	334.872	Snhg1
NM_146200	chr7	126546911	126566366	-	2859.0	1	Eif3c|110kDa|3230401O13Rik|Eif3s8|NIPIL(A3)|NipilA3|Xs|Xsl|-|7 F4|7 69.14 cM|protein-coding	441.755	470.889	373.271	437.43	101.319	294.747	288.96	253.312	290.441	89.792	130.649	312.73	342.03	52.438	59.174	80.2465	251.96	380.665	365.3575	389.73	Eif3c
NM_011865	chr6	86524497	86526165	-	1666.0	1	Pcbp1|WBP17|[a]CP-1|alphaCP-1|-|6|6 D1|protein-coding	675.204	604.863	490.3	578.756	255.301	347.107	331.838	295.013	340.214	140.84	166.234	360.695	428.066	112.916	131.718	193.5095	328.267	472.5385	503.521	503.411	Pcbp1
NM_012052	chr7	99477897	99483709	-	1869.0	1	Rps3|D7Ertd795e|Rs_3|-|7 F1|7 54.07 cM|protein-coding	833.202	775.803	779.7330000000002	818.817	468.448	428.43300000000005	411.679	378.152	415.261	187.53	220.465	462.4980000000001	529.099	171.56400000000005	185.347	326.8975000000001	500.0990000000001	595.5319999999998	622.4405	673.9580000000002	Rps3
NM_008655	chr10	80930091	80932204	+	1260.0	1	Gadd45b|AI323528|Myd118|-|10 C1|10 39.72 cM|protein-coding	602.5419999999998	807.8710000000002	669.416	557.9540000000002	143.97899999999996	218.22	251.421	251.113	253.84	83.988	107.342	231.46	302.182	49.206	70.41	107.1945	388.379	530.8555	426.9815	430.068	Gadd45b
NM_001287180	chr15	80255184	80257545	+	1440.0	1	Atf4|Atf-4|C/ATF|CREB2|TAXREB67|-|15 E1|15 37.85 cM|protein-coding	678.762	653.6619999999998	482.298	635.265	207.48	383.859	346.8880000000001	294.349	364.097	128.935	158.858	424.212	489.80800000000005	95.587	124.521	166.0005	320.578	508.8795	512.825	562.5365	Atf4
NM_007591	chr8	84842088	84846931	-	1932.0	1	Calr|CRT|Calregulin|-|8 C3|8 41.21 cM|protein-coding	635.6669999999998	653.359	503.026	664.4069999999998	240.461	477.154	448.441	346.406	453.509	170.46	226.235	506.412	588.562	111.851	148.27200000000005	194.3665	364.6305	553.434	542.054	626.4845	Calr
NM_001166595	chr11	69916712	69921275	-	1208.0	1	Eif5a|AA410058|D19Wsu54e|Eif4d|Eif5a1|eIF-4D|eIF-5A|eIF-5A-1|eIF-5A1|RP23-172M21.7|11 B3|11|protein-coding	717.4639999999998	556.203	376.151	737.9780000000002	210.564	376.523	359.714	249.921	363.793	93.372	119.719	429.495	498.283	81.036	87.84200000000001	149.20300000000003	247.935	459.99800000000005	538.5889999999998	618.1305	Eif5a
NM_016774	chr10	128083307	128090388	+	1867.0	1	Atp5b|-|-|10 D3|10|protein-coding	848.707	820.37	620.016	850.444	284.638	535.151	491.783	400.194	496.108	191.847	220.356	551.012	625.536	127.026	167.729	226.1835	420.186	658.2389999999999	670.245	737.99	Atp5b
NM_010106	chr9	78478454	78481724	-	1779.0	1	Eef1a1|-|-|9 E1|9|protein-coding	1716.761	1680.436	1644.819	1570.7820000000004	958.314	1314.65	1276.002	1143.905	1271.623	649.55	787.797	1358.111	1350.415	498.84	537.4680000000002	747.8910000000002	1216.308	1476.0295	1496.3815	1460.5985	Eef1a1
NM_008143	chr11	48800360	48806241	+	1244.0	1	Gnb2l1|AL033335|GB-like|Gnb2-rs1|Rack1|p205|RP23-14F5.6|11 B1.2|11|protein-coding	1792.167	1586.55	1323.109	1663.733	884.9580000000002	1119.263	1040.05	889.745	1057.964	479.055	578.086	1159.946	1489.371	403.07	419.23	652.094	950.5975	1322.257	1416.1085	1576.552	Gnb2l1
NM_008302	chr17	45567778	45573261	-	2495.0	1	Hsp90ab1|90kDa|AL022974|C81438|Hsp84|Hsp84-1|Hsp90|Hspcb|-|17 B3|17 22.59 cM|protein-coding	1744.609	1555.19	1246.369	1789.8010000000004	399.505	1155.577	1006.939	786.3	997.134	324.521	409.466	1192.284	1345.773	190.505	244.446	321.9755	827.9175	1276.162	1375.774	1567.787	Hsp90ab1
NM_007719	chr11	99144199	99155077	-	1970.0	1	Ccr7|CD197|Cdw197|Cmkbr7|EBI1|Ebi1h|RP23-80N1.2|11 D|11|protein-coding	1850.902	2340.601	1990.11	1843.761	511.798	1429.939	1481.66	1416.912	1509.54	592.722	732.909	1510.0510000000004	1776.672	291.376	491.38	501.589	1361.5095	1925.0705	1666.281	1810.2165	Ccr7
