cluster	chr_name	start	end	tag_count_no_peptide	tag_count_10um_k99a	tag_count_100um_k99a	tag_count_0_1um_pcc	tag_count_10um_pcc
144	chr11	69133386	69134460	78.4	61.6	35.1	51.9	29.5
145	chr17	48298918	48304264	272.8	261.4	135.7	253.8	136.3
145	chr17	48646633	48648221	57.6	64.3	30.5	61.7	54.9
145	chr17	47908911	47910943	84.3	82.1	48.1	84.6	63.0
145	chr17	48585754	48586714	44.2	46.1	29.4	43.2	32.9
145	chr17	47873144	47874194	35.9	37.9	11.9	38.3	22.5
145	chr17	48095600	48099696	88.4	109.9	38.5	89.5	43.3
146	chr7	126796940	126800854	270.3	206.2	108.0	212.4	128.2
146	chr7	127027571	127028715	71.8	75.7	37.3	61.1	39.9
147	chr10	81327901	81330949	268.7	178.8	93.3	153.7	104.0
147	chr10	81431261	81434885	177.7	103.1	104.1	140.8	23.7
148	chr3	115884514	115888828	267.0	194.3	97.8	122.9	102.2
148	chr3	115798436	115805680	322.9	181.1	45.8	187.1	78.0
148	chr3	115816390	115822070	201.1	157.4	118.8	121.6	138.6
148	chr3	115932279	115935415	172.7	138.7	55.4	101.3	82.6
149	chr5	114896055	114899859	267.0	223.5	56.6	237.7	158.9
149	chr5	115180952	115181924	20.0	18.2	5.66	14.2	13.9
149	chr5	114679629	114682541	163.5	135.5	80.3	110.5	69.3
149	chr5	114805177	114807293	132.7	100.4	64.5	96.3	84.3
150	chr18	56430845	56436203	267.0	179.7	89.9	137.1	97.6
150	chr18	56467754	56475438	409.7	337.1	238.7	325.4	212.6
150	chr18	56451601	56452719	45.1	31.9	0.0	13.6	13.9
151	chr19	53309982	53314712	264.5	250.5	119.9	239.6	117.3
151	chr19	53886795	53887421	22.5	20.1	11.3	19.1	10.4
151	chr19	53192674	53199834	431.3	411.5	183.2	387.8	205.6
151	chr19	53420557	53426371	296.2	298.4	117.1	364.3	279.6
152	chr1	39901234	39905768	262.8	185.7	126.1	240.2	124.2
152	chr1	39896126	39897242	53.4	22.4	30.5	38.3	30.6
152	chr1	39917877	39919257	85.9	66.1	56.0	95.1	68.2
152	chr1	39760729	39762429	64.2	61.6	50.9	75.3	58.3
153	chr6	120528707	120533175	261.1	228.1	75.8	170.4	97.6
153	chr6	120578914	120581294	121.8	84.9	74.7	97.6	65.9
154	chr1	127204356	127207830	260.3	203.0	127.8	211.8	132.3
154	chr1	127304980	127306828	96.8	108.1	72.4	96.3	82.0
154	chr1	127291751	127292517	15.9	9.12	9.05	19.8	12.7
154	chr1	127796225	127797005	31.7	22.4	21.5	26.6	17.3
155	chr7	126974754	126979328	260.3	223.1	148.2	202.5	127.1
155	chr7	127027571	127028715	71.8	75.7	37.3	61.1	39.9
155	chr7	127111754	127114872	136.0	139.6	99.0	151.9	120.1
155	chr7	127254283	127254907	35.9	37.0	25.4	45.7	32.3
155	chr7	127479350	127481800	234.4	208.5	169.1	209.9	154.8
156	chr5	114920883	114924801	258.6	172.4	108.0	172.9	67.0
156	chr5	114679629	114682541	163.5	135.5	80.3	110.5	69.3
156	chr5	115194417	115195061	24.2	16.0	14.7	20.4	12.7
156	chr5	114805177	114807293	132.7	100.4	64.5	96.3	84.3
157	chr19	34550241	34554417	257.8	217.6	89.4	216.7	109.2
157	chr19	34570126	34571324	45.9	38.3	28.8	53.7	28.3
157	chr19	34724826	34726036	35.0	25.5	18.7	25.9	16.8
158	chr14	70283777	70290719	257.0	158.3	115.4	144.5	51.4
159	chr10	79994288	79998522	254.5	226.7	106.3	171.7	149.6
159	chr10	79936542	79937740	50.9	69.8	46.9	51.2	50.3
159	chr10	79780055	79781333	52.6	36.5	23.2	45.7	22.5
159	chr10	80086099	80087361	33.4	24.6	11.3	30.9	16.8
159	chr10	80157512	80162226	277.8	293.8	181.0	280.3	205.6
159	chr10	80119793	80120553	10.8	11.9	7.35	8.03	10.4
159	chr10	80164462	80165984	52.6	61.6	25.4	43.2	47.4
159	chr10	80150544	80153318	187.7	190.7	111.4	190.8	129.4
160	chr11	5787483	5790977	253.6	211.2	140.3	248.2	112.6
160	chr11	5410851	5412679	75.9	60.2	50.9	51.9	42.2
160	chr11	6017351	6019381	91.8	77.6	59.9	79.7	66.4
160	chr11	5415021	5417295	90.1	69.8	58.3	76.6	54.3
161	chr1	173629875	173635383	252.0	237.2	149.3	229.7	61.8
162	chr19	34606754	34610632	249.5	190.2	103.5	203.8	71.6
162	chr19	34570126	34571324	45.9	38.3	28.8	53.7	28.3
162	chr19	34587187	34588975	95.1	42.0	51.5	67.3	27.1
162	chr19	34724826	34726036	35.0	25.5	18.7	25.9	16.8
163	chr3	142619233	142623519	247.8	195.3	122.2	167.9	0.0
164	chr10	59949328	59953422	247.8	223.1	81.4	219.8	99.4
164	chr10	59906524	59908784	56.7	72.5	29.4	77.2	27.1
165	chr19	6400180	6403064	247.8	244.1	118.2	196.3	138.1
165	chr19	6447974	6449022	26.7	31.5	13.0	32.7	22.5
165	chr19	6389431	6391167	87.6	102.2	65.0	105.6	79.7
165	chr19	6950190	6952944	237.8	244.1	106.9	229.1	140.4
166	chr9	107980696	107986636	247.0	121.8	66.2	124.1	79.1
167	chr7	28788291	28792999	246.1	220.3	126.1	153.7	121.9
167	chr7	28702271	28703647	48.4	47.4	17.5	16.1	15.6
167	chr7	29210745	29212435	80.1	83.0	53.7	64.8	50.3
168	chr9	53535155	53538247	246.1	144.2	78.0	147.6	106.9
169	chr9	107549665	107553927	245.3	215.8	116.5	214.9	170.4
169	chr9	107612025	107613679	67.6	71.6	55.4	60.5	67.0
169	chr9	107675370	107676952	76.8	68.9	65.6	68.5	68.7
169	chr9	107723742	107724842	41.7	28.7	24.3	27.2	27.7
169	chr9	107521197	107522973	64.2	73.0	28.8	59.9	36.4
169	chr9	107735617	107737087	73.4	55.7	48.1	69.2	69.3
170	chr3	30599367	30603271	244.5	238.6	104.6	153.1	142.1
170	chr3	30649966	30650608	26.7	20.1	19.2	21.6	13.3
170	chr3	31056061	31057493	81.8	86.2	45.8	72.9	49.1
171	chrX	57210311	57218759	244.5	216.7	117.1	197.6	219.5
171	chrX	57304690	57305752	41.7	37.9	30.0	35.8	23.7
171	chrX	57186776	57189106	60.9	42.0	31.7	61.1	52.0
172	chr11	70562229	70565725	243.6	129.1	103.5	137.7	95.3
172	chr11	70805254	70806110	29.2	17.3	20.9	22.2	14.4
173	chr2	132027266	132031218	242.8	207.1	96.7	188.9	147.9
173	chr2	131954622	131955524	39.2	48.8	31.7	37.7	28.3
173	chr2	132102503	132103463	50.1	37.0	0.0	34.6	28.9
174	chr15	76508500	76513064	242.0	198.4	157.8	205.0	60.7
175	chr16	4557871	4560911	242.0	225.8	104.6	212.4	145.6
175	chr16	4585652	4587740	92.6	99.0	50.9	106.8	87.2
175	chr16	4912609	4913841	62.6	60.7	40.7	75.9	49.1
176	chr8	104533235	104536117	241.1	163.8	105.8	142.0	116.7
176	chr8	104570649	104571857	131.0	112.2	65.6	108.7	86.6
177	chr18	37805133	37807745	241.1	195.7	58.8	162.4	83.8
177	chr18	38185229	38187039	148.5	133.2	54.9	119.2	68.7
178	chr11	87757088	87761010	240.3	210.8	75.8	223.5	43.3
178	chr11	87763472	87765106	40.0	42.9	16.4	33.3	19.6
178	chr11	87967431	87968181	36.7	37.4	20.9	25.9	0.0
179	chr14	25456690	25459144	240.3	211.7	96.1	198.2	131.1
179	chr14	25606497	25607159	35.9	28.3	20.9	27.8	8.09
179	chr14	25718620	25720512	65.1	59.8	34.5	64.2	48.5
180	chr1	180941223	180946157	239.5	205.7	138.0	239.0	107.4
180	chr1	180766849	180769837	211.9	174.7	100.1	163.0	25.4
180	chr1	181249789	181250431	19.2	16.0	11.9	16.7	8.66
180	chr1	181208018	181210808	109.3	123.6	82.0	126.0	83.2
180	chr1	181255630	181258176	146.8	139.1	104.1	162.4	120.1
181	chr9	85324515	85328771	238.6	118.2	74.7	93.9	37.0
182	chr10	88730376	88733034	238.6	191.1	61.1	188.3	75.7
183	chr10	118863848	118868170	238.6	208.9	109.7	189.6	116.7
183	chr10	118599243	118600779	66.7	49.3	29.4	39.5	43.3
183	chr10	118713621	118715153	51.7	57.9	34.5	61.7	42.7
183	chr10	118953886	118954996	29.2	24.2	26.0	33.3	20.2
184	chr7	126271461	126275537	237.8	112.2	87.1	147.6	95.9
185	chr4	59544361	59548623	236.9	230.8	88.2	188.9	176.8
185	chr4	59538657	59539833	20.9	20.5	13.6	21.0	12.1
185	chr4	59310424	59311258	21.7	23.7	11.9	15.4	12.7
185	chr4	59277665	59279547	33.4	47.4	16.4	38.9	26.0
186	chr4	120972869	120976861	236.9	197.5	110.8	158.1	223.0
186	chr4	120731202	120732310	54.2	52.5	23.8	53.1	43.3
186	chr4	121213980	121216238	97.6	124.5	33.4	104.3	99.4
187	chr5	72201219	72205353	236.9	213.5	107.5	214.3	101.7
187	chr5	72159183	72163351	233.6	179.7	142.5	173.5	120.7
188	chr19	40266350	40272126	236.9	236.3	99.0	216.7	105.1
189	chr16	35768574	35772080	236.1	159.7	97.8	198.8	130.5
189	chr16	35918057	35919681	103.5	81.7	61.6	85.8	65.3
190	chr17	87283535	87287327	236.1	215.3	108.0	195.7	181.4
190	chr17	87315042	87316102	36.7	37.0	26.6	30.9	34.1
190	chr17	87473870	87475450	123.5	126.4	88.8	120.4	99.9
190	chr17	87613408	87614476	35.9	44.3	24.9	48.2	36.4
190	chr17	87342720	87346286	132.7	157.4	125.6	113.6	93.0
191	chr19	4809037	4812819	236.1	226.7	117.1	209.9	169.8
191	chr19	4330214	4334880	211.1	221.3	164.0	237.1	160.6
191	chr19	5071387	5073135	49.2	43.3	30.0	48.2	48.5
192	chr8	61925847	61930547	235.3	186.1	61.6	190.8	69.3
193	chr17	34996431	35000807	233.6	225.4	165.7	180.9	91.3
193	chr17	34878799	34879977	49.2	40.1	30.5	38.9	30.0
193	chr17	35256446	35258412	82.6	77.1	40.2	69.2	53.1
194	chr9	15043202	15046918	232.8	219.4	110.3	226.0	99.9
194	chr9	15034456	15035710	45.1	46.1	20.9	29.0	16.8
195	chr5	105050630	105054416	231.1	148.7	92.8	151.9	99.4
196	chr18	23751118	23753942	231.1	189.8	103.5	179.7	136.3
196	chr18	23986601	23987353	59.2	56.6	31.7	44.5	38.7
197	chr17	6429972	6432060	229.4	217.6	78.0	133.4	97.0
197	chr17	6424087	6425103	73.4	52.0	0.0	51.9	26.0
198	chr12	84215189	84218995	227.8	211.7	105.8	159.3	132.3
198	chr12	84205326	84210150	231.9	207.6	170.8	192.0	182.0
198	chr12	84589377	84590475	51.7	44.3	33.9	37.7	31.2
198	chr12	83928384	83930226	54.2	47.4	21.5	40.8	36.4
199	chrX	73715062	73719836	227.8	219.4	143.6	218.0	100.5
200	chr6	125164118	125167252	226.9	217.6	102.4	211.8	76.2
200	chr6	125330648	125331486	27.5	17.8	15.3	24.1	9.82
200	chr6	125572576	125574310	118.5	122.3	78.0	110.5	72.2
201	chr8	105564810	105567608	226.9	226.7	87.7	136.5	91.3
201	chr8	105596549	105597439	78.4	76.2	56.0	68.5	37.0
202	chr11	116076006	116079178	225.3	200.7	109.7	171.7	105.1
202	chr11	116004277	116005885	43.4	56.1	33.4	45.7	33.5
202	chr11	115698675	115700337	126.0	130.5	74.1	123.5	91.3
203	chr14	70074034	70079434	223.6	201.2	21.5	134.6	71.6
203	chr14	69779768	69781326	54.2	47.9	8.48	20.4	17.3
204	chr19	46393806	46397784	223.6	126.8	86.5	137.7	77.4
204	chr19	46645211	46646281	20.9	20.1	8.48	13.6	8.66
204	chr19	46469776	46471598	49.2	31.5	0.0	21.6	20.2
205	chr4	135895147	135899399	222.8	203.5	87.1	195.7	147.9
205	chr4	136081228	136082816	45.9	57.0	37.3	43.2	52.0
205	chr4	135569289	135571225	72.6	84.4	49.2	84.0	51.4
205	chr4	135663946	135665132	31.7	40.6	18.1	29.0	34.1
205	chr4	135617749	135618655	37.5	33.3	24.9	34.6	34.1
206	chr12	21285354	21288964	222.8	207.6	78.6	209.9	93.0
206	chr12	21542910	21543972	44.2	40.1	16.4	40.1	20.2
206	chr12	20919310	20920776	26.7	26.5	11.3	35.2	12.1
206	chr12	21426350	21427252	35.0	38.3	0.0	36.4	22.5
207	chr15	58214009	58216817	222.8	212.6	61.1	192.0	127.1
208	chr6	3395922	3400046	221.9	210.3	122.7	200.7	94.2
209	chr8	70790083	70793011	221.9	157.4	102.4	184.0	124.2
209	chr8	70743645	70745723	106.8	97.2	83.7	117.3	80.3
209	chr8	71205316	71205948	44.2	30.6	18.7	23.5	19.1
209	chr8	70832434	70834140	56.7	39.7	30.5	55.0	37.5
210	chr16	3975115	3978131	221.1	161.9	108.0	193.3	149.6
210	chr16	4002822	4004876	141.8	116.8	39.6	114.8	53.7
210	chr16	3894189	3897003	121.0	135.9	109.7	123.5	93.0
211	chr12	59010365	59014001	219.4	216.2	84.3	165.5	100.5
212	chr2	26908493	26912597	218.6	103.1	99.0	121.6	95.3
212	chr2	27198454	27199512	57.6	37.9	29.4	40.8	22.0
213	chr6	113376744	113380266	217.8	135.0	92.8	146.3	99.4
213	chr6	113748492	113749952	77.6	52.9	22.1	66.7	46.2
214	chr7	44996335	44999469	216.9	196.2	102.9	191.4	143.3
214	chr7	45080956	45083518	164.4	122.7	79.7	137.1	92.4
214	chr7	44771712	44773286	56.7	40.1	27.1	40.1	34.7
214	chr7	44969895	44971295	56.7	50.6	27.1	51.9	42.2
215	chr7	74551521	74554651	215.3	203.9	75.8	213.6	192.4
215	chr7	74543833	74544809	30.0	28.3	15.8	30.3	20.8
216	chr10	128523362	128526790	215.3	197.1	63.9	116.1	68.7
217	chr13	44731767	44735165	215.3	135.0	93.9	142.0	102.2
217	chr13	44673305	44674803	116.0	98.5	73.5	113.0	67.6
217	chr13	44798869	44801849	128.5	110.9	34.5	126.6	58.9
217	chr13	44810641	44812515	107.6	67.5	48.6	48.2	35.2
218	chr2	92183173	92188077	214.4	201.6	66.7	148.2	31.8
218	chr2	92204148	92206598	100.1	89.9	55.4	80.9	45.6
219	chr11	76024059	76026843	213.6	99.5	82.0	152.5	60.1
219	chr11	76036787	76038161	40.9	17.8	22.6	23.5	15.6
219	chr11	76012130	76015896	147.7	116.3	65.6	90.8	8.09
219	chr11	75975813	75978971	111.8	83.0	40.7	90.1	60.7
220	chr7	44848048	44851872	212.8	204.4	76.9	145.7	102.8
220	chr7	44343960	44345122	32.5	33.3	10.2	17.3	13.3
220	chr7	45080956	45083518	164.4	122.7	79.7	137.1	92.4
220	chr7	44771712	44773286	56.7	40.1	27.1	40.1	34.7
220	chr7	44527509	44528837	77.6	70.7	43.5	59.3	28.9
220	chr7	44900932	44902306	36.7	44.3	19.8	33.3	9.24
220	chr7	44969895	44971295	56.7	50.6	27.1	51.9	42.2
221	chr14	7817572	7819664	212.8	181.1	95.6	150.7	108.6
221	chr14	7997238	7998052	51.7	39.2	27.1	37.7	32.9
221	chr14	7790968	7792208	50.1	44.3	14.7	41.4	39.3
221	chr14	7889590	7890564	42.6	30.1	27.1	43.8	27.1
221	chr14	7844224	7845252	23.4	22.8	10.2	26.6	14.4
222	chr3	89088771	89092025	211.9	178.4	82.6	135.2	106.9
222	chr3	89186529	89191775	432.2	348.1	215.5	294.5	244.3
223	chr4	106907705	106911307	211.9	206.7	72.4	203.1	157.7
223	chr4	106803865	106806253	89.3	96.7	46.4	121.0	83.8
224	chr8	71461850	71465498	211.9	202.5	72.4	201.3	60.7
224	chr8	71692090	71693684	101.8	86.2	56.6	90.1	45.6
225	chr11	22972528	22978194	211.9	196.2	82.0	180.3	124.2
225	chr11	22782263	22783035	42.6	32.4	30.5	35.2	27.1
225	chr11	23007387	23009433	161.9	162.4	0.0	140.8	124.2
225	chr11	23067045	23068653	85.1	86.7	49.2	75.9	53.7
226	chr12	82170191	82174327	211.9	121.8	85.4	120.4	86.6
226	chr12	82165521	82167331	122.6	83.5	70.1	95.1	72.8
226	chr12	82225338	82226866	69.2	60.2	31.1	51.9	23.7
226	chr12	82348007	82351493	144.3	117.2	34.5	124.1	49.7
227	chr7	75847496	75850606	211.1	191.6	87.7	173.5	143.8
227	chr7	75700213	75703641	198.6	191.1	120.5	184.0	128.2
227	chr7	75654157	75658179	153.5	200.3	115.4	174.7	159.4
227	chr7	75787508	75789832	64.2	78.0	46.4	44.5	53.7
227	chr7	75909870	75910924	65.1	67.1	52.6	70.4	43.3
227	chr7	75686111	75687387	64.2	60.2	43.5	46.9	45.6
228	chr10	117627085	117631409	210.3	152.8	66.2	158.1	75.7
228	chr10	117392809	117394317	87.6	71.2	43.5	62.4	52.6
228	chr10	117863884	117866278	91.8	82.1	49.8	92.0	42.2
228	chr10	117754904	117756160	65.9	43.3	19.2	47.5	44.5
229	chr6	34875233	34879069	209.4	82.1	79.2	164.2	63.5
230	chr10	111994179	111998057	209.4	194.3	0.0	192.6	108.0
231	chr4	59260352	59265716	208.6	106.7	41.9	199.4	94.2
231	chr4	59252714	59255466	132.7	96.7	0.0	95.7	68.7
232	chr13	92610076	92612702	208.6	191.1	130.1	198.8	90.1
232	chr13	92858645	92859303	12.5	11.9	8.48	11.7	8.09
233	chr14	54516787	54520165	208.6	195.7	0.0	168.6	0.0
234	chr15	86182160	86185798	208.6	98.1	118.2	157.4	106.3
235	chr2	60878045	60881613	207.7	142.8	53.2	166.1	98.8
236	chr19	8711826	8715032	207.7	180.2	59.4	207.5	184.3
236	chr19	8820904	8822940	158.5	154.2	87.1	158.1	117.3
236	chr19	8943264	8946046	109.3	114.5	87.7	135.2	115.0
237	chr1	156673094	156675608	206.9	183.4	96.1	190.2	127.7
237	chr1	156660017	156661453	49.2	34.7	31.7	53.7	38.1
237	chr1	156521409	156522435	50.9	42.4	20.4	45.1	31.8
237	chr1	156955870	156957100	47.6	56.6	31.1	34.0	38.1
238	chr1	173876854	173880562	206.9	178.8	0.0	176.6	106.3
238	chr1	173487271	173491179	219.4	199.8	18.1	199.4	97.6
239	chr1	173938848	173943106	206.1	174.3	97.8	153.1	117.3
240	chr3	116422866	116425746	206.1	182.9	59.4	108.1	151.9
241	chr12	99882250	99884910	206.1	198.0	95.6	179.7	124.8
241	chr12	99392726	99393996	77.6	85.3	48.6	70.4	46.8
241	chr12	99639962	99642480	116.8	126.8	91.1	117.9	93.6
241	chr12	99466691	99468889	106.8	105.8	76.9	116.7	84.3
241	chr12	100200933	100203135	125.1	152.4	82.0	134.6	88.4
241	chr12	100164742	100165870	40.9	37.9	21.5	28.4	19.1
242	chr1	139421292	139425394	205.2	140.1	75.2	135.2	141.5
243	chr5	30153983	30157221	205.2	159.7	40.7	182.8	54.9
244	chr8	70040556	70044164	205.2	112.2	94.4	130.3	99.9
245	chr10	80051245	80055555	205.2	162.4	74.7	114.8	79.7
245	chr10	79780055	79781333	52.6	36.5	23.2	45.7	22.5
245	chr10	80086099	80087361	33.4	24.6	11.3	30.9	16.8
246	chr4	140811883	140817301	204.4	176.5	53.7	113.6	124.8
246	chr4	140770548	140771452	23.4	23.7	11.3	17.3	22.0
247	chr6	124709633	124713369	204.4	96.7	86.0	130.3	100.5
247	chr6	125220230	125224426	158.5	81.7	63.3	74.1	82.6
248	chr9	22129659	22133175	204.4	156.5	87.1	141.4	84.9
248	chr9	22327611	22328509	78.4	77.1	38.5	69.2	49.7
249	chr12	70107599	70111439	204.4	127.3	100.1	132.1	100.5
249	chr12	70078270	70079418	53.4	32.8	17.0	46.3	19.6
250	chr11	100712194	100715592	203.6	181.1	122.2	164.9	76.8
250	chr11	100724465	100725775	50.9	41.1	40.7	44.5	37.5
250	chr11	100930852	100932698	116.8	93.1	63.9	92.0	61.2
251	chr4	109663430	109667192	202.7	175.2	88.2	0.0	87.8
252	chr5	124110779	124113081	202.7	185.2	59.9	184.0	127.7
252	chr5	124196709	124197405	15.0	9.12	8.48	14.2	12.1
252	chr5	123897170	123898020	36.7	34.2	0.0	35.8	25.4
252	chr5	124232195	124234385	111.0	96.7	61.1	91.4	89.0
253	chr6	121183229	121185505	202.7	172.0	90.5	162.4	130.0
253	chr6	121062390	121064428	66.7	66.6	34.5	53.1	69.9
253	chr6	121271823	121273129	77.6	68.0	40.2	72.9	49.1
253	chr6	120977815	120978901	63.4	43.3	39.0	48.2	35.8
253	chr6	121016446	121017826	45.9	43.3	25.4	42.0	26.0
253	chr6	121217351	121218371	47.6	44.7	26.6	43.2	35.2
253	chr6	121214596	121215876	65.1	57.0	42.4	55.0	40.4
254	chr9	65214022	65218342	202.7	112.2	82.0	119.2	93.6
254	chr9	65535431	65537233	88.4	66.1	49.8	58.0	51.4
254	chr9	65195768	65197520	75.9	51.1	44.7	47.5	41.6
255	chr7	46845331	46848195	201.9	177.9	83.1	159.9	76.8
256	chr1	173672714	173677240	201.1	179.7	73.5	179.1	123.6
256	chr1	173487271	173491179	219.4	199.8	18.1	199.4	97.6
257	chr4	141535112	141537646	201.1	163.3	94.4	142.6	101.7
257	chr4	141211044	141212068	72.6	52.5	44.1	50.0	52.6
257	chr4	141238841	141240107	53.4	51.1	27.1	61.1	31.8
257	chr4	141272808	141274050	97.6	97.2	56.6	77.8	58.3
257	chr4	141453753	141454941	37.5	38.3	22.6	33.3	20.2
258	chr16	31946573	31949677	201.1	117.7	88.8	120.4	95.3
258	chr16	31695738	31696508	44.2	27.8	14.7	32.7	18.5
259	chr4	133260648	133262966	200.2	148.3	117.1	135.8	99.9
259	chr4	133168660	133171808	155.2	121.8	40.7	123.5	47.4
259	chr4	133467952	133468580	18.4	12.8	14.7	16.1	8.09
259	chr4	133298110	133299874	58.4	44.7	21.5	24.7	38.1
260	chr10	115250236	115253540	200.2	182.9	67.3	106.8	75.1
261	chrX	12155558	12161620	200.2	185.2	96.7	158.1	86.6
261	chrX	12075850	12078962	86.8	112.7	27.7	91.4	21.4
261	chrX	11753062	11754094	27.5	28.3	10.7	18.5	18.5
261	chrX	12251474	12252982	34.2	56.1	31.1	45.1	30.0
261	chrX	12540892	12541526	25.0	16.9	17.0	18.5	13.9
261	chrX	12014688	12015744	33.4	29.7	19.8	24.1	18.5
262	chr2	91921122	91924292	199.4	188.0	83.7	185.2	100.5
262	chr2	91975851	91976611	25.0	21.9	15.3	18.5	17.9
262	chr2	92007003	92009111	95.1	99.0	75.2	105.0	79.7
262	chr2	92057490	92059792	90.1	130.5	83.1	119.8	64.7
262	chr2	91875558	91877426	71.8	99.0	50.3	95.7	50.8
262	chr2	92204148	92206598	100.1	89.9	55.4	80.9	45.6
263	chr13	23620131	23623231	199.4	146.0	0.0	151.9	0.0
263	chr13	23285296	23286908	33.4	38.3	0.0	41.4	0.0
263	chr13	23444971	23447395	105.1	116.3	0.0	114.8	0.0
264	chr2	32361297	32364589	198.6	198.0	55.4	171.7	69.3
264	chr2	32536709	32546809	923.6	751.8	25.4	807.0	566.1
264	chr2	32500693	32502525	34.2	44.7	22.1	40.8	22.0
265	chr6	125071044	125075070	198.6	105.8	78.6	197.0	150.8
266	chr15	76722754	76724960	198.6	193.9	95.6	157.4	108.0
267	chr19	6974432	6977324	198.6	133.7	100.1	134.0	88.4
267	chr19	6950190	6952944	237.8	244.1	106.9	229.1	140.4
267	chr19	7267468	7268382	31.7	22.8	7.92	14.8	11.0
268	chr16	91372934	91375366	197.7	186.6	57.1	155.0	120.7
268	chr16	91457723	91459065	55.1	61.6	13.0	66.1	57.2
268	chr16	91537426	91539086	78.4	56.6	43.5	55.0	47.9
269	chr17	25832024	25835532	197.7	190.2	70.7	103.1	78.0
270	chr5	146790991	146794559	196.9	101.3	88.8	158.7	84.9
270	chr5	146776554	146778088	66.7	25.5	35.6	62.4	52.0
271	chr16	45157409	45161091	196.1	92.2	72.4	95.7	87.2
272	chr18	68298196	68300986	196.1	97.2	136.9	190.8	68.2
272	chr18	68130416	68131516	39.2	26.5	21.5	35.8	20.8
273	chr3	95159369	95161485	195.2	169.7	93.3	172.3	94.2
273	chr3	95027413	95028475	37.5	31.5	27.7	35.2	28.9
273	chr3	95671446	95676942	460.5	339.4	276.6	381.0	298.6
273	chr3	95540517	95542439	51.7	57.9	32.2	53.1	39.3
274	chr13	63562358	63565452	195.2	179.3	49.2	159.3	112.6
274	chr13	63571634	63573710	49.2	55.2	14.7	56.8	15.0
274	chr13	63496864	63497990	55.9	51.5	28.3	42.0	41.0
275	chr15	102623792	102626478	195.2	173.8	73.0	158.1	112.6
275	chr15	102223786	102225584	101.8	91.2	63.9	111.8	69.3
275	chr15	102376411	102378349	106.8	108.1	37.9	124.7	94.7
275	chr15	102398774	102400734	118.5	100.4	84.3	90.1	83.8
276	chr9	7763654	7766324	194.4	135.9	82.0	101.9	124.2
277	chr11	120712836	120715092	194.4	179.3	88.8	138.3	94.7
277	chr11	120315257	120317285	189.4	181.1	61.6	169.8	118.4
277	chr11	120510473	120511773	81.8	64.8	40.7	66.7	57.8
278	chr15	82351993	82354833	193.6	174.3	122.2	166.7	93.0
279	chr19	41027618	41031974	193.6	140.5	75.8	129.7	120.7
280	chr17	24412766	24416192	192.7	176.5	83.7	142.6	101.7
280	chr17	24344330	24345396	64.2	52.0	46.4	46.9	49.7
280	chr17	24686846	24688166	45.9	48.8	30.5	47.5	21.4
281	chr3	88296437	88299495	191.9	185.7	77.5	179.1	79.7
281	chr3	88630853	88631481	17.5	16.4	12.4	19.1	10.4
282	chr8	69899727	69903657	191.9	177.0	69.6	139.5	139.2
282	chr8	70001412	70004366	106.8	110.4	58.3	100.0	78.6
283	chr2	12416746	12419362	191.1	182.5	81.4	155.6	111.5
283	chr2	12326931	12327783	34.2	25.5	19.2	29.6	14.4
283	chr2	12439776	12440530	27.5	20.5	12.4	22.8	21.4
284	chr4	149656248	149659980	191.1	100.8	0.0	160.5	0.0
285	chr4	154140205	154143129	191.1	188.0	74.1	174.7	115.0
285	chr4	154375843	154377401	74.3	60.7	44.1	56.8	34.7
286	chr8	94385957	94388985	191.1	160.6	65.6	132.8	72.8
286	chr8	94870199	94871853	90.9	82.1	34.5	72.2	46.8
287	chr10	62337418	62340952	190.2	171.5	81.4	113.0	95.9
287	chr10	62326117	62328633	161.0	134.1	95.0	151.3	80.9
287	chr10	62885971	62887853	168.5	166.5	84.3	123.5	78.6
287	chr10	62664225	62666085	137.7	121.3	72.4	116.7	87.2
287	chr10	62864489	62866047	138.5	122.3	69.6	116.7	69.9
288	chr1	43446227	43448195	189.4	166.5	0.0	169.8	146.7
289	chr4	108999953	109003203	189.4	141.9	86.5	183.4	99.9
289	chr4	109254004	109254638	30.0	23.3	13.6	22.2	15.0
289	chr4	109229816	109230696	50.9	44.3	40.7	42.0	26.0
290	chr16	50528039	50530551	189.4	109.9	91.6	178.4	75.1
291	chr5	62762575	62765617	188.6	182.0	73.5	177.8	131.1
291	chr5	62758439	62760593	55.1	83.5	47.5	61.1	52.0
292	chr8	126593481	126596189	188.6	185.7	114.2	155.6	75.7
292	chr8	126757637	126759057	65.9	52.9	53.2	60.5	37.0
292	chr8	126698850	126700042	35.9	44.7	19.8	38.3	31.8
293	chr3	142559648	142563272	187.7	109.0	87.7	157.4	78.0
293	chr3	142546529	142547311	21.7	19.6	7.92	18.5	13.3
293	chr3	142899109	142900265	50.9	37.4	24.3	36.4	30.6
294	chr4	40266806	40270426	187.7	165.1	49.8	132.1	29.5
295	chr8	34147220	34150894	187.7	177.5	0.0	158.1	51.4
296	chr13	59769105	59772555	187.7	116.3	61.6	88.9	64.7
296	chr13	59695660	59696290	20.9	14.6	8.48	10.5	0.0
297	chr2	131185943	131188451	186.9	131.4	79.7	134.0	90.7
297	chr2	131509729	131510759	66.7	53.4	43.5	55.0	47.4
297	chr2	131321028	131321820	35.0	27.4	23.2	22.2	23.1
297	chr2	131422493	131423397	43.4	43.8	30.0	56.2	32.9
