"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_23_P407012"	"0.979"	"0.019086"	"3.39"	"-4.06"	"8.48e-01"	"CSF1"	"colony stimulating factor 1 (macrophage)"
"A_32_P24709"	"0.979"	"0.019204"	"3.38"	"-4.06"	"4.75e-01"	"ZFP69"	"ZFP69 zinc finger protein"
"A_23_P98930"	"0.979"	"0.019246"	"3.38"	"-4.06"	"6.97e-01"	"KIAA1551"	"KIAA1551"
"A_32_P42213"	"0.979"	"0.019366"	"-3.38"	"-4.06"	"-5.92e-01"	""	""
"A_32_P230196"	"0.979"	"0.019564"	"3.37"	"-4.06"	"8.04e-01"	"AGAP7P"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene"
"A_24_P349616"	"0.979"	"0.019627"	"-3.36"	"-4.06"	"-4.82e-01"	"UBTF"	"upstream binding transcription factor, RNA polymerase I"
"A_23_P42144"	"0.979"	"0.019748"	"-3.36"	"-4.06"	"-4.83e-01"	"PEX6"	"peroxisomal biogenesis factor 6"
"A_23_P200955"	"0.979"	"0.01976"	"-3.36"	"-4.06"	"-4.40e-01"	""	""
"A_24_P11045"	"0.979"	"0.019799"	"-3.36"	"-4.06"	"-3.66e-01"	""	""
"A_32_P53234"	"0.979"	"0.019841"	"-3.35"	"-4.06"	"-4.77e-01"	"LINC01480"	"long intergenic non-protein coding RNA 1480"
"A_23_P153651"	"0.979"	"0.019843"	"-3.35"	"-4.06"	"-9.71e-01"	"FSD1"	"fibronectin type III and SPRY domain containing 1"
"A_23_P411157"	"0.979"	"0.019874"	"3.35"	"-4.06"	"6.77e-01"	"WNT1"	"wingless-type MMTV integration site family, member 1"
"A_23_P416178"	"0.979"	"0.01989"	"-3.35"	"-4.06"	"-4.06e-01"	"CCDC136"	"coiled-coil domain containing 136"
"A_23_P143569"	"0.979"	"0.02021"	"-3.34"	"-4.07"	"-3.29e-01"	"DGCR6L"	"DiGeorge syndrome critical region gene 6-like"
"A_24_P311694"	"0.979"	"0.020446"	"3.33"	"-4.07"	"4.33e-01"	"MAML1"	"mastermind-like 1 (Drosophila)"
"A_23_P29663"	"0.979"	"0.020501"	"-3.32"	"-4.07"	"-6.19e-01"	"ZMYND10"	"zinc finger, MYND-type containing 10"
"A_24_P411899"	"0.979"	"0.020584"	"3.32"	"-4.07"	"7.09e-01"	"RNF19A"	"ring finger protein 19A, RBR E3 ubiquitin protein ligase"
"A_24_P341408"	"0.979"	"0.020797"	"-3.31"	"-4.07"	"-5.51e-01"	""	""
"A_23_P41765"	"0.979"	"0.020869"	"3.31"	"-4.07"	"5.65e-01"	"IRF1"	"interferon regulatory factor 1"
"A_23_P3083"	"0.979"	"0.020869"	"3.31"	"-4.07"	"2.16"	""	""
"A_24_P401909"	"0.979"	"0.020959"	"3.30"	"-4.07"	"4.89e-01"	"RAB11FIP4"	"RAB11 family interacting protein 4 (class II)"
"A_32_P106864"	"0.979"	"0.020961"	"3.30"	"-4.07"	"3.79e-01"	""	""
"A_24_P35891"	"0.979"	"0.021053"	"-3.30"	"-4.07"	"-4.43e-01"	"ZNF219"	"zinc finger protein 219"
"A_24_P233786"	"0.979"	"0.021087"	"3.30"	"-4.07"	"4.53e-01"	"FAM129A"	"family with sequence similarity 129, member A"
"A_32_P219845"	"0.979"	"0.021106"	"-3.30"	"-4.07"	"-3.83e-01"	""	""
"A_23_P393531"	"0.979"	"0.021137"	"-3.30"	"-4.07"	"-4.40e-01"	"INPP4A"	"inositol polyphosphate-4-phosphatase, type I, 107kDa"
"A_23_P3242"	"0.979"	"0.021139"	"3.30"	"-4.07"	"4.97e-01"	"ANP32A"	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member A"
"A_23_P73548"	"0.979"	"0.021187"	"3.29"	"-4.07"	"4.59e-01"	"GRIPAP1"	"GRIP1 associated protein 1"
"A_32_P95757"	"0.979"	"0.021301"	"3.29"	"-4.07"	"5.94e-01"	"TMEM217"	"transmembrane protein 217"
"A_23_P340158"	"0.979"	"0.021429"	"3.28"	"-4.07"	"7.40e-01"	"ISCU"	"iron-sulfur cluster assembly enzyme"
"A_23_P11070"	"0.979"	"0.021475"	"3.28"	"-4.07"	"5.33e-01"	"GPR174"	"G protein-coupled receptor 174"
"A_24_P345866"	"0.979"	"0.021479"	"-3.28"	"-4.07"	"-5.76e-01"	"HPSE"	"heparanase"
"A_24_P331128"	"0.979"	"0.021657"	"3.27"	"-4.08"	"4.16e-01"	"GNA15"	"guanine nucleotide binding protein (G protein), alpha 15 (Gq class)"
"A_24_P166473"	"0.979"	"0.02166"	"3.27"	"-4.08"	"6.35e-01"	"USP49"	"ubiquitin specific peptidase 49"
"A_23_P304110"	"0.979"	"0.021666"	"3.27"	"-4.08"	"1.40"	"SOWAHA"	"sosondowah ankyrin repeat domain family member A"
"A_23_P8196"	"0.979"	"0.021672"	"3.27"	"-4.08"	"6.82e-01"	"ME1"	"malic enzyme 1, NADP(+)-dependent, cytosolic"
"A_23_P82169"	"0.979"	"0.021677"	"-3.27"	"-4.08"	"-1.15"	"SOX4"	"SRY (sex determining region Y)-box 4"
"A_24_P221424"	"0.979"	"0.021683"	"3.27"	"-4.08"	"4.57e-01"	"ZNF784"	"zinc finger protein 784"
"A_23_P44166"	"0.979"	"0.021772"	"-3.27"	"-4.08"	"-5.45e-01"	"DCXR"	"dicarbonyl/L-xylulose reductase"
"A_24_P93948"	"0.979"	"0.021824"	"-3.27"	"-4.08"	"-4.22e-01"	"KIF5A"	"kinesin family member 5A"
"A_24_P178654"	"0.979"	"0.021853"	"-3.27"	"-4.08"	"-3.51e-01"	""	""
"A_23_P11685"	"0.979"	"0.022096"	"-3.26"	"-4.08"	"-1.47"	"PLA2G4A"	"phospholipase A2, group IVA (cytosolic, calcium-dependent)"
"A_32_P122793"	"0.979"	"0.022175"	"3.25"	"-4.08"	"3.55e-01"	"MORC2-AS1"	"MORC2 antisense RNA 1"
"A_24_P249072"	"0.979"	"0.022266"	"3.25"	"-4.08"	"4.38e-01"	"BTN2A2"	"butyrophilin, subfamily 2, member A2"
"A_24_P577289"	"0.979"	"0.022299"	"3.25"	"-4.08"	"4.98e-01"	""	""
"A_24_P277155"	"0.979"	"0.0223"	"-3.25"	"-4.08"	"-3.55e-01"	"HLTF"	"helicase-like transcription factor"
"A_24_P17870"	"0.979"	"0.022353"	"3.25"	"-4.08"	"3.54e-01"	"HCP5"	"HLA complex P5 (non-protein coding)"
"A_24_P807031"	"0.979"	"0.022414"	"-3.24"	"-4.08"	"-3.75e-01"	"ATP6AP1L"	"ATPase, H+ transporting, lysosomal accessory protein 1-like"
"A_24_P379693"	"0.979"	"0.022517"	"3.24"	"-4.08"	"4.87e-01"	"DNPEP"	"aspartyl aminopeptidase"
"A_23_P15654"	"0.979"	"0.022648"	"3.23"	"-4.08"	"1.36"	"TRAF4"	"TNF receptor-associated factor 4"
"A_23_P136135"	"0.979"	"0.022733"	"-3.23"	"-4.08"	"-5.78e-01"	"CHKA"	"choline kinase alpha"
"A_24_P404245"	"0.979"	"0.02275"	"-3.23"	"-4.08"	"-5.22e-01"	"PCYT2"	"phosphate cytidylyltransferase 2, ethanolamine"
"A_23_P17663"	"0.979"	"0.022761"	"3.23"	"-4.08"	"1.30"	"MX1"	"MX dynamin-like GTPase 1"
"A_24_P678741"	"0.979"	"0.022786"	"-3.23"	"-4.08"	"-3.95e-01"	"KIAA1671"	"KIAA1671"
"A_32_P53260"	"0.979"	"0.022812"	"3.23"	"-4.08"	"3.27e-01"	""	""
"A_24_P623989"	"0.979"	"0.022825"	"3.23"	"-4.08"	"8.76e-01"	"ITGB2-AS1"	"ITGB2 antisense RNA 1"
"A_23_P159650"	"0.979"	"0.022841"	"-3.23"	"-4.08"	"-3.45e-01"	"COX7B"	"cytochrome c oxidase subunit VIIb"
"A_24_P364221"	"0.979"	"0.02296"	"-3.22"	"-4.08"	"-6.98e-01"	"CD5"	"CD5 molecule"
"A_23_P161399"	"0.979"	"0.023003"	"-3.22"	"-4.08"	"-3.58e-01"	"MXI1"	"MAX interactor 1, dimerization protein"
"A_23_P4283"	"0.979"	"0.023015"	"3.22"	"-4.08"	"6.32e-01"	"XAF1"	"XIAP associated factor 1"
"A_24_P202948"	"0.979"	"0.023087"	"-3.22"	"-4.08"	"-3.54e-01"	"DGCR6"	"DiGeorge syndrome critical region gene 6"
"A_23_P383835"	"0.979"	"0.023092"	"-3.22"	"-4.08"	"-4.18e-01"	"ACAT2"	"acetyl-CoA acetyltransferase 2"
"A_23_P147185"	"0.979"	"0.023288"	"-3.21"	"-4.09"	"-5.49e-01"	"CANX"	"calnexin"
"A_24_P940218"	"0.979"	"0.023364"	"3.21"	"-4.09"	"8.09e-01"	"PPP2R2D"	"protein phosphatase 2, regulatory subunit B, delta"
"A_23_P26649"	"0.979"	"0.023392"	"-3.21"	"-4.09"	"-5.41e-01"	"NMRAL1"	"NmrA-like family domain containing 1"
"A_32_P141768"	"0.979"	"0.023494"	"3.20"	"-4.09"	"6.95e-01"	"AGPAT4"	"1-acylglycerol-3-phosphate O-acyltransferase 4"
"A_24_P354900"	"0.979"	"0.023553"	"3.20"	"-4.09"	"4.35e-01"	"DCBLD1"	"discoidin, CUB and LCCL domain containing 1"
"A_24_P272713"	"0.979"	"0.023564"	"-3.20"	"-4.09"	"-3.99e-01"	""	""
"A_23_P384329"	"0.979"	"0.023577"	"3.20"	"-4.09"	"3.59e-01"	"DENND4A"	"DENN/MADD domain containing 4A"
"A_32_P72831"	"0.979"	"0.023588"	"3.20"	"-4.09"	"4.72e-01"	"LOC100131662"	"uncharacterized LOC100131662"
"A_23_P202484"	"0.979"	"0.023593"	"-3.20"	"-4.09"	"-5.94e-01"	"ZNF503"	"zinc finger protein 503"
"A_24_P930613"	"0.979"	"0.023896"	"3.19"	"-4.09"	"5.16e-01"	""	""
"A_32_P208403"	"0.979"	"0.02391"	"3.19"	"-4.09"	"4.01e-01"	"GNG2"	"guanine nucleotide binding protein (G protein), gamma 2"
"A_24_P226008"	"0.979"	"0.023994"	"-3.18"	"-4.09"	"-1.26"	"MGLL"	"monoglyceride lipase"
"A_24_P6083"	"0.979"	"0.024023"	"-3.18"	"-4.09"	"-4.11e-01"	"CHCHD10"	"coiled-coil-helix-coiled-coil-helix domain containing 10"
"A_23_P334608"	"0.979"	"0.024027"	"3.18"	"-4.09"	"3.33e-01"	"GUSB"	"glucuronidase, beta"
"A_24_P174313"	"0.979"	"0.024032"	"3.18"	"-4.09"	"3.99e-01"	""	""
"A_23_P218434"	"0.979"	"0.024111"	"3.18"	"-4.09"	"4.50e-01"	"ZNF226"	"zinc finger protein 226"
"A_23_P130780"	"0.979"	"0.024145"	"-3.18"	"-4.09"	"-3.20e-01"	"GLTSCR1"	"glioma tumor suppressor candidate region gene 1"
"A_24_P256668"	"0.979"	"0.024363"	"3.17"	"-4.09"	"4.52e-01"	"ZC3H7A"	"zinc finger CCCH-type containing 7A"
"A_23_P393777"	"0.979"	"0.024431"	"3.17"	"-4.09"	"1.68"	"PTGDR"	"prostaglandin D2 receptor (DP)"
"A_23_P38015"	"0.979"	"0.024432"	"3.17"	"-4.09"	"6.08e-01"	"FBRS"	"fibrosin"
"A_24_P890536"	"0.979"	"0.024433"	"3.17"	"-4.09"	"5.34e-01"	"LINC01410"	"long intergenic non-protein coding RNA 1410"
"A_23_P103968"	"0.979"	"0.024531"	"-3.16"	"-4.09"	"-4.29e-01"	"AKR7A3"	"aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)"
"A_24_P662972"	"0.979"	"0.024595"	"3.16"	"-4.09"	"4.18e-01"	""	""
"A_23_P203419"	"0.979"	"0.024626"	"-3.16"	"-4.09"	"-4.42e-01"	"FADS1"	"fatty acid desaturase 1"
"A_23_P150018"	"0.979"	"0.02467"	"3.16"	"-4.09"	"6.89e-01"	"DUSP5"	"dual specificity phosphatase 5"
"A_23_P124733"	"0.979"	"0.024768"	"-3.16"	"-4.09"	"-4.80e-01"	"COQ2"	"coenzyme Q2 4-hydroxybenzoate polyprenyltransferase"
"A_23_P124742"	"0.979"	"0.024769"	"-3.16"	"-4.09"	"-4.04e-01"	"CHKA"	"choline kinase alpha"
"A_23_P98350"	"0.979"	"0.024769"	"3.16"	"-4.09"	"7.54e-01"	"BIRC3"	"baculoviral IAP repeat containing 3"
"A_32_P221958"	"0.979"	"0.024821"	"3.15"	"-4.1"	"7.94e-01"	"AGAP7P"	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene"
"A_23_P425516"	"0.979"	"0.024871"	"3.15"	"-4.1"	"5.01e-01"	"TSPAN17"	"tetraspanin 17"
"A_32_P139894"	"0.979"	"0.024974"	"3.15"	"-4.1"	"3.95e-01"	"ABL2"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"
"A_24_P300777"	"0.979"	"0.025105"	"3.14"	"-4.1"	"5.68e-01"	"ADAM8"	"ADAM metallopeptidase domain 8"
"A_23_P68155"	"0.979"	"0.025147"	"3.14"	"-4.1"	"5.62e-01"	"IFIH1"	"interferon induced with helicase C domain 1"
"A_23_P431360"	"0.979"	"0.025282"	"-3.14"	"-4.1"	"-5.00e-01"	"ZNF219"	"zinc finger protein 219"
"A_24_P289884"	"0.979"	"0.025322"	"-3.14"	"-4.1"	"-3.39e-01"	""	""
"A_23_P52610"	"0.979"	"0.025404"	"3.13"	"-4.1"	"3.62e-01"	"DDB2"	"damage-specific DNA binding protein 2, 48kDa"
"A_23_P117582"	"0.979"	"0.025417"	"3.13"	"-4.1"	"4.84e-01"	"JDP2"	"Jun dimerization protein 2"
"A_24_P76120"	"0.979"	"0.025439"	"-3.13"	"-4.1"	"-3.51e-01"	""	""
"A_32_P103291"	"0.979"	"0.025497"	"-3.13"	"-4.1"	"-4.20e-01"	"SMYD3"	"SET and MYND domain containing 3"
"A_23_P380298"	"0.979"	"0.025562"	"3.13"	"-4.1"	"6.33e-01"	""	""
"A_24_P144383"	"0.979"	"0.025595"	"-3.13"	"-4.1"	"-3.27e-01"	""	""
"A_23_P216257"	"0.979"	"0.025613"	"-3.13"	"-4.1"	"-3.64e-01"	"TPD52"	"tumor protein D52"
"A_23_P385063"	"0.979"	"0.025644"	"-3.12"	"-4.1"	"-4.51e-01"	"DNAJB6"	"DnaJ (Hsp40) homolog, subfamily B, member 6"
"A_23_P46936"	"0.979"	"0.025687"	"3.12"	"-4.1"	"1.82"	"EGR2"	"early growth response 2"
"A_24_P332471"	"0.979"	"0.026027"	"-3.11"	"-4.1"	"-3.34e-01"	""	""
"A_23_P86774"	"0.979"	"0.026065"	"-3.11"	"-4.1"	"-5.26e-01"	"NDUFS8"	"NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)"
"A_23_P29248"	"0.979"	"0.026166"	"-3.11"	"-4.1"	"-1.25"	"TST"	"thiosulfate sulfurtransferase (rhodanese)"
"A_23_P420863"	"0.979"	"0.026217"	"3.11"	"-4.1"	"1.36"	"NOD2"	"nucleotide-binding oligomerization domain containing 2"
"A_23_P18266"	"0.979"	"0.02622"	"-3.11"	"-4.1"	"-5.05e-01"	"NPRL2"	"nitrogen permease regulator-like 2 (S. cerevisiae)"
"A_32_P62211"	"0.979"	"0.02625"	"3.10"	"-4.1"	"4.62e-01"	""	""
"A_24_P927886"	"0.979"	"0.026299"	"-3.10"	"-4.1"	"-3.26e-01"	"GNA11"	"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)"
"A_23_P210900"	"0.979"	"0.0263"	"-3.10"	"-4.1"	"-7.40e-01"	"ACSS2"	"acyl-CoA synthetase short-chain family member 2"
"A_23_P38085"	"0.979"	"0.026441"	"-3.10"	"-4.1"	"-5.60e-01"	"CARHSP1"	"calcium regulated heat stable protein 1, 24kDa"
"A_23_P76450"	"0.979"	"0.026484"	"3.10"	"-4.1"	"5.42e-01"	"PHLDA1"	"pleckstrin homology-like domain, family A, member 1"
"A_23_P89062"	"0.979"	"0.02652"	"3.10"	"-4.1"	"1.02"	"CLUHP3"	"clustered mitochondria (cluA/CLU1) homolog pseudogene 3"
"A_23_P254404"	"0.979"	"0.026556"	"-3.09"	"-4.1"	"-3.75e-01"	"SNX33"	"sorting nexin 33"
"A_23_P126908"	"0.979"	"0.026557"	"3.09"	"-4.1"	"5.94e-01"	"TNFRSF14"	"tumor necrosis factor receptor superfamily, member 14"
"A_23_P129786"	"0.979"	"0.02657"	"3.09"	"-4.11"	"5.29e-01"	"SREBF1"	"sterol regulatory element binding transcription factor 1"
"A_24_P630109"	"0.979"	"0.026587"	"-3.09"	"-4.11"	"-3.13e-01"	"MUC3"	"intestinal mucin-like"
"A_23_P205778"	"0.979"	"0.026643"	"-3.09"	"-4.11"	"-4.67e-01"	"GNB5"	"guanine nucleotide binding protein (G protein), beta 5"
"A_24_P295245"	"0.979"	"0.026791"	"-3.09"	"-4.11"	"-8.76e-01"	"ASPH"	"aspartate beta-hydroxylase"
"A_23_P420092"	"0.979"	"0.02696"	"3.08"	"-4.11"	"4.94e-01"	"DENND4A"	"DENN/MADD domain containing 4A"
"A_23_P255884"	"0.979"	"0.027022"	"-3.08"	"-4.11"	"-5.17e-01"	"GSN"	"gelsolin"
"A_23_P77389"	"0.979"	"0.027139"	"3.08"	"-4.11"	"1.58"	""	""
"A_23_P381461"	"0.979"	"0.02718"	"-3.07"	"-4.11"	"-8.03e-01"	"LRRC45"	"leucine rich repeat containing 45"
"A_24_P901986"	"0.979"	"0.02727"	"3.07"	"-4.11"	"5.49e-01"	""	""
"A_32_P144208"	"0.979"	"0.027274"	"3.07"	"-4.11"	"3.21e-01"	"BMS1P6"	"BMS1 pseudogene 6"
"A_32_P494169"	"0.979"	"0.027298"	"-3.07"	"-4.11"	"-3.81e-01"	"SLC28A3"	"solute carrier family 28 (concentrative nucleoside transporter), member 3"
"A_23_P374315"	"0.979"	"0.02731"	"3.07"	"-4.11"	"7.59e-01"	"LACC1"	"laccase (multicopper oxidoreductase) domain containing 1"
"A_24_P89891"	"0.979"	"0.027343"	"3.07"	"-4.11"	"5.62e-01"	"TRAF1"	"TNF receptor-associated factor 1"
"A_23_P887"	"0.979"	"0.02743"	"3.07"	"-4.11"	"6.85e-01"	"IKBKE"	"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon"
"A_23_P305092"	"0.979"	"0.027433"	"3.07"	"-4.11"	"1.78"	"CRTAM"	"cytotoxic and regulatory T cell molecule"
"A_23_P317413"	"0.979"	"0.02764"	"-3.06"	"-4.11"	"-3.72e-01"	""	""
"A_32_P220739"	"0.979"	"0.027688"	"3.06"	"-4.11"	"3.73e-01"	"ZNF658"	"zinc finger protein 658"
"A_23_P61268"	"0.979"	"0.027748"	"-3.06"	"-4.11"	"-6.41e-01"	"HGH1"	"HGH1 homolog (S. cerevisiae)"
"A_23_P376449"	"0.979"	"0.027796"	"3.05"	"-4.11"	"9.35e-01"	""	""
"A_24_P450493"	"0.979"	"0.027884"	"3.05"	"-4.11"	"3.67e-01"	""	""
"A_24_P342328"	"0.979"	"0.027934"	"3.05"	"-4.11"	"4.00e-01"	"ZNF710"	"zinc finger protein 710"
"A_24_P145653"	"0.979"	"0.028023"	"3.05"	"-4.11"	"1.02"	"MAP3K6"	"mitogen-activated protein kinase kinase kinase 6"
"A_23_P81484"	"0.979"	"0.028131"	"3.04"	"-4.11"	"4.44e-01"	""	""
"A_23_P165408"	"0.979"	"0.028196"	"-3.04"	"-4.11"	"-5.03e-01"	"KLHL23"	"kelch-like family member 23"
"A_23_P85862"	"0.979"	"0.028207"	"3.04"	"-4.11"	"5.70e-01"	"GON4L"	"gon-4-like (C. elegans)"
"A_32_P125558"	"0.979"	"0.028212"	"3.04"	"-4.11"	"4.83e-01"	""	""
"A_32_P223777"	"0.979"	"0.028228"	"3.04"	"-4.11"	"3.85e-01"	"IL6ST"	"interleukin 6 signal transducer"
"A_23_P203173"	"0.979"	"0.028394"	"3.04"	"-4.11"	"5.54e-01"	"IL10RA"	"interleukin 10 receptor, alpha"
"A_23_P167067"	"0.979"	"0.028497"	"-3.03"	"-4.12"	"-5.85e-01"	"UGDH"	"UDP-glucose 6-dehydrogenase"
"A_24_P919304"	"0.979"	"0.028503"	"3.03"	"-4.12"	"5.52e-01"	"FNDC3B"	"fibronectin type III domain containing 3B"
"A_23_P136173"	"0.979"	"0.02861"	"3.03"	"-4.12"	"2.98e-01"	"CSF2RA"	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"A_24_P218265"	"0.979"	"0.028626"	"3.03"	"-4.12"	"5.66e-01"	"TNFRSF10B"	"tumor necrosis factor receptor superfamily, member 10b"
"A_23_P77859"	"0.979"	"0.028677"	"3.03"	"-4.12"	"1.37"	"TMEM88"	"transmembrane protein 88"
"A_23_P144944"	"0.979"	"0.02877"	"-3.02"	"-4.12"	"-4.23e-01"	"SMAD5"	"SMAD family member 5"
"A_24_P278393"	"0.979"	"0.028781"	"3.02"	"-4.12"	"1.00"	"CREM"	"cAMP responsive element modulator"
"A_32_P193646"	"0.979"	"0.028805"	"-3.02"	"-4.12"	"-5.01e-01"	"RBMX"	"RNA binding motif protein, X-linked"
"A_24_P278273"	"0.979"	"0.028902"	"3.02"	"-4.12"	"4.00e-01"	"JMJD1C-AS1"	"JMJD1C antisense RNA 1"
"A_24_P192840"	"0.979"	"0.028954"	"3.02"	"-4.12"	"4.02e-01"	""	""
"A_24_P13041"	"0.979"	"0.028975"	"-3.02"	"-4.12"	"-5.30e-01"	"RTKN2"	"rhotekin 2"
"A_23_P123071"	"0.979"	"0.028978"	"-3.02"	"-4.12"	"-3.37e-01"	"CAV2"	"caveolin 2"
"A_24_P76358"	"0.979"	"0.029058"	"-3.02"	"-4.12"	"-4.75e-01"	""	""
"A_23_P76573"	"0.979"	"0.029069"	"-3.02"	"-4.12"	"-5.53e-01"	"ARL11"	"ADP-ribosylation factor-like 11"
"A_23_P42718"	"0.979"	"0.029107"	"3.01"	"-4.12"	"4.21e-01"	"NFE2L3"	"nuclear factor, erythroid 2-like 3"
"A_24_P144104"	"0.979"	"0.029437"	"-3.00"	"-4.12"	"-3.55e-01"	"LINC00167"	"long intergenic non-protein coding RNA 167"
"A_23_P79247"	"0.979"	"0.029617"	"3.00"	"-4.12"	"3.50e-01"	"PGAP1"	"post-GPI attachment to proteins 1"
"A_23_P16992"	"0.979"	"0.029673"	"-3.00"	"-4.12"	"-4.73e-01"	"PKP4"	"plakophilin 4"
"A_24_P348208"	"0.979"	"0.029701"	"3.00"	"-4.12"	"3.89e-01"	"ZNF562"	"zinc finger protein 562"
"A_24_P183963"	"0.979"	"0.029734"	"-3.00"	"-4.12"	"-3.45e-01"	""	""
"A_32_P105311"	"0.979"	"0.029773"	"2.99"	"-4.12"	"4.71e-01"	""	""
"A_24_P911676"	"0.979"	"0.029838"	"-2.99"	"-4.12"	"-7.75e-01"	"SOX4"	"SRY (sex determining region Y)-box 4"
"A_23_P310931"	"0.979"	"0.029851"	"-2.99"	"-4.12"	"-3.34e-01"	"CNR2"	"cannabinoid receptor 2 (macrophage)"
"A_23_P313223"	"0.979"	"0.029895"	"-2.99"	"-4.12"	"-6.93e-01"	"C11orf84"	"chromosome 11 open reading frame 84"
"A_24_P52714"	"0.979"	"0.029924"	"-2.99"	"-4.12"	"-3.71e-01"	"RNASEH2C"	"ribonuclease H2, subunit C"
"A_32_P22191"	"0.979"	"0.029955"	"2.99"	"-4.12"	"7.05e-01"	"BBX"	"bobby sox homolog (Drosophila)"
"A_23_P161647"	"0.979"	"0.02997"	"-2.99"	"-4.12"	"-5.18e-01"	"PC"	"pyruvate carboxylase"
"A_32_P45009"	"0.979"	"0.029993"	"-2.99"	"-4.12"	"-6.47e-01"	"IDH1"	"isocitrate dehydrogenase 1 (NADP+), soluble"
"A_23_P35906"	"0.979"	"0.030003"	"2.99"	"-4.12"	"3.27e-01"	"CASP4"	"caspase 4, apoptosis-related cysteine peptidase"
"A_24_P932648"	"0.979"	"0.030051"	"2.99"	"-4.12"	"4.63e-01"	"LOC100507022"	"FLJ00291 protein"
"A_32_P136800"	"0.979"	"0.030119"	"2.98"	"-4.12"	"5.23e-01"	""	""
"A_23_P47857"	"0.979"	"0.030218"	"-2.98"	"-4.12"	"-3.72e-01"	"TM7SF3"	"transmembrane 7 superfamily member 3"
"A_32_P107372"	"0.979"	"0.030265"	"2.98"	"-4.12"	"8.30e-01"	"GBP1"	"guanylate binding protein 1, interferon-inducible"
"A_23_P59397"	"0.979"	"0.030304"	"2.98"	"-4.12"	"4.77e-01"	"RSPH3"	"radial spoke 3 homolog (Chlamydomonas)"
"A_23_P209269"	"0.979"	"0.030315"	"2.98"	"-4.12"	"4.07e-01"	"PPM1B"	"protein phosphatase, Mg2+/Mn2+ dependent, 1B"
"A_23_P258418"	"0.979"	"0.030368"	"2.98"	"-4.13"	"5.73e-01"	"TNIP2"	"TNFAIP3 interacting protein 2"
"A_23_P23221"	"0.979"	"0.030374"	"2.98"	"-4.13"	"5.06e-01"	"GADD45A"	"growth arrest and DNA-damage-inducible, alpha"
"A_23_P59005"	"0.979"	"0.030384"	"2.98"	"-4.13"	"3.74e-01"	"TAP1"	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"
"A_23_P216970"	"0.979"	"0.030395"	"2.98"	"-4.13"	"4.60e-01"	"TRAF1"	"TNF receptor-associated factor 1"
"A_23_P100704"	"0.979"	"0.030573"	"-2.97"	"-4.13"	"-4.59e-01"	"MAPK7"	"mitogen-activated protein kinase 7"
"A_23_P20814"	"0.979"	"0.030681"	"2.97"	"-4.13"	"4.89e-01"	"DDX58"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 58"
"A_32_P81357"	"0.979"	"0.030726"	"-2.97"	"-4.13"	"-3.40e-01"	"FAHD2A"	"fumarylacetoacetate hydrolase domain containing 2A"
"A_23_P138680"	"0.979"	"0.030975"	"2.96"	"-4.13"	"4.80e-01"	"IL15RA"	"interleukin 15 receptor, alpha"
"A_23_P501849"	"0.979"	"0.03098"	"-2.96"	"-4.13"	"-3.64e-01"	"RPL13"	"ribosomal protein L13"
"A_32_P6562"	"0.979"	"0.031"	"2.96"	"-4.13"	"4.17e-01"	""	""
"A_23_P121945"	"0.979"	"0.031055"	"-2.96"	"-4.13"	"-3.31e-01"	"SNCB"	"synuclein, beta"
"A_23_P60458"	"0.979"	"0.031075"	"-2.96"	"-4.13"	"-4.51e-01"	"PPP2R4"	"protein phosphatase 2A activator, regulatory subunit 4"
"A_23_P26928"	"0.979"	"0.031101"	"2.96"	"-4.13"	"6.10e-01"	"FAM187A"	"family with sequence similarity 187, member A"
"A_24_P36868"	"0.979"	"0.031121"	"2.96"	"-4.13"	"4.87e-01"	"WDR26"	"WD repeat domain 26"
"A_23_P316487"	"0.979"	"0.031186"	"-2.95"	"-4.13"	"-3.37e-01"	"H2AFV"	"H2A histone family, member V"
"A_23_P377214"	"0.979"	"0.031199"	"-2.95"	"-4.13"	"-3.43e-01"	"HEXIM2"	"hexamethylene bis-acetamide inducible 2"
"A_32_P66091"	"0.979"	"0.031275"	"2.95"	"-4.13"	"4.27e-01"	"KSR1"	"kinase suppressor of ras 1"
"A_24_P419177"	"0.979"	"0.0313"	"2.95"	"-4.13"	"3.65e-01"	"ZNF638"	"zinc finger protein 638"
"A_24_P23995"	"0.979"	"0.031334"	"-2.95"	"-4.13"	"-4.53e-01"	"RNF187"	"ring finger protein 187"
"A_23_P104323"	"0.979"	"0.03134"	"-2.95"	"-4.13"	"-3.13e-01"	"MGMT"	"O-6-methylguanine-DNA methyltransferase"
