PeakID (cmd=annotatePeaks.pl no_peptide_1um_pcc_superenhancers_merged.txt mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Merged-chr11-99146986-2	chr11	99010315	99255864	+	2533.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	21988	NM_007719	12775	Mm.2932	NM_007719	ENSMUSG00000037944	Ccr7	CD197|Cdw197|Cmkbr7|EBI1|Ebi1h	chemokine (C-C motif) receptor 7	protein-coding
Merged-chr2-166690512-2	chr2	166542930	166827275	+	2527.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_105783, intron 2 of 2)	B4A|SINE|B4	12384	NR_105783	102465188		NR_105783		Mir6364	mmu-mir-6364	microRNA mir-6364	ncRNA
Merged-chr1-92086714-2	chr1	91935044	92251366	+	2507.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_207225, intron 1 of 25)	L1Md_A|LINE|L1	55188	NM_207225	208727	Mm.318567	NM_207225	ENSMUSG00000026313	Hdac4	4932408F19Rik|AI047285	histone deacetylase 4	protein-coding
Merged-chr6-54810851-2	chr6	54698898	54975770	+	2485.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_199143, intron 1 of 4)	B3|SINE|B2	20418	NM_199143	387524	Mm.286149	NM_199143		Znrf2	1190002C14Rik|AU044205|D6Ertd365e	zinc and ring finger 2	protein-coding
Merged-chr11-118193586-2	chr11	118084028	118293728	+	2481.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001112699, intron 3 of 12)	intron (NM_001112699, intron 3 of 12)	23864	NM_001112700	19157	Mm.86413	NM_011180	ENSMUSG00000017132	Cyth1	CLM1|CTH-1|CYTIP|Pscd1|mKIAA4240	cytohesin 1	protein-coding
Merged-chr8-46828450-2	chr8	46595570	46953567	+	2449.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008391, intron 1 of 8)	intron (NM_008391, intron 1 of 8)	34823	NM_008391	16363	Mm.1149	NM_008391	ENSMUSG00000031627	Irf2	9830146E22Rik|AI646973|Irf-2	interferon regulatory factor 2	protein-coding
Merged-chr19-10773017-2	chr19	10686777	10845153	+	2427.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_027805, intron 1 of 3)	intron (NR_027805, intron 1 of 3)	25018	NR_027805	403202	Mm.34482	NM_207529	ENSMUSG00000067577	A430093F15Rik	Gm674	RIKEN cDNA A430093F15 gene	ncRNA
Merged-chr7-68236535-2	chr7	68101278	68331204	+	2419.200195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010513, intron 19 of 20)	intron (NM_010513, intron 19 of 20)	47992	NM_030101	78444	Mm.425468	NM_030101	ENSMUSG00000030553	Pgpep1l	C330024D12Rik	pyroglutamyl-peptidase I-like	protein-coding
Merged-chr7-75661701-4	chr7	75454022	75893730	+	2407.825195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_029332, intron 10 of 36)	(TAGA)n|Simple_repeat|Simple_repeat	-174462	NM_029652	207952	Mm.206223	NM_029652	ENSMUSG00000055652	Klhl25	2810402K13Rik|BC027373|Enc-1	kelch-like 25	protein-coding
Merged-chr7-73551415-2	chr7	73456480	73640478	+	2383.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_037569, intron 4 of 4)	intron (NR_037569, intron 4 of 4)	-6733	NM_001081345	244059	Mm.34539	NM_001081345	ENSMUSG00000078671	Chd2	2810013C04Rik|2810040A01Rik|5630401D06Rik|AI851092|BC029703|CHD-2	chromodomain helicase DNA binding protein 2	protein-coding
Merged-chr8-84158298-1	chr8	84039043	84277554	+	2362.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_029045, intron 2 of 8)	intron (NM_029045, intron 2 of 8)	10260	NM_029045	74666	Mm.33625	NM_029045	ENSMUSG00000008129	4930432K21Rik	-	RIKEN cDNA 4930432K21 gene	protein-coding
Merged-chr12-79727435-2	chr12	79599488	79858196	+	2339.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009014, intron 8 of 10)	RMER6C|LTR|ERVK	384171	NM_007564	12192	Mm.235132	NM_007564	ENSMUSG00000021127	Zfp36l1	AW742437|AW743212|Berg36|Brf1|D530020L18Rik|ERF1|TIS11b|cMG1	zinc finger protein 36, C3H type-like 1	protein-coding
Merged-chr9-13536930-2	chr9	13414323	13667777	+	2338.200195	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-78939	NM_001013813	270118	Mm.116898	NM_173776	ENSMUSG00000031925	Maml2	5930431H10|BC032967	mastermind like 2 (Drosophila)	protein-coding
Merged-chr16-52085248-2	chr16	51988128	52203006	+	2336.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001033238, intron 3 of 17)	intron (NM_001033238, intron 3 of 17)	64018	NM_001033238	208650	Mm.328206	NM_001033238	ENSMUSG00000022637	Cblb	AI429560|AI851073|Cbl-b	Casitas B-lineage lymphoma b	protein-coding
Merged-chr13-51788109-2	chr13	51675543	51900819	+	2324.149902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_013660, intron 1 of 15)	B4A|SINE|B4	5566	NM_001281880	20354	Mm.33903	NM_013660	ENSMUSG00000021451	Sema4d	CD100|Semacl2|Semaj|Semcl2|coll-4	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D	protein-coding
Merged-chr2-103649598-2	chr2	103565169	103741606	+	2289.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_178890, intron 1 of 16)	intron (NM_178890, intron 1 of 16)	87077	NM_178890	99382	Mm.35850	NM_178890	ENSMUSG00000032724	Abtb2	AW539457|BPOZ-2	ankyrin repeat and BTB (POZ) domain containing 2	protein-coding
Merged-chr7-125576933-2	chr7	125465270	125661461	+	2271.299805	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001008700, intron 1 of 10)	intron (NM_001008700, intron 1 of 10)	11083	NM_001008700	16190	Mm.233802	NM_010557	ENSMUSG00000030748	Il4ra	CD124|Il4r	interleukin 4 receptor, alpha	protein-coding
Merged-chr2-3688875-2	chr2	3566041	3781574	+	2268.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	(TCTA)n|Simple_repeat|Simple_repeat	-39651	NM_025626	66540	Mm.277864	NM_025626	ENSMUSG00000026655	Fam107b	3110001A13Rik|AA589595|AA959793|AI132312	family with sequence similarity 107, member B	protein-coding
Merged-chr6-86567399-2	chr6	86428163	86670886	+	2263.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_037961, intron 3 of 4)	intron (NR_037961, intron 3 of 4)	22123	NR_037961	72012	Mm.349174	NR_037960	ENSMUSG00000097048	1600020E01Rik	-	RIKEN cDNA 1600020E01 gene	ncRNA
Merged-chr15-78528944-2	chr15	78422525	78626673	+	2261.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3' UTR (NM_001204153, exon 3 of 3)	3' UTR (NM_001204153, exon 3 of 3)	5052	NM_028331	72709	Mm.34776	NM_028331	ENSMUSG00000022440	C1qtnf6	2810036M19Rik|CTRP6	C1q and tumor necrosis factor related protein 6	protein-coding
Merged-chr1-193225507-2	chr1	193103136	193388552	+	2252.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_008288, intron 1 of 6)	L1Md_T|LINE|L1	-3484	NM_001044751	15483	Mm.28328	NM_008288	ENSMUSG00000016194	Hsd11b1	-	hydroxysteroid 11-beta dehydrogenase 1	protein-coding
Merged-chr5-65894997-2	chr5	65813142	65974528	+	2252.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	3' UTR (NM_001081105, exon 3 of 3)	3' UTR (NM_001081105, exon 3 of 3)	30266	NM_001081105	74734	Mm.20323	NM_001081105	ENSMUSG00000029204	Rhoh	5830400A04Rik|AU019774|Arhh	ras homolog gene family, member H	protein-coding
Merged-chr1-54854113-2	chr1	54740085	54945550	+	2242.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001081433, intron 1 of 27)	intron (NM_001081433, intron 1 of 27)	83570	NM_001081433	329154	Mm.397910	NM_001081433	ENSMUSG00000052331	Ankrd44	4930444A19Rik|A130096K20|E130014H08Rik|PP6-ARS-B	ankyrin repeat domain 44	protein-coding
Merged-chr5-64694173-1	chr5	64566714	64821633	+	2240.500000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-83474	NR_045078	100042198	Mm.25191	NR_045078		Gm3716	Gm1683	predicted gene 3716	ncRNA
Merged-chr2-117367934-2	chr2	117283636	117451866	+	2232.050049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Lx5|LINE|L1	-24874	NM_011246	19419	Mm.42150	NM_011246	ENSMUSG00000027347	Rasgrp1	Rasgrp	RAS guanyl releasing protein 1	protein-coding
Merged-chr2-6643544-2	chr2	6538023	6740216	+	2188.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001110232, intron 5 of 15)	intron (NM_001110232, intron 5 of 15)	245877	NM_001110228	14007	Mm.398543	NM_010160	ENSMUSG00000002107	Celf2	B230218O03|B230345P09Rik|C88023|CELF-2|CUG-BP2|Cugbp2|D230046B21Rik|Etr-3|Napor|Napor-2|mETR-3	CUGBP, Elav-like family member 2	protein-coding
Merged-chr13-5803350-2	chr13	5702417	5915809	+	2158.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	48979	NR_045891	71867	Mm.179181	NR_045891		1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
Merged-chr7-132738053-2	chr7	132655932	132825600	+	2156.949951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_175268, intron 4 of 4)	intron (NM_175268, intron 4 of 4)	46169	NM_175268	77938	Mm.225649	NM_175268	ENSMUSG00000030956	Fam53b	A930008G19Rik|mKIAA0140	family with sequence similarity 53, member B	protein-coding
Merged-chr11-108228400-2	chr11	108074097	108344389	+	2156.600098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_011101, intron 2 of 16)	intron (NM_011101, intron 2 of 16)	134645	NM_011101	18750	Mm.222178	NM_011101	ENSMUSG00000050965	Prkca	AI875142|Pkca	protein kinase C, alpha	protein-coding
Merged-chr11-63997053-1	chr11	63895166	64098940	+	2149.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_178379, intron 4 of 6)	MTD|LTR|ERVL-MaLR	-74769	NM_018805	54710	Mm.274426	NM_018805	ENSMUSG00000070407	Hs3st3b1	3-OST-3B|3OST3B1|3Ost3b|AU041882|AW536289|Hs3st3b|m3-OST-3B	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1	protein-coding
Merged-chr13-112419464-2	chr13	112331474	112512030	+	2147.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-42318	NM_010560	16195	Mm.4364	NM_010560	ENSMUSG00000021756	Il6st	5133400A03Rik|AA389424|BB405851|CD130|D13Ertd699e|gp130	interleukin 6 signal transducer	protein-coding
Merged-chr15-77858685-2	chr15	77773286	77971872	+	2138.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-30404	NM_022410	17886	Mm.29677	NM_022410	ENSMUSG00000022443	Myh9	Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6	myosin, heavy polypeptide 9, non-muscle	protein-coding
Merged-chr7-25729374-1	chr7	25606620	25852128	+	2136.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_144922, intron 10 of 14)	intron (NM_144922, intron 10 of 14)	-10321	NM_028771	52132	Mm.278798	NM_028771	ENSMUSG00000002608	Ccdc97	1200014H14Rik|2810446P04Rik|AA545218|D7Ertd462e	coiled-coil domain containing 97	protein-coding
Merged-chr10-19606863-1	chr10	19488005	19725722	+	2129.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt	intron (NM_010511, intron 5 of 6)	Lx9|LINE|L1	14905	NM_010511	15979	Mm.549	NM_010511	ENSMUSG00000020009	Ifngr1	CD119|IFN-gammaR|Ifgr|Ifngr|Nktar	interferon gamma receptor 1	protein-coding
Merged-chr2-170182217-2	chr2	170103292	170267475	+	2123.399902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-42708	NM_001159683	228913	Mm.22858	NM_001033299	ENSMUSG00000052056	Zfp217	4933431C08Rik|AW987152|Gm562|ZABC1|Znf217	zinc finger protein 217	protein-coding
Merged-chr16-23263655-2	chr16	23127260	23380069	+	2112.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001252505, intron 1 of 7)	intron (NM_001252505, intron 1 of 7)	27643	NM_001252505	20440	Mm.149029	NM_145933	ENSMUSG00000022885	St6gal1	AW742324|Siat1|St6Gal-I|St6gal|St6galI	beta galactoside alpha 2,6 sialyltransferase 1	protein-coding
Merged-chr18-65372451-2	chr18	65297347	65446141	+	2104.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001037294, intron 3 of 12)	ORR1E|LTR|ERVL-MaLR	22144	NM_001037294	225638	Mm.296528	NM_001037294	ENSMUSG00000032845	Alpk2	Gm549|Hak	alpha-kinase 2	protein-coding
Merged-chr1-53841161-2	chr1	53746011	53946079	+	2086.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001001883, intron 21 of 28)	intron (NM_001001883, intron 21 of 28)	-3379	NR_106149	102465783		NR_106149	miRBase:MI0025029	Mir7681	mmu-mir-7681	microRNA mir-7681	ncRNA
Merged-chr16-92744423-2	chr16	92608309	92844062	+	2084.649902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001111022, intron 2 of 6)	intron (NM_001111022, intron 2 of 6)	-28856	NM_001111023	12394	Mm.4081	NM_009821	ENSMUSG00000022952	Runx1	AML1|CBF-alpha-2|Cbfa2|Pebp2a2|Pebpa2b	runt related transcription factor 1	protein-coding
Merged-chr4-88008913-2	chr4	87815832	88170365	+	2076.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_027326, intron 2 of 10)	intron (NM_027326, intron 2 of 10)	40309	NM_027326	70122	Mm.288898	NM_027326	ENSMUSG00000028496	Mllt3	2210011H10Rik|2610012I03Rik|3830408D16Rik|Af9|D4Ertd321e	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	protein-coding
Merged-chr17-29448077-2	chr17	29339693	29537284	+	2063.899902	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-52557	NM_008842	18712	Mm.405293	NM_008842		Pim1	Pim-1	proviral integration site 1	protein-coding
Merged-chr1-160022685-2	chr1	159951934	160090488	+	2056.699951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	B3A|SINE|B2	-23169	NM_001162896	67647	Mm.171518	NM_001024470	ENSMUSG00000090394	4930523C07Rik	-	RIKEN cDNA 4930523C07 gene	protein-coding
Merged-chr9-44549000-2	chr9	44474678	44622901	+	2054.299805	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	ORR1B2|LTR|ERVL-MaLR	-22368	NM_007551	12145	Mm.6246	NM_007551	ENSMUSG00000047880	Cxcr5	Blr1|CXC-R5|CXCR-5|Gpcr6|MDR15	chemokine (C-X-C motif) receptor 5	protein-coding
Merged-chr12-16059966-3	chr12	15875004	16239160	+	2051.100098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-240297	NM_144551	217410	Mm.491136	NM_144551	ENSMUSG00000020601	Trib2	AW319517|TRB-2|TRB2	tribbles homolog 2 (Drosophila)	protein-coding
Merged-chr2-58146601-2	chr2	58089813	58203604	+	2044.199951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_139200, intron 5 of 7)	MIRc|SINE|MIR	13414	NM_139200	227929	Mm.273905	NM_139200	ENSMUSG00000026832	Cytip	A130053M09Rik|AI462064|C80816|Cbp|Cybr|Pscdbp	cytohesin 1 interacting protein	protein-coding
Merged-chr3-95691035-2	chr3	95609591	95769594	+	2028.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-1734	NM_144899	229595	Mm.490574	NM_144899	ENSMUSG00000015850	Adamtsl4	Tsrc1	ADAMTS-like 4	protein-coding
Merged-chr11-52294728-2	chr11	52224053	52368634	+	2027.850098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-13772	NM_009331	21414	Mm.31630	NM_009331	ENSMUSG00000000782	Tcf7	AI465550|TCF-1|Tcf1	transcription factor 7, T cell specific	protein-coding
Merged-chr10-42891376-2	chr10	42816106	42968739	+	2026.650024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_172938, intron 1 of 8)	intron (NM_172938, intron 1 of 8)	31910	NM_172938	268297	Mm.98731	NM_172938	ENSMUSG00000044770	Scml4	9330161D17|mFLJ00197	sex comb on midleg-like 4 (Drosophila)	protein-coding
Merged-chr8-13631761-2	chr8	13548286	13717581	+	2026.449951	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_009025, intron 1 of 23)	ORR1G|LTR|ERVL-MaLR	44654	NM_009025	19414	Mm.18517	NM_009025	ENSMUSG00000031453	Rasa3	AI326412|C86362|E130011G04|GAPIII|scat	RAS p21 protein activator 3	protein-coding
Merged-chr11-117298185-2	chr11	117240263	117357799	+	2016.350098	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001113487, intron 2 of 10)	intron (NM_001113487, intron 2 of 10)	-32684	NM_017380	53860	Mm.38450	NM_017380	ENSMUSG00000059248	Sept9	MSF1|Msf|PNUTL4|Sint1	septin 9	protein-coding
Merged-chr6-41537435-2	chr6	41492695	41588147	+	2011.250000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	18645	NM_009430	22072	Mm.276926	NM_009430	ENSMUSG00000057163	Prss2	TRY8|TRYP|Ta|Tesp4|Try2	protease, serine 2	protein-coding
Merged-chr2-29671452-2	chr2	29606660	29732639	+	2007.750000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001039086, intron 1 of 25)	intron (NM_001039086, intron 1 of 25)	49929	NM_054050	107746	Mm.298274	NM_054050	ENSMUSG00000039844	Rapgef1	4932418O06Rik|C3G|Grf2	Rap guanine nucleotide exchange factor (GEF) 1	protein-coding
Merged-chr15-64231718-2	chr15	64133163	64346286	+	2002.400024	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_001276462, intron 1 of 27)	intron (NM_001276462, intron 1 of 27)	72949	NM_001276463	13196	Mm.277236	NM_010026	ENSMUSG00000022377	Asap1	AV239055|DEF-1|Ddef1|PAP|mKIAA1249|s19	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	protein-coding
Merged-chr8-122985264-2	chr8	122893393	123085869	+	1998.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NR_037865, intron 1 of 13)	intron (NR_037865, intron 1 of 13)	52653	NR_037865	77087	Mm.31567	NM_001081379	ENSMUSG00000035569	Ankrd11	2410104C19Rik|3010027A04Rik|6330578C09Rik|9530048I21Rik|AA930108|Gm176|Yod	ankyrin repeat domain 11	protein-coding
Merged-chr12-107177221-2	chr12	107113533	107269611	+	1976.000000	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	L1Md_A|LINE|L1	-475248	NR_015512	71033	Mm.159404	NR_015512	ENSMUSG00000085820	4933406K04Rik	4930426M03Rik|4930485I22Rik|4933427G14Rik	RIKEN cDNA 4933406K04 gene	ncRNA
Merged-chr3-79200226-2	chr3	79089363	79294557	+	1968.799927	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	-20959	NR_045502	70924	Mm.444622	NR_045502		4921511C10Rik	-	RIKEN cDNA 4921511C10 gene	ncRNA
Merged-chr7-80850468-2	chr7	80752822	81023479	+	1960.200073	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	Intergenic	Intergenic	13119	NM_028026	71968	Mm.274226	NM_028026	ENSMUSG00000025722	Wdr73	1200011I23Rik|2410008B13Rik|AI848574|C85352	WD repeat domain 73	protein-coding
Merged-chr6-108514377-2	chr6	108407621	108608538	+	1954.800049	AND-CD4TCell-H3K27Ac-No-Peptide-24h-MNase-Combined_superenhancers.txt|AND-CD4TCell-H3K27Ac-1uM-PCC-24h-MNase-Combined_superenhancers.txt	intron (NM_010585, intron 54 of 61)	intron (NM_010585, intron 54 of 61)	18336	NR_106121	102465766		NR_106121		Mir7661	mmu-mir-7661	microRNA mir-7661	ncRNA
