Gene symbol	No-Peptide-24h	No-Peptide-24h-MEKi	10uM-K99A-24h	10uM-K99A-24h-MEKi	100uM-K99A-24h	100uM-K99A-24h-MEKi	0-1uM-PCC-24h	0-1uM-PCC-24h-MEKi	10uM-PCC-24h	10uM-PCC-24h-MEKi
Tbr1	0.025	0.0	0.0	0.0	0.0325	0.018000000000000002	0.046	0.0	0.013500000000000002	0.0
Sp3	54.6645	65.123	55.409	57.2	44.473	50.969	43.7695	43.113	38.384	48.307
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ehd3	15.59	10.823	17.8415	15.487	11.7455	13.458	8.454	5.4670000000000005	4.914	4.06
Vmn1r187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ssh1	19.8345	15.158	13.6645	20.917	13.8335	19.929	10.853000000000002	12.936	11.165999999999999	13.025
Dtwd1	2.5980000000000003	2.612	5.773	2.242	7.234	5.689	9.483	9.161	11.986	8.673
Asic5	0.0	0.0	0.0125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp637	6.87	5.525	5.0015	3.334	7.7615	5.468	5.908	7.37	9.2645	7.686
Fam26f	6.662999999999999	5.549	3.7355	6.8260000000000005	5.821999999999999	4.7	5.8025	7.641	7.1265	9.846
Ranbp1	51.8145	21.263	96.61200000000001	28.086	198.572	96.723	212.9775	151.274	244.6005	175.628
Fopnl	19.285999999999998	15.941	23.039	15.924	23.1475	17.407	19.029	16.89	19.094	17.357
4921509C19Rik	0.0	0.0	0.0	0.0	0.0075	0.0	0.0	0.0	0.0105	0.0
Mir3070b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arih2	11.4655	9.606	13.3355	9.472	13.5095	11.57	15.5765	14.765999999999998	15.1025	13.064
Card9	17.386499999999998	19.341	11.002	13.775	3.5385	7.222	3.0075000000000003	2.977	1.5259999999999998	2.6630000000000003
Nudt7	4.092	5.7010000000000005	4.2410000000000005	4.018	2.6830000000000003	3.968	2.8045	2.0980000000000003	2.0115	2.945
Elovl3	0.053	0.0	0.0	0.243	0.0	0.0	0.0	0.0	0.0	0.0
Zfp346	7.2235	5.227	9.937999999999999	6.425	10.526	9.297	9.907	9.797	9.9075	9.031
Sdhc	46.2985	27.032	56.2065	26.583	74.375	47.297	71.23349999999998	52.212	76.3365	61.562
Emx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rbm45	20.0165	17.750999999999994	27.0325	12.714	29.4735	25.984	30.1235	24.188	29.4145	23.8
Olfr1000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhox10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyp21a1	0.0	0.0	0.0215	0.0	0.0	0.0	0.0125	0.0	0.0	0.0
4921530L21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcnrg	1.116	4.099	0.9095	3.449	0.521	1.648	0.5595000000000001	0.55	0.387	0.314
Msmb	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zscan26	15.345	14.483	19.4115	18.014	19.8225	19.678	18.272000000000002	23.398000000000003	17.531	21.93
Cldn4	0.1915	0.138	0.5	0.28800000000000003	0.6355	0.584	0.7555	1.797	1.141	1.0490000000000002
Zfp647	0.5045	0.508	0.7829999999999999	0.915	0.8195	0.7340000000000001	0.92	0.973	0.945	0.721
Rnmtl1	2.6305	2.097	8.6265	2.849	15.98	7.151	19.266	8.822000000000003	15.3945	9.627
Ascc3	8.0715	7.746	11.905	9.217	13.5095	11.229	13.0795	13.587	12.128	13.106
4930404A10Rik	0.018500000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhno1	12.453	10.475	14.0105	13.251	14.998	13.38	16.6745	15.827	15.970499999999998	13.477
Reps1	17.996	19.689	23.2205	20.733	23.761	23.272	22.974	24.9	23.2355	26.329
Vmn1r11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chd1l	8.478	7.82	11.251	7.5139999999999985	16.1275	10.566	15.942	13.934	19.521	15.136
Tgif2lx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sry	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mettl5	16.366500000000002	9.608	28.318	19.271	39.366	21.064	43.0335	39.001	44.894	34.647
Ier2	73.4745	50.25100000000001	101.51	42.701	118.1315	80.01100000000002	106.63	63.354	105.986	72.741
Gm21943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir3101	11.2515	13.608	9.025	14.222	5.1855	4.044	2.8255	4.001	3.7245	1.179
Gm10100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9430021M05Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Wdr7	4.881	5.863	4.9915	6.073	3.5420000000000003	5.319	3.545	3.958	3.497	3.962
Psg27	0.0	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0095	0.0
Cd300a	17.4145	17.820999999999994	8.153500000000001	16.544	3.4014999999999995	10.116	2.9235	3.105	1.021	1.959
Wfdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Stt3b	35.1875	23.964	35.556	27.819000000000006	39.2405	37.414	40.884	41.097	43.391000000000005	42.378
Pyroxd1	9.969	6.985	11.147	8.426	12.032	10.157	10.300999999999998	10.946	12.574000000000002	9.603
Nat8l	1.8595	2.77	0.8079999999999999	1.3969999999999998	0.1755	0.313	0.1165	0.053	0.0405	0.055
Ccdc141	0.047	0.287	0.2885	0.227	0.4085	0.246	0.5725000000000001	1.104	0.7560000000000001	1.432
Rfk	13.404000000000002	12.709	18.194000000000006	14.624	24.0415	21.914	24.0485	25.49	25.816999999999997	28.121
Grin2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0
Oas1h	0.029	0.0	0.0385	0.0	0.0915	0.0	0.125	0.0	0.0425	0.0
1700125G22Rik	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.063	0.0
Katnbl1	4.2415	2.713	6.3420000000000005	2.427	7.9479999999999995	6.103	7.563	6.607	7.3415	6.876
5031434C07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myb	23.8495	24.61	30.354	36.858	46.01900000000001	32.054	52.5925	55.195	58.681999999999995	56.637
E2f1	2.7015	2.077	2.6655	2.4090000000000003	3.4575	2.81	4.3765	3.91	4.5435	3.681
Lce1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rars2	4.33	4.526	6.723000000000001	5.4	11.227999999999998	8.353	13.2975	11.57	13.5985	12.533
Snx19	5.7955000000000005	3.641	7.382000000000001	5.16	9.1915	8.071	8.7905	8.51	9.203	9.238
Gltpd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Esyt3	0.083	0.251	0.1	0.087	0.023	0.0	0.047	0.013	0.033	0.0
P2ry13	1.5730000000000002	1.433	1.382	3.305	1.6130000000000002	2.009	1.5805	1.173	0.8480000000000001	1.382
Hpcal4	0.0055000000000000005	0.0	0.0	0.0	0.0	0.015	0.009000000000000001	0.0	0.0175	0.0
Rfx4	0.0505	0.0	0.0325	0.0	0.0265	0.0	0.0	0.03	0.0	0.0
Fis1	89.56299999999999	53.672	72.5345	39.459	76.491	63.779	77.9125	60.167	87.624	63.31800000000001
Negr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0315	0.0	0.0	0.0
Pcdhb7	0.0	0.0	0.0	0.0	0.0	0.0	0.013500000000000002	0.0	0.0	0.0
Gm973	0.38299999999999995	0.07	0.1155	0.0	0.053	0.059	0.0265	0.032	0.008	0.043
Tmem241	2.0915	1.11	1.8230000000000002	2.02	1.44	0.906	0.9645	1.187	0.8380000000000001	1.083
Myl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ddx51	4.3035000000000005	3.587	6.1275	3.978	9.619	6.718	11.113	10.451	11.5525	9.206
Erh	0.7055	0.618	0.39299999999999996	0.0	0.59	0.0	0.6525000000000001	0.8640000000000001	0.6935	0.509
Rab11fip4	6.3005	6.136	4.5335	4.559	3.3810000000000002	3.465	3.7885	2.763	3.8465	3.344
Ffar3	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.107	0.011	0.0
Zfp148	9.083	9.062	11.3615	10.854	10.6755	10.84	9.9935	10.998	9.7655	10.244000000000002
Olfr298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gabpa	15.39	15.220999999999998	20.462	15.816	26.098000000000003	23.019	27.924	28.223000000000006	24.757	25.616
Snord116l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tecpr1	62.0515	56.919	46.2955	41.165	31.55	42.425	29.4585	32.951	29.686999999999998	30.427
Gcc1	8.354000000000001	7.009	10.003	7.451	10.3255	9.618	9.8175	8.826	10.2575	9.116
Tmtc1	0.003	0.015	0.0145	0.039	0.0	0.008	0.0275	0.014	0.0245	0.012
Gm20611	0.0	0.0	0.0	0.0	0.0175	0.0	0.0	0.0	0.0	0.0
Lhb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Abca3	11.923	11.197	9.5325	9.55	7.6615	8.54	7.946000000000001	7.616	7.4935	7.638
Fbxl17	2.2335	1.472	1.809	1.788	1.9885	1.865	2.184	2.125	2.081	2.178
Rimbp3	0.0	0.0	0.021	0.0	0.026	0.0	0.016	0.04	0.07400000000000001	0.053
Szt2	9.1755	11.427	9.009	10.118	8.137	8.839	8.51	9.86	8.895999999999997	9.346
Mrpl16	11.608	6.187	22.0945	8.33	35.596	20.08	35.0245	28.796	44.42	35.267
Inpp5d	41.33500000000001	49.044	28.5875	41.916	18.8835	28.362	18.057000000000002	17.941	15.113	17.215999999999998
Hspa1l	0.91	0.775	0.9795	0.81	1.1035	0.204	1.069	1.011	0.97	1.616
Zfp275	6.8265	5.917000000000002	11.7235	8.156	13.8975	12.873	13.289000000000001	14.4	13.6955	15.114
Mir3103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2735	0.0
Osbpl11	13.9425	12.819	15.584000000000001	13.831	13.7205	12.744000000000002	13.0505	12.345999999999998	14.039000000000001	13.7
Dnm3	0.092	0.014	0.113	0.0	0.081	0.16899999999999998	0.0245	0.102	0.063	0.146
Park7	63.34	28.995	97.4385	30.012	119.592	86.59	103.7965	72.542	116.01	78.458
Rplp2-ps1	177.29000000000005	78.418	280.372	89.387	328.5495	214.538	322.387	186.766	301.9595	193.767
Ripk4	0.0	0.0	0.0	0.0	0.13699999999999998	0.02	0.14950000000000002	0.033	0.117	0.159
Mir212	0.0	0.0	1.1015	0.0	0.575	0.0	0.6984999999999999	1.289	0.311	0.0
Nup88	19.2105	16.212	29.283	19.138	41.766000000000005	30.198	43.99500000000001	42.153	48.9015	40.567
1700027H10Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hoga1	0.0	0.0	0.0	0.0	0.048	0.0	0.0	0.107	0.011	0.0
Sez6l2	1.039	1.35	0.9635	0.561	0.9615	0.86	1.4385	1.112	1.0705	0.997
Mir147	62.6005	39.94300000000001	314.082	96.85	239.5105	232.776	85.36	45.365	57.88199999999999	67.04899999999999
Gm996	0.253	0.133	0.115	0.306	0.401	0.241	0.6080000000000001	0.62	0.6865	0.3720000000000001
Faf1	8.414	6.686	10.450999999999999	6.899	14.839	10.76	14.802	15.436	16.085	15.68
Mir323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chgb	0.0365	0.0	0.0365	0.0	0.0145	0.026	0.0	0.0	0.013500000000000002	0.0
Tmem190	0.0	0.862	0.0	0.789	0.1025	0.0	0.6659999999999999	0.602	0.15949999999999998	0.621
Olfr148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxl20	16.4675	16.807000000000002	12.7125	14.458	8.523	9.962	8.504999999999999	9.508	7.1395	8.541
Llgl2	5.2045	4.309	3.315	3.892	3.3185	3.585	3.0540000000000003	3.467	3.7885	2.9330000000000003
Fes	57.8265	77.58800000000002	29.212	52.341	12.219000000000001	30.142	10.7605	10.349	6.157	7.3889999999999985
Cenpe	2.1325000000000003	1.621	1.5905	2.315	1.3985	1.84	1.4040000000000001	1.778	1.3475	1.578
Zcchc2	10.842	10.082	10.604000000000001	9.096	11.4845	11.18	12.1485	11.321	11.7545	10.574000000000002
Lyst	32.32599999999999	45.31100000000001	21.4305	40.329	9.3235	19.368	9.022	10.87	5.615	9.303
Rnf148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pus3	7.983	6.15	15.417000000000002	9.512	22.498	13.612	21.991999999999997	16.859	20.1535	20.729
Lrrtm1	0.0	0.099	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A230057D06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn1r58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Col6a5	0.0085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmem186	7.4239999999999995	4.3580000000000005	8.885	4.169	10.2535	7.37	11.327	10.173	10.872	9.562
Olfr957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trappc3l	0.0	0.0	0.0695	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alg6	1.4085	0.624	1.1079999999999999	1.304	1.2919999999999998	1.204	1.7530000000000001	1.536	1.3544999999999998	1.457
Ept1	3.8789999999999996	2.7110000000000003	6.1015	4.009	10.5375	5.968	11.5225	11.169	12.1045	10.768
Ftx	1.7689999999999997	2.474	2.122	2.989	2.744	2.325	2.7365	2.902	2.499	3.212
Gm4598	0.0	0.0	0.057	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm10046	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam103a1	5.0139999999999985	2.021	4.08	2.756	4.1724999999999985	4.119	3.9885	3.641	4.553	2.857
D330050G23Rik	0.087	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.037500000000000006	0.0
Picalm	71.13	64.953	79.53299999999999	75.062	70.542	66.487	60.7805	49.633	48.8575	49.012
Vmn2r99	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0
Fam222a	0.947	1.391	0.6545	0.945	0.379	0.157	0.3545	0.324	0.2905	0.324
Fkbpl	5.5305	5.9060000000000015	6.705	2.322	3.9455	4.467	4.0295	3.682	4.9350000000000005	3.255
Fmod	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pi16	0.13699999999999998	0.251	0.1135	0.0	0.07	0.0	0.0935	0.052000000000000005	0.066	0.183
Sh3bgrl3	286.3655	257.056	272.17650000000003	214.666	262.7665	283.2	230.9175	216.331	238.8515	222.694
Tuft1	1.0505	0.6609999999999999	1.1665	0.946	1.243	1.078	1.082	0.547	1.1545	0.725
Pam	2.3369999999999997	2.599	1.798	2.269	1.4555	1.399	0.7085	1.025	0.7040000000000001	0.893
Pvr	9.7745	6.9929999999999986	10.864	9.255	13.853	13.302	12.7695	11.388	13.9485	14.929
Olfr905	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tunar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Csta1	0.0	0.0	0.015	0.0	0.0475	0.0	0.0	0.0	0.031	0.0
Stk17b	118.9485	117.453	123.554	117.533	80.851	95.354	60.965	56.606	47.39450000000001	53.611
Ceacam-ps1	0.5005000000000001	0.0	0.747	1.098	0.1835	0.297	0.2945	0.244	0.4270000000000001	0.36
Ttbk2	2.1375	2.1630000000000003	2.197	2.909	1.84	1.82	1.745	1.988	1.7455000000000005	2.188
Larp1b	6.8895	3.901	7.333500000000001	4.1160000000000005	10.2825	6.817	9.996	8.189	11.4675	7.874
Ocel1	10.6205	9.929	8.216000000000001	6.816	5.7799999999999985	8.078	4.997	5.2879999999999985	4.9375	5.435
Sp9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006500000000000001	0.0
Itpr3	12.1475	10.529000000000002	7.939	8.401	4.3605	6.604	4.267	4.833	4.033	4.3180000000000005
Snhg3	10.47	14.07	14.4805	16.506	22.01	17.675	28.4475	26.331	37.189	33.67
9930111H07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ceacam16	1.05	1.723	0.287	0.8809999999999999	0.096	0.476	0.183	0.7490000000000001	0.24	0.536
Arhgdib	702.63	729.299	443.737	588.169	258.5245	378.253	217.6085	206.262	174.4025	202.255
Mir205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700037C18Rik	2.1745	0.057	2.832	0.6559999999999999	2.4785000000000004	1.804	2.258	2.2840000000000003	4.0235	2.395
Usp17la	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ifnb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vprbp	9.091	6.966	17.197499999999998	11.248	24.052	20.6	25.403000000000002	26.124	26.5525	27.141
Ace	0.5575	0.5870000000000001	0.185	0.387	0.0285	0.101	0.0385	0.0	0.0	0.011
Lrrc16a	1.0895	0.426	0.494	0.8270000000000001	0.6035	0.605	0.6385000000000001	1.111	0.8065	1.262
AI467606	77.08	72.827	50.8505	53.793	25.4995	36.217	22.6175	20.912	18.657	20.038
Slu7	22.029	15.908	28.430999999999997	18.937	33.3115	27.065	35.9565	28.038	30.519000000000002	26.56
Mir7035	5.3835	0.0	0.0	4.02	1.126	0.0	0.8079999999999999	0.716	1.4605	1.899
Xrcc4	5.8425	5.351	9.241	5.169	10.657	6.502000000000002	9.6135	9.473	10.6365	7.838999999999999
Wfdc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peli3	0.8190000000000001	0.905	0.7775000000000001	0.338	0.459	0.657	0.29700000000000004	0.361	0.3625	0.16
Olfr1412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp35	6.13	4.548	9.1835	5.7639999999999985	10.586	7.414	11.637	11.456	12.029000000000002	10.109
Olfr958	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pomt2	3.1755	3.539	4.013	3.517	5.885	4.066	6.6645	6.808	6.504	7.269
Dazap2	163.97899999999996	136.941	158.6845	137.132	138.904	147.80100000000004	128.4665	120.264	125.405	130.639
Gsg1	0.0405	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyi	9.3725	4.621	10.755999999999998	3.116	13.6895	12.374	12.267999999999999	11.657	13.102	13.248
Fam221b	0.0	0.0	0.0	0.0	0.0295	0.0	0.012	0.0	0.0	0.0
Sephs2	44.842	65.14399999999999	33.042	47.721	27.057	28.337	29.502	26.66	32.528	27.967
Sult3a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pcdhb13	0.0	0.0	0.0	0.0	0.0	0.0	0.0055000000000000005	0.0	0.01	0.0
AI464131	0.0	0.0	0.012	0.0	0.018500000000000003	0.0	0.0	0.028	0.018000000000000002	0.0
1700019G24Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir7578	7.2275	11.539	4.7360000000000015	20.904	1.2175	3.475	7.495999999999999	2.148	6.1084999999999985	3.798
Pnma5	0.0	0.0	0.0	0.0	0.0175	0.123	0.0	0.0	0.0	0.0
Unc13a	0.1	0.047	0.0985	0.23	0.14550000000000002	0.098	0.1135	0.103	0.19399999999999998	0.162
Apoc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C030018K13Rik	0.1205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cox7b	26.8905	12.7	37.636	21.969	55.57	34.975	57.8275	43.914	65.4125	50.192
Ager	7.859	5.43	3.966	4.06	1.2570000000000001	2.104	1.3805	1.328	1.2475	2.218
Sgms2	12.8415	18.881	9.0305	16.151	4.3375	10.479	3.7960000000000003	4.394	1.5455	3.175
Gm8300	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp25	35.984	30.864	30.3085	34.677	28.085	29.083	26.035	26.776	22.939	27.302
Wdr81	14.186	13.877	8.7415	13.654000000000002	6.2355	10.479	6.040000000000001	6.468	5.5985	5.977
Hspb8	0.0	0.0	0.0275	0.108	0.0285	0.0	0.0	0.032	0.0	0.0
Mpg	4.5755	3.297	5.0385	2.2840000000000003	6.1004999999999985	4.209	6.0495	4.9030000000000005	6.446000000000001	5.837999999999999
Gga3	19.383	15.212	19.006	18.637	22.693000000000005	19.717	22.906	24.125	23.654000000000003	21.884
Gulp1	0.0585	0.042	0.124	0.132	0.006500000000000001	0.0	0.008	0.0	0.0	0.0
BC055402	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0055000000000000005	0.0
Lypd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gstk1	1.4974999999999998	1.761	1.8315	1.274	0.7595000000000001	0.841	1.183	0.315	0.7879999999999999	1.115
AI593442	0.0	0.011	0.0075	0.012	0.0045000000000000005	0.0	0.0035	0.0	0.005	0.0
Dpagt1	9.1415	6.021	11.552999999999999	8.149	16.612000000000002	9.512	21.6535	18.866	20.075000000000006	19.356
Pikfyve	6.699999999999998	7.442	7.4380000000000015	7.999	6.192500000000001	7.362999999999999	5.651	6.561	5.3264999999999985	6.746
Mir3569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9
Lgals4	4.731	8.166	4.51	4.9289999999999985	1.9235	2.269	1.62	2.602	1.6365	1.868
Col27a1	0.5225	0.7	0.9505	1.454	1.1495	1.4409999999999998	0.9665	1.134	0.955	0.941
Plin3	39.27799999999999	56.483	24.202	39.244	14.482499999999998	29.243	13.862000000000002	12.741	11.549000000000001	13.146
Tbxas1	7.0685	6.252999999999999	3.87	3.517	2.526	4.015	2.4105	2.216	1.274	1.358
F830045P16Rik	0.0385	0.0	0.0	0.0	0.0	0.037000000000000005	0.0	0.03	0.0	0.0
Arc	6.7225	4.82	2.259	4.717	3.072	2.445	3.255	2.928	3.551	3.294
Cdh24	2.9605	3.513	2.3895	4.487	2.4515	3.189	2.5075000000000003	3.911	3.05	4.1560000000000015
Serpina3a	0.0	0.0	0.0205	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Usp16	17.365	14.788	26.0575	15.163	32.989000000000004	23.62	33.2815	29.734	33.347500000000004	31.376
Arfgap1	14.1545	12.396	17.2575	10.863	21.6405	16.028	22.373	19.232	23.184	18.055
Whsc1l1	60.03699999999999	57.351000000000006	56.3625	57.67100000000001	48.487	52.94600000000001	42.02	43.851000000000006	40.451	47.702
Snrpf	7.557499999999999	3.938	11.3585	5.3260000000000005	22.3855	13.342	22.714	16.029	23.0455	18.997
Tubb4b	30.151	20.914	51.306999999999995	33.706	73.2745	53.597	71.15	64.595	77.73150000000003	61.88800000000001
Trappc2l	19.3455	11.884	18.046	12.852	20.0245	15.639	17.881	14.622	18.2525	13.35
Hoxa5	0.542	0.133	0.272	0.07	0.0765	0.225	0.1005	0.124	0.069	0.055
Serpinb3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Havcr2	1.935	1.813	1.3975	1.367	1.554	1.737	2.255	2.692	3.447	3.853
1110032F04Rik	2.8539999999999996	1.839	3.773	2.5540000000000003	8.883	8.199	12.6325	12.368	13.5425	11.987
Per2	1.2345000000000002	1.597	1.0490000000000002	1.7819999999999998	1.2715	1.15	1.39	1.787	1.257	1.182
4930524O08Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9030025P20Rik	1.0725	1.272	0.6385	1.7009999999999998	0.96	1.504	0.7005	1.487	0.6435	1.3630000000000002
Tekt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calml4	0.029	0.0	0.21600000000000005	0.0	0.182	0.0	0.0	0.0	0.0	0.18
Olfr1201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir450b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mir713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nrxn2	0.0455	0.0	0.07550000000000001	0.039	0.043	0.032	0.0585	0.035	0.022500000000000003	0.0
4930545H06Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tmx3	17.516	17.935	22.9005	22.559	22.5705	19.26	19.4405	20.675	19.3945	19.357
Rnf41	11.5525	11.463	8.336	9.932	9.44	9.407	10.3185	9.646	11.1135	9.138
Kmt2b	25.9825	24.231	25.5975	27.468000000000004	26.3715	26.8	28.535999999999998	28.801	30.1405	28.353
Ccdc94	6.337999999999999	6.265	11.195	4.698	15.5985	9.344	13.15	9.26	14.464	9.05
4930542C21Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc25a23	13.630999999999998	13.076	7.995499999999999	12.48	3.9125	5.966	3.81	3.775	2.227	2.8310000000000004
Asnsd1	45.571000000000005	39.574	45.2725	52.073	37.4885	45.817	33.9735	28.455	28.775	30.058000000000003
Cog2	14.5665	14.378	15.8905	13.122	17.8765	13.252	17.484	15.226	18.643	16.567
Zcchc8	17.116	22.473000000000006	17.320500000000006	19.247	15.838	16.151	17.7135	17.552	17.1965	16.511
Ano9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Habp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc7a4	0.165	0.0	0.023	0.0	0.10099999999999999	0.262	0.10400000000000001	0.036000000000000004	0.131	0.175
Tank	39.2925	34.51	45.196999999999996	40.84	51.7515	53.254	46.576	49.969	39.279	48.717
Asf1b	8.5275	8.605	7.715	5.519	9.3435	9.145	8.2575	7.392	8.243500000000001	7.306
Rusc1	15.174000000000001	15.094	12.052999999999999	17.180999999999994	8.0775	12.415	6.86	7.331	5.924	5.886
Atf7	6.319	6.119	6.183999999999998	6.831	6.06	6.961	6.207999999999999	6.6770000000000005	6.495	7.327000000000001
Timp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pi4k2b	3.1580000000000004	2.587	3.2925000000000004	2.0380000000000003	4.0845	4.338	4.8290000000000015	4.761	5.715999999999998	4.2410000000000005
Zfp105	0.309	0.125	0.1025	0.228	0.1655	0.106	0.1495	0.087	0.23050000000000004	0.231
Rbm14	18.1665	12.884	22.1895	14.454	29.3715	22.049	27.5635	27.216	34.4625	31.626
Spink12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0205	0.0
Mms19	14.965	13.724	16.346	15.701	16.54	16.627	18.058	17.497	17.0825	19.586
Olfr821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kcns3	0.0605	0.0	0.0215	0.0	0.0	0.0	0.0	0.061	0.0	0.0
