Gene symbol	CD4TCell-iTreg reads FPKM	CD4TCell-Naive reads FPKM	CD4TCell-Th17 reads FPKM	CD4TCell-Th2 reads FPKM	CD4TCell-Th1 reads FPKM
Kifc5b	1.682	3.304	3.3989999999999996	7.723	5.063
Tas1r3	0.958	0.7979999999999999	0.37200000000000005	0.361	0.24
Mir152	0.0	0.0	0.0	0.0	0.0
Tmem258	61.828	35.139	65.13600000000001	101.736	91.462
Dynlt1c	2.119	2.151	2.591	1.764	3.4330000000000003
Vmn1r38	0.0	0.0	0.0	0.0	0.0
Snhg11	0.065	0.0	0.03	0.009000000000000001	0.048
Kif11	3.7889999999999997	0.25	38.065	83.62899999999999	62.273
Olfr250	0.0	0.0	0.0	0.0	0.0
Rxrg	0.0	0.0	0.0	0.0	0.0
H2-Ke6	57.091	66.506	24.865	26.724	19.476
Adam25	0.0	0.0	0.0	0.0	0.0
Oasl2	0.34299999999999997	4.412	0.18899999999999997	0.018000000000000002	0.41200000000000003
Fgf10	0.0	0.0	0.0	0.0	0.012
Psmb1	97.165	66.319	91.34	123.551	124.696
Ubn1	35.95	29.49	34.178000000000004	24.588	26.206999999999997
Gpr62	0.157	0.09300000000000001	0.27	0.64	0.34
4930415O20Rik	0.062	0.27399999999999997	0.106	0.098	0.401
Adprh	38.034	19.744	95.154	33.695	72.78699999999999
Akirin2	22.035999999999998	21.455	26.575	32.259	29.576999999999998
4833417C18Rik	1.104	0.56	0.855	0.585	0.213
Ppa1	8.822000000000001	11.343	25.151	17.117	29.682
Olfr1045	0.0	0.0	0.0	0.0	0.0
Zc3h7a	38.602	45.119	44.32899999999999	31.66	36.32
Plxnc1	2.9019999999999997	1.9680000000000002	1.6219999999999999	3.122	6.5889999999999995
Cyp2c70	0.0	0.0	0.0	0.0	0.0
Grip1	0.15	0.049	0.023	0.217	0.155
9830147E19Rik	0.076	0.07400000000000001	0.604	0.11	0.359
Btbd7	9.136000000000001	9.224	9.772	7.485	9.172
Zp3	0.026000000000000002	0.024	0.045	0.042	0.0
4632415L05Rik	4.376	2.728	3.1689999999999996	3.785	2.7539999999999996
Crtap	6.476	2.884	9.52	15.937000000000001	10.59
1700109G15Rik	0.0	0.0	0.0	0.14400000000000002	0.0
Brat1	15.347999999999999	10.068	10.978	8.421	9.696
C8a	0.0	0.0	0.0	0.0	0.0
Snhg9	1.147	2.377	0.327	0.304	0.929
1700012P22Rik	0.0	0.0	0.12300000000000001	0.0	0.0
Fnip2	0.161	0.055999999999999994	0.62	0.7	0.792
Npas3	0.012	0.0	0.01	0.0	0.01
Sema4c	0.557	0.122	1.047	8.186	5.815
Lrch3	22.733	20.773000000000003	20.621	18.233	18.948
Psmd9	5.292999999999999	4.534	7.018	4.5360000000000005	6.621
Ica1	0.19699999999999998	0.0	1.196	0.10400000000000001	0.5660000000000001
Col4a2	0.0	0.0	4.088	0.0	0.009000000000000001
Mir344c	0.0	0.0	0.0	0.0	0.0
Chd3	214.595	141.836	73.669	28.199	51.946000000000005
Asb7	4.593	3.305	6.187	6.308	6.775
Dynll2	23.223000000000003	14.652999999999999	38.839	39.869	45.568000000000005
Vopp1	8.884	9.908	12.14	11.54	13.478
Mir7008	0.5579999999999999	1.983	0.956	0.0	0.0
Ralgapa1	13.062999999999999	13.074000000000002	13.76	13.867	14.007
Lypd4	0.223	0.057	0.109	0.0	0.0
Tldc1	5.885	1.618	5.037	6.372000000000001	8.136000000000001
Gm438	0.0	0.0	0.0	0.0	0.0
Slc6a15	0.0	0.0	0.0	0.0	0.0
Gm20554	0.0	0.0	0.0	0.0	0.0
Bdnf	0.076	0.0	0.043	0.04	0.013999999999999999
Oaz1	11.048	23.675	15.061	11.602	13.253
Kcne3	0.0	0.09300000000000001	0.0	0.0	0.0
Gltscr2	219.649	150.836	138.69	231.799	214.081
Lamtor3	7.645	10.662	6.047000000000001	4.474	5.5
Lrrc4	0.0	0.008	0.016	0.0	0.155
Zc3h7b	10.04	6.585	14.458	10.764000000000001	11.115
Krtap17-1	0.0	0.0	0.0	0.0	0.0
Ublcp1	2.997	4.166	3.903	2.097	2.164
Ccar1	24.656999999999996	22.271	31.397	24.506999999999998	23.76
Gsc2	0.0	0.0	0.08199999999999999	0.076	0.0
Serpina1b	0.024	0.0	0.0	0.0	0.0
BC037704	0.20800000000000002	0.10800000000000001	0.11900000000000001	0.331	0.113
Kcng3	0.031	0.0	0.08800000000000001	0.049	0.017
Nck2	5.227	11.071	7.02	9.439	9.42
Cyp2c67	0.0	0.0	0.0	0.0	0.0
Nfil3	1.0270000000000001	5.937	15.436	169.392	52.943999999999996
Mir8094	141.724	147.592	134.825	95.788	81.695
Adamtsl4	1.389	1.659	4.1080000000000005	24.736	2.295
Rprl2	0.0	0.0	0.5	0.0	0.0
Wiz	14.829	12.886	18.413	17.62	16.81
Gpr1	0.0	0.017	0.0	0.0	0.0
Mir669a-3	0.0	0.0	0.0	0.0	0.0
Tmco5	0.0	0.0	0.0	0.0	0.0
Mir3966	0.0	0.0	0.0	0.0	0.0
Bud13	10.307	9.266	10.818	12.925	12.231
Treml4	0.0	0.0	0.0	0.0	0.066
Zfp507	8.087	9.675	10.152999999999999	8.571	9.107000000000001
Hes5	0.655	0.145	0.09300000000000001	0.043	0.044000000000000004
Spryd3	11.165999999999999	12.122	12.489	14.228	14.065
Nme4	5.62	5.745	8.374	10.345999999999998	10.677999999999999
Ms4a15	0.02	0.0	0.0	0.032	0.033
Gm14446	7.5760000000000005	11.732999999999999	0.08	0.05	0.076
BC030499	0.11800000000000001	0.105	0.165	0.306	0.312
Ttc39a	0.045	0.0	0.0	0.0	0.0
Ston1	8.766	0.836	15.8	6.005	8.062000000000001
Olfr558	0.0	0.0	0.02	0.0	0.0
Rad1	10.995	4.6819999999999995	9.752	12.694	11.042
Ppapdc3	0.076	0.017	0.163	0.151	0.062
Glis3	0.062	0.142	1.047	0.027999999999999997	0.07200000000000001
Zhx3	3.582	3.6889999999999996	3.721	2.287	2.294
Gm8298	0.0	0.0	0.0	0.0	0.0
Galk1	9.462	4.705	54.648	148.915	128.605
Zfyve9	0.032	0.0	0.193	0.026000000000000002	0.052000000000000005
Ahsa2	17.567999999999998	21.973000000000003	20.01	14.953	17.799
Abcb10	2.242	0.301	6.1160000000000005	2.987	3.6719999999999997
Fstl5	0.0	0.0	0.0	0.0	0.0
Jtb	44.684	26.979	41.403999999999996	24.793000000000003	30.596
R3hcc1	9.363999999999999	6.416	14.404000000000002	10.071	9.874
Mir5121	135.123	261.478	135.524	218.52	180.515
Prr3	11.16	15.106	10.073	7.2139999999999995	7.587000000000001
Syce1	0.263	0.064	0.45	0.152	0.155
Olfr1353	0.0	0.0	0.0	0.0	0.0
Stard10	6.724	2.947	17.04	10.687000000000001	10.753
Scgb2b24	0.0	0.0	0.0	0.0	0.0
Tgtp1	8.576	8.097999999999999	6.399	0.647	4.738
Phf6	9.932	8.103	21.206999999999997	30.398000000000003	28.75
Prdm11	2.25	1.635	0.955	1.389	0.9940000000000001
Numa1	94.26799999999999	74.139	69.259	56.858999999999995	58.632
Efna3	0.0	0.0	0.049	0.09	0.046
Ube2k	8.23	5.707999999999999	10.538	9.536	9.686
Zfp740	43.733999999999995	37.080999999999996	34.864000000000004	37.289	31.425
Slc41a1	10.633	9.668	27.964000000000002	15.29	22.403000000000002
9230114K14Rik	0.54	0.29100000000000004	0.252	0.7290000000000001	0.8220000000000001
Eftud1	7.8660000000000005	6.6	7.979	13.054	11.227
Clk2	45.391999999999996	40.541	33.472	28.991	21.04
C230052I12Rik	3.884	2.38	5.452000000000001	5.495	5.1610000000000005
Tspan1	0.0	0.0	0.0	0.027999999999999997	0.0
Frrs1l	0.009000000000000001	0.0	0.015	0.7440000000000001	1.939
Cntn4	0.012	0.0	0.021	0.0	0.039
Gm14305	0.493	0.381	0.22	0.579	0.799
Fam45a	9.943999999999999	6.484	8.152999999999999	9.587	8.854
4930596D02Rik	0.0	0.0	0.0	0.0	0.0
Hoxb1	0.25	0.015	0.4	0.18600000000000003	0.48700000000000004
Sergef	4.879	3.569	3.48	3.6489999999999996	3.8369999999999997
Haus4	14.085999999999999	8.841000000000001	23.695999999999998	20.570999999999998	19.689
Pcdha12	0.0	0.006	0.0	0.0	0.0
Spp2	0.0	0.0	0.0	0.0	0.0
Lpcat2	0.23600000000000002	0.011000000000000001	0.021	0.02	0.02
Cobl	0.0	0.0	0.0	0.0	0.0
Ubn2	11.727	8.585	10.101	9.472999999999999	9.661
Rdh10	3.753	4.865	3.083	6.47	3.457
Plekhh1	0.81	0.43700000000000006	1.239	2.592	1.321
Ckap5	8.785	7.077000000000001	32.885999999999996	60.598	48.54600000000001
Btnl10	0.0	0.03	0.057999999999999996	0.0	0.0
Cabyr	0.069	0.284	0.11699999999999999	0.0	0.037000000000000005
9330175M20Rik	0.0	0.0	0.0	0.0	0.0
4930520P13Rik	0.0	0.0	0.0	0.0	0.0
Fam47c	0.021	0.0	0.036000000000000004	0.033	0.034
Napepld	1.275	0.7709999999999999	2.747	1.966	1.82
Gm13128	0.0	0.0	0.034	0.0	0.0
Pyy	0.0	0.0	0.0	0.0	0.0
Casz1	0.467	0.598	1.4369999999999998	2.115	1.72
Gvin1	0.513	0.428	0.7440000000000001	0.1	0.7859999999999999
Mrps28	7.627000000000001	9.003	7.932	14.96	13.217
Gpr143	0.0	0.0	0.036000000000000004	0.0	0.0
Zfp654	7.541	14.120999999999999	12.583	12.913	12.868
Dnajb1	26.444000000000003	106.90700000000001	34.171	31.728	36.961
Hapln2	0.034	0.0	0.028999999999999998	0.0	0.055
4930572O13Rik	0.0	0.0	0.0	0.0	0.0
Otof	0.0	0.057999999999999996	0.095	0.055999999999999994	0.12300000000000001
Mapk3	29.971999999999998	16.704	38.889	50.571000000000005	50.056999999999995
Bcl7c	4.882	3.918	9.471	16.496	14.062999999999999
Gna15	2.11	0.205	0.698	2.79	0.517
Gm11937	0.0	0.0	0.0	0.0	0.142
Mir201	0.0	0.0	0.0	0.0	0.0
Sphkap	0.021	0.0	0.155	0.0	0.0
Tmed2	6.17	9.772	7.5520000000000005	8.381	9.427
4930455C13Rik	6.702999999999999	7.289	8.488	9.186	11.581
Ppp2r3d	4.3069999999999995	4.143	2.096	1.6840000000000002	2.051
Serping1	0.0	0.0	0.0	0.03	0.031
D730005E14Rik	4.809	1.338	6.587999999999999	5.278	5.723
Josd2	24.204	15.642999999999999	15.965	12.128	10.99
Zfp941	0.0	0.016	0.258	0.085	0.172
4933413J09Rik	0.08199999999999999	0.127	0.053	0.0	0.033
Idh1	3.3810000000000002	1.9240000000000002	6.129	7.572	9.636000000000001
Nr2c1	3.5869999999999997	3.9760000000000004	4.539	2.612	3.1639999999999997
Erlec1	8.511000000000001	5.751	8.975	16.447	14.964
Dap	57.277	27.340999999999998	143.986	121.835	224.946
Nle1	9.857999999999999	17.141	11.699000000000002	7.849	8.354
Wdr45	39.135	17.916	33.613	21.313000000000002	23.616
Gm6524	1.197	0.221	0.812	1.041	1.537
Tmem88	2.627	1.905	1.649	2.157	2.199
Ces2b	0.0	0.016	0.0	0.0	0.0
Dlx4	0.019	0.0	0.0	0.0	0.0
Dio2	0.0	0.016	0.11199999999999999	0.0	0.019
Ramp1	53.956	12.457	36.863	6.854	17.413
Mgst2	138.382	39.556999999999995	25.854	33.458	37.769
Xylb	0.37	0.344	0.401	0.387	0.45299999999999996
B230216G23Rik	0.18100000000000002	0.583	0.271	5.507999999999999	0.147
Cops7b	10.763	4.288	12.584000000000001	9.976	10.145
Cdipt	87.149	47.833	53.663999999999994	24.604	33.718
4933404G15Rik	0.0	0.0	0.0	0.035	0.0
Cyp2d11	0.0	0.0	0.0	0.0	0.0
D830015G02Rik	0.0	0.0	0.0	0.0	0.0
Serf2	18.8	17.894000000000002	9.566	12.806	13.107000000000001
Psmd5	18.652	15.853	16.634	18.019000000000002	18.314
Fam177a	0.009000000000000001	0.024	0.015	0.0	0.015
Il2rg	245.38400000000001	274.027	212.965	170.06799999999998	224.475
Prss53	5.072	4.675	3.3169999999999997	2.7089999999999996	2.65
Azin2	0.053	0.063	0.092	11.585	1.097
Phactr4	7.034	5.937	8.754	6.837000000000001	5.403
Il17a	0.6829999999999999	0.0	138.754	0.094	0.0
Gm595	0.016	0.0	0.0	0.0	0.027000000000000003
Ubac2	41.684	36.747	37.485	49.641999999999996	46.838
Gm14440	0.0	0.009000000000000001	0.0	0.0	0.0
Vmn1r179	0.0	0.0	0.0	0.0	0.0
Pex7	6.013999999999999	3.7239999999999998	5.949	9.09	7.955
Snord15a	0.706	1.882	0.8059999999999999	0.748	0.763
Rnf149	67.751	8.594	76.977	8.437999999999999	12.347999999999999
Armcx6	0.39299999999999996	0.758	9.026	21.807	27.096999999999998
March2	30.948	18.227999999999998	26.633000000000003	13.009	14.935
Cttn	0.682	0.298	0.8420000000000001	2.6489999999999996	2.374
Mroh8	0.252	0.537	0.604	1.361	1.828
Rab5c	75.502	61.593	71.922	67.063	60.123999999999995
Bsdc1	19.123	17.889	16.747	15.591	18.331
Svs1	0.0	0.0	0.0	0.0	0.0
Ggnbp2	46.79600000000001	47.908	36.607	51.801	47.169
1300002E11Rik	12.543	7.934	7.696000000000001	3.667	3.451
Spast	9.073	8.36	11.83	9.55	8.525
Amn1	3.536	2.8680000000000003	5.005	6.106	6.445
Tmem168	8.049	5.468999999999999	11.232000000000001	8.661	11.83
Mir6985	0.0	1.537	1.975	0.917	0.0
Sap130	21.831	17.709	15.849	20.49	17.769000000000002
Olfr592	0.0	0.0	0.0	0.0	0.0
Dmrtc1c2	0.0	0.0	0.0	0.0	0.0
Dolpp1	6.2410000000000005	6.706	6.167999999999999	10.335	9.527000000000001
Mlx	20.06	22.826999999999998	18.236	19.708	20.775
4921511H03Rik	0.0	0.0	0.0	0.0	0.0
Tmub2	28.003	16.750999999999998	18.679000000000002	18.107	20.23
Antxr2	6.7139999999999995	6.07	9.142999999999999	3.714	3.6660000000000004
Abcb11	0.484	0.044000000000000004	0.024	0.0	0.023
Ly86	3.286	0.0	0.0	0.0	0.0
Olfr796	0.0	0.033	0.0	0.0	0.0
Ugt2b35	0.0	0.0	0.0	0.0	0.0
Gm13103	0.0	0.0	0.0	0.0	0.0
Zfp449	0.48200000000000004	0.099	0.302	0.251	0.361
Prdm5	0.096	0.156	0.52	0.889	1.632
Brcc3	13.537	15.464	15.165999999999999	17.651	17.745
Rrp8	11.797	9.261000000000001	14.290999999999999	9.737	9.965
Prorsd1	4.9030000000000005	3.9010000000000002	4.138	5.276	6.482
Spice1	7.704	10.725	4.578	7.534	6.565
Taf13	5.178999999999999	6.9479999999999995	6.141	4.202	5.593999999999999
Ccr8	37.675	1.361	34.711999999999996	53.861000000000004	4.965
Olfr1135	0.0	0.0	0.0	0.0	0.0
P2rx4	9.654	7.16	11.285	10.757	13.005999999999998
Bcap29	13.331	11.529000000000002	28.872	19.365	21.566999999999997
Ubqln2	13.307	21.730999999999998	11.690999999999999	9.597999999999999	8.992
Car13	0.196	0.013000000000000001	0.569	0.552	1.298
Gm5886	0.0	0.0	0.0	0.0	0.0
Ntrk1	0.0	0.0	0.0	0.064	0.044000000000000004
Nmrk1	4.169	1.386	3.842	1.5290000000000001	4.26
Fam168a	14.850999999999999	10.812999999999999	18.677	24.055	26.595
4930515L03Rik	0.0	0.0	0.0	0.0	0.0
Nsa2	9.706	22.175	11.503	13.023	14.804
Cog4	17.476	11.584000000000001	14.025	18.436	17.768
Gpr137	10.645999999999999	3.065	10.692	5.369	7.836
Ppp2r1a	64.61399999999999	53.677	85.35600000000001	90.26100000000001	83.29799999999999
Tulp4	4.612	4.284	3.1460000000000004	1.614	2.699
Nxpe5	0.015	0.013000000000000001	0.0	0.0	0.0
Taar7e	0.0	0.0	0.0	0.0	0.0
Rfxap	9.804	8.892000000000001	10.491	12.292	11.283
Olfr1346	0.0	0.0	0.0	0.0	0.0
Eif1ax	28.685	30.503	50.261	78.461	80.47399999999999
Herpud1	23.451999999999998	44.99100000000001	19.927	23.41	28.294
Pramef25	0.0	0.0	0.0	0.0	0.0
Vmn2r22	0.0	0.0	0.0	0.0	0.0
Crygc	0.0	0.0	0.0	0.0	0.0
Cyb561d1	18.923	13.939	7.893	6.65	5.7829999999999995
Trim52	0.0	0.052000000000000005	0.0	0.094	0.0
Fam151a	1.999	0.7490000000000001	1.633	1.4580000000000002	2.199
Atpif1	25.730999999999998	10.764000000000001	59.352	72.72399999999999	82.64200000000001
Raph1	2.148	0.628	10.882	7.149	13.609000000000002
Akap17b	0.366	1.401	1.996	0.8059999999999999	1.406
Olfr1029	0.0	0.087	0.0	0.0	0.0
Slu7	23.441999999999997	19.584	20.274	14.845	17.416
Gm4027	0.0	0.0	0.0	0.0	0.0
Clec12b	0.0	0.0	0.0	0.0	0.0
Mir8100	0.0	0.0	0.0	0.0	0.0
Tjp3	6.061	1.433	3.378	5.886	4.27
Rnh1	33.175	17.487000000000002	93.413	74.259	195.202
Mlec	66.904	34.330999999999996	119.867	76.42699999999999	95.98299999999999
D930007P13Rik	0.0	0.0	0.0	0.042	0.0
Olfr847	0.0	0.0	0.0	0.0	0.06
Gpr137c	0.142	0.177	0.049	0.136	0.069
Csmd1	0.002	0.0	0.0	0.0	0.004
Snord1b	0.455	1.618	0.779	0.7240000000000001	0.0
Ranbp9	36.677	47.82	34.868	34.126999999999995	39.241
Srebf1	25.816	20.506	53.896	57.72	52.955
Olfr1290	0.0	0.0	0.0	0.0	0.0
Usp40	5.504	3.0839999999999996	6.034	4.6339999999999995	5.372000000000001
Unc5a	0.752	1.2819999999999998	0.03	0.083	0.071
Cmtm7	84.535	16.729	20.813000000000002	16.064	21.041
Clk4	44.013999999999996	53.254	32.919000000000004	33.174	26.2
Xpc	17.516	9.849	7.622000000000001	5.632000000000001	5.896
Mir6385	0.0	3.5469999999999997	1.139	3.702	3.235
Slc9b2	5.888	0.124	20.048	6.419	16.561
Anapc10	1.969	1.639	1.992	1.9480000000000002	2.367
Smc5	8.738	10.81	12.785	24.543000000000003	20.33
Cypt1	0.0	0.0	0.0	0.0	0.0
Cep85l	1.578	1.9409999999999998	0.9740000000000001	4.3580000000000005	2.2
Amigo3	7.944	6.825	3.452	2.3609999999999998	2.87
Nfrkb	27.33	26.211	19.062	17.968	14.8
Pdzk1	2.097	2.5269999999999997	2.083	1.002	1.449
Lamc1	1.787	0.024	21.56	13.245	22.579
Vprbp	12.014000000000001	14.06	12.352	20.826	16.957
Pold1	9.692	11.133	20.41	56.06	35.088
Rab39b	0.02	0.0	1.081	0.275	0.446
Slc35g1	4.524	5.064	5.64	7.617999999999999	5.582000000000001
BC117090	0.0	0.0	0.0	0.0	0.0
Atp11b	54.229	61.621	30.099	167.479	117.616
Ier2	31.785	114.37	58.227	66.486	54.192
Hps4	10.921	5.181	8.059	10.495999999999999	9.035
Olfr350	0.0	0.0	0.0	0.0	0.06
Vmn1r151	0.0	0.0	0.0	0.0	0.0
Cecr2	0.023	0.03	0.006	0.03	0.079
Cdkn1c	0.7659999999999999	0.81	0.34299999999999997	1.681	0.945
Ugt1a10	0.032	0.01	0.9159999999999999	0.051	0.087
Samhd1	290.15	89.79700000000001	295.547	264.47	535.198
Ahrr	0.528	0.006999999999999999	2.247	0.14	0.059000000000000004
Kantr	2.4330000000000003	2.387	2.94	5.277	5.486000000000001
Dcc	0.006999999999999999	0.0	0.006	0.0	0.0
Zfp553	11.629000000000001	5.956	12.244000000000002	10.722000000000001	10.292
Gm16982	2.329	2.4090000000000003	3.08	2.839	3.28
D130009I18Rik	0.039	0.0	0.0	0.0	0.0
Rnd3	0.061	0.033	0.105	2.867	0.06
Cldn20	0.579	0.42	0.09	0.33399999999999996	0.085
Tmem54	0.0	0.0	0.055	0.0	0.0
Gbp5	9.251	4.302	47.07	24.815	148.893
Tctn3	5.136	2.201	3.1710000000000003	5.361000000000001	3.705
Olfr1243	0.0	0.0	0.0	0.0	0.0
5730409E04Rik	0.146	0.011000000000000001	0.45799999999999996	0.155	0.256
Sp7	0.03	0.013000000000000001	0.026000000000000002	0.048	0.07400000000000001
Cxcl11	0.0	0.0	0.0	0.0	0.0
Nron	0.027999999999999997	0.008	0.0	0.0	0.0
Art1	0.0	0.109	0.0	0.0	0.04
Alg2	10.618	6.297000000000001	9.573	11.43	9.759
Gm13483	0.06	0.0	0.051	0.095	0.09699999999999999
Iws1	10.534	8.062999999999999	9.552	11.835	10.238
Eif4a3	30.741	41.428999999999995	38.431	36.102	28.715
Olfr224	0.0	0.0	0.0	0.0	0.0
Wdr16	0.0	0.0	0.0	0.0	0.0
5430434I15Rik	0.0	0.0	0.0	0.0	0.045
Mlxipl	0.01	0.0	0.065	0.212	0.124
Fam204a	5.042	4.584	7.05	7.497000000000001	7.809
Rtca	11.544	9.1	13.748	14.365	16.601
Vmn1r208	0.0	0.0	0.0	0.0	0.061
Catsperb	0.0	0.0	0.0	0.0	0.015
Tbx20	0.0	0.0	0.042	0.039	0.04
Klhl24	28.983	10.437999999999999	29.98	20.105	28.664
Defb33	0.0	0.0	0.0	0.0	0.0
B630005N14Rik	6.6979999999999995	5.7620000000000005	7.207999999999999	8.795	10.716
Gnpnat1	4.395	4.0489999999999995	4.663	6.114	8.096
Tm7sf3	5.457000000000001	3.2710000000000004	4.598	5.704	8.484
Gm18409	0.0	0.0	0.0	0.022000000000000002	0.0
Pax8	0.027000000000000003	0.14400000000000002	0.0	0.0	0.0
Mir1936	0.0	0.0	0.0	0.0	0.0
1700027A15Rik	0.0	0.0	0.0	0.0	0.0
Gm20611	0.031	0.0	0.0	0.0	0.05
Ncoa5	24.388	17.419	22.67	9.943999999999999	10.593
Vmn1r124	0.0	0.0	0.0	0.0	0.0
Cks2	2.9139999999999997	3.926	11.264000000000001	17.005	15.707
Slc25a17	15.612	16.500999999999998	39.387	30.759	38.298
Aqp12	0.0	0.0	0.0	0.0	0.0
Srsf5	112.227	255.386	71.888	82.31	78.979
Olfr1331	0.0	0.0	0.0	0.0	0.0
Espl1	2.004	0.107	14.431	25.932	19.057000000000002
Gm20597	0.013000000000000001	0.0	0.011000000000000001	0.01	0.0
Gm5477	0.0	0.0	0.0	0.0	0.0
Tmem160	25.595	13.889000000000001	27.28	14.668	21.807
Mrgpra2a	0.0	0.0	0.0	0.0	0.0
Mcm7	16.614	14.561	40.49	56.117	33.659
Lrp8	1.641	1.906	3.388	7.485	4.124
Atg9b	0.258	0.261	7.119	6.257000000000001	8.788
Fkrp	9.65	7.428999999999999	11.823	5.715	6.727
Foxp1	55.826	47.245	32.027	21.335	25.351999999999997
Rbmy	0.0	0.0	0.0	0.0	0.0
AA413626	2.497	1.5290000000000001	0.737	0.821	0.6970000000000001
Sltm	36.699	41.625	32.644	21.997	25.506999999999998
Gm9992	0.0	0.0	0.0	0.0	0.0
Jmjd6	15.325	33.848	30.834	76.04899999999999	59.115
H2-Q6	23.003	49.022	0.6679999999999999	7.8420000000000005	21.74
1700019O17Rik	0.0	0.0	0.0	0.032	0.0
H19	0.0	0.0	0.0	1.7469999999999999	1.008
4930478L05Rik	0.0	0.066	0.095	0.17600000000000002	0.09
Crygs	0.098	0.0	0.0	0.0	0.0
E2f7	0.431	0.017	2.951	3.515	2.126
Adnp	35.19	31.541	40.139	34.496	34.089
Efhc1	0.71	0.252	0.7290000000000001	0.401	1.226
Vmn1r223	0.0	0.0	0.0	0.0	0.0
Gm5122	0.064	0.0	0.218	0.539	0.069
Cldn25	11.460999999999999	7.202999999999999	122.611	9.597000000000001	11.724
Gpr61	0.122	0.0	0.048	0.015	0.03
1700020N01Rik	0.0	0.0	0.055999999999999994	0.0	0.106
Cldn12	0.248	0.389	0.375	1.09	2.315
Gm13315	0.664	0.0	5.864	7.556	7.278
B4galt5	5.745	9.391	9.099	19.914	8.519
Sirt4	5.194	3.042	7.127000000000001	6.2620000000000005	6.71
Tmem247	0.0	0.0	0.0	0.0	0.0
1810011O10Rik	0.0	0.0	0.08900000000000001	0.0	0.0
Kif5c	0.594	0.20800000000000002	4.053	0.161	0.239
Olfr1121	0.0	0.0	0.0	0.0	0.0
Abcf3	19.219	13.17	16.185	14.0	12.228
Nt5dc2	0.794	0.022000000000000002	6.837000000000001	16.719	9.607000000000001
Pcdhb2	0.0	0.0	0.0	0.0	0.0
Add2	0.0	0.0	0.018000000000000002	0.0	0.0
Acat3	8.267999999999999	10.649000000000001	16.157	37.81	49.108000000000004
Sgsm1	0.0	0.0	0.0	0.0	0.0
Smcp	0.0	0.0	0.0	0.0	0.0
4930550C14Rik	0.198	0.075	0.6759999999999999	0.8079999999999999	0.6859999999999999
Adad1	0.0	0.0	0.0	0.084	0.028999999999999998
Gm13083	0.0	0.0	0.0	0.0	0.0
Nfkbie	15.935	9.668	9.526	8.412	9.412
Fdxacb1	3.0380000000000003	2.355	2.915	3.237	3.215
Pigr	0.045	0.0	0.015	0.875	0.08800000000000001
Chrna7	0.0	0.03	0.057	0.0	0.054000000000000006
Snx25	8.212	6.295	18.49	25.526999999999997	20.943
Dspp	0.0	0.0	0.0	0.0	0.0
Fastk	35.709	24.919	26.185	33.04	33.191
Gm6406	0.0	0.0	0.0	0.0	0.0
Nt5m	8.152999999999999	4.543	7.16	6.437	10.187999999999999
Mir485	0.0	0.0	0.0	0.0	0.0
Olfr821	0.0	0.0	0.0	0.0	0.0
Ccr6	25.14	0.0	17.232	0.0	0.092
Cyp2a22	0.016	0.0	0.0	0.0	0.0
Becn2	0.0	0.0	0.033	0.062	0.126
Olfr1336	0.0	0.0	0.0	0.0	0.0
Col4a3bp	18.331	17.172	26.706999999999997	15.282	20.988000000000003
Alkbh3	13.714	11.776	10.789000000000001	13.130999999999998	14.075999999999999
Pole	2.259	0.8690000000000001	13.015	21.146	13.817
Clnk	0.0	0.0	0.0	0.0	0.036000000000000004
Fkbp8	147.621	87.18299999999999	97.59200000000001	84.573	85.454
Ssu72	36.168	28.480999999999998	40.205	40.646	48.308
Rin1	0.35700000000000004	0.42100000000000004	0.114	0.013000000000000001	0.14800000000000002
Mir3475	0.0	0.0	0.0	0.0	0.0
Rrh	0.0	0.0	0.0	0.0	0.0
Olfr1261	0.0	0.0	0.0	0.0	0.0
Folr1	0.0	0.0	0.0	0.0	0.043
Runx1t1	0.062	0.004	0.040999999999999995	0.0	0.023
Cypt3	0.0	0.0	0.0	0.0	0.085
Six3os1	0.0	0.0	0.0	0.0	0.0
Ctag2	0.0	0.036000000000000004	0.0	0.0	0.0
Srsf3	17.077	60.33	35.576	29.842	24.304000000000002
9330020H09Rik	0.96	1.651	1.02	0.899	0.982
Arid5a	23.929000000000002	18.918	59.907	97.021	44.633
1700031P21Rik	0.0	0.0	0.0	0.0	0.0
Odf3l1	0.0	0.057	0.0	0.0	0.0
Etd	0.0	0.0	0.0	0.0	0.0
Zfp946	0.726	1.131	0.489	0.17	0.48200000000000004
Olfr908	0.0	0.0	0.0	0.0	0.06
Olfr318	0.0	0.0	0.0	0.0	0.0
Tmem154	12.648	15.429	3.608	9.589	14.015
Ecsit	13.568	12.485999999999999	13.356	12.588	14.427
Mir144	0.0	0.0	0.9109999999999999	0.0	0.0
9330159F19Rik	0.0	0.0	0.0	0.0	0.0
Mrpl45	11.465	6.093999999999999	13.581	31.468000000000004	28.605
Lhb	0.0	0.061	0.0	0.0	0.0
Mir6404	0.0	0.0	0.0	0.0	0.0
Olfml3	0.08	0.231	0.10300000000000001	0.0	0.065
Junb	33.857	725.632	153.569	241.048	215.93599999999998
Alg13	2.037	1.919	2.612	4.667	3.622
Krba1	10.757	9.135	5.7589999999999995	5.82	5.933
Scara5	0.0	0.0	0.016	0.015	0.0
Mir5131	2.2569999999999997	1.671	1.932	3.5869999999999997	1.829
Crisp2	0.0	0.043	0.0	0.0	0.0
