Gene symbol	mouse_spleen_and_lymph_nodes_Th0_cells	mouse_spleen_and_lymph_nodes_Th17_cells	mouse_spleen_and_lymph_nodes_exFoxp3Th17_cells	mouse_spleen_and_lymph_nodesTreg_cells
Ldhb	132.035	122.447	557.991	377.135
Hmga1 /// Hmga1-rs1	166.10299999999998	140.688	60.0495	225.01
Adh5	1689.61	1600.4	1708.86	1501.02
Pnrc2	849.738	519.266	1023.59	630.385
Pnrc2	1153.45	669.59	1190.3	795.2
Gm2a	140.25	93.1573	136.161	172.42700000000002
Sec61a1	1302.68	1531.92	1433.95	1666.55
Sec61a1	32.0069	15.1295	18.3407	26.9194
Sec61a1	53.0896	46.6741	54.3639	62.1439
Napa	59.023999999999994	54.9206	57.2485	43.7606
Car1	3.4448	4.2809099999999995	3.3374699999999997	7.166410000000001
Cyp4b1	3.6236900000000003	3.6408099999999997	5.4105099999999995	9.24413
Inpp5k	362.15	222.12900000000002	447.846	200.267
Rpsa	11.2911	13.0371	9.674389999999999	12.6432
Snrpc	552.425	458.736	427.115	561.485
Th1l	233.48	193.69099999999997	166.113	195.327
Kifc3	12.7072	11.9512	53.129	9.81218
Il33	0.9691059999999999	6.30233	3.5632599999999996	4.76169
Crk	98.6071	180.822	157.216	146.494
Phb2	723.75	536.997	497.245	603.928
Aqp1	8.57678	6.8724	8.77825	7.212219999999999
Gpd1	7.46904	8.15592	6.30169	12.0336
Glb1	232.015	241.328	273.296	273.631
Sipa1	124.132	93.8957	94.964	142.362
Taz	174.63099999999997	172.356	201.93	140.158
Usp14	287.138	451.561	271.48900000000003	401.658
Glud1	971.706	1207.46	1098.28	1237.93
Imp3	759.515	690.9069999999999	710.232	649.158
Ptn	0.7036479999999999	0.525734	8.541830000000001	0.5414760000000001
Magoh	1986.89	1532.28	1390.92	2036.99
Surf4	95.2526	178.804	109.96	140.717
Mcm4	1075.02	1076.33	538.891	1696.11
Gosr1	327.85	174.97799999999998	276.438	236.273
Reps1	271.296	184.828	255.058	298.82599999999996
Rpl37a	5138.4	4103.61	5138.12	4315.88
Rpl37a	258.421	289.269	181.957	197.49400000000003
Rpl19	6574.28	5481.46	6435.16	5407.83
Spcs1	1407.37	1492.57	1363.01	1614.18
Fstl1	4.17122	2.22439	4.2562	2.37643
Nsdhl	373.77099999999996	233.40200000000002	183.916	252.208
Sh3bp5l	75.0574	41.2164	93.9481	55.8821
Zbtb17	88.2597	63.0115	80.2576	63.0991
Adh1	211.88400000000001	19.7189	250.50799999999998	15.6433
Arpc1b	2888.24	2130.35	2092.21	2696.67
Arpc1b	39.3148	27.671999999999997	62.1932	43.7674
Pin1	390.12199999999996	456.606	330.461	508.36
Rfk	104.10700000000001	220.91099999999997	164.567	268.78700000000003
Rfk	89.9523	154.188	148.554	159.904
Vac14	34.885999999999996	25.6213	18.2919	25.5696
Olig2	1.07948	3.8837900000000003	0.526245	1.04172
Eif3i	3224.13	2907.15	3238.3	2683.68
Lrrc59	295.466	377.434	224.074	448.787
Lrrc59	151.954	172.007	98.6289	186.607
Mpzl2	0.301273	28.8451	70.1531	24.9041
Mpzl2	1.66953	7.114739999999999	7.92652	4.378080000000001
Tie1	0.394092	3.30577	0.581101	0.358257
Ass1	212.12900000000002	131.602	99.62700000000001	233.31
Psmb7	212.685	249.19299999999998	258.605	333.026
Sec13	446.779	606.435	450.38800000000003	623.705
Klhl13	11.1945	1.13628	6.105119999999999	0.505097
Gm10269 /// Rpl35	5574.38	4880.83	5719.23	4528.87
Cnbp	2722.68	2775.37	2347.33	2625.65
Aurkaip1	983.015	796.4	724.0	907.212
Coro1a	4458.94	2810.25	3108.33	3704.07
Dctn3	729.029	863.202	841.4839999999999	785.456
Nadk	200.128	218.86	273.42400000000004	336.49
Nadk	86.8697	88.2453	83.5805	105.29899999999999
Btg2	939.36	387.707	863.962	302.335
Mcm6	1314.67	1446.36	802.4810000000001	1917.65
Stk38	2153.04	969.415	1571.28	1061.56
Cdkn2d /// Gm4694	1142.19	1601.32	1180.98	1483.45
Vps16	355.116	264.012	223.585	281.407
Gja4	5.79962	3.69078	1.26125	7.59497
Tubb5	3209.69	2622.89	2739.17	2990.22
Capn2	792.041	788.3860000000001	612.0509999999999	1338.79
Tk1	311.47	216.22400000000002	94.5165	338.694
Pex12	127.786	86.9327	96.3752	80.6427
Snx1	285.63599999999997	311.70099999999996	288.905	290.442
Tmem19	80.2328	107.146	178.418	74.0426
Tmem19	76.0187	62.0354	141.374	60.3122
Abcb9	57.3152	43.4848	15.458	20.6199
Abcb9	28.1717	27.0446	10.9565	11.7868
Capn10	37.5174	21.9108	43.7753	25.8667
Pdyn	1.34418	0.966568	0.8425530000000001	3.7286900000000003
Scoc	84.1185	137.178	104.016	119.265
Ets2	178.21400000000003	54.0384	65.3929	101.044
Atp5j2	2712.47	2371.37	2238.86	2673.38
Polr2g	789.3810000000001	775.328	873.717	768.436
Perp	9.56617	45.507	102.28399999999999	104.525
Mapksp1	393.041	282.449	257.438	374.994
Tnfaip2	5.08044	6.0662	9.22893	2.6654299999999997
Ctns	14.9362	21.4424	41.8268	10.456
Slc26a6	36.5722	13.4382	37.9317	14.3554
Rps4x	6777.27	5545.19	6911.15	5823.88
Rplp1	6263.73	4989.02	6184.04	5275.16
Atp5o	1795.94	1376.23	1170.48	1685.05
Ap1b1	170.46099999999998	112.645	93.0062	140.164
Uba2	1244.99	1420.77	987.0830000000001	1563.97
Wdr45l	306.66900000000004	271.12	258.814	288.786
Psmc3	1336.22	1075.8	1226.46	1362.11
Gart	164.36700000000002	165.43200000000002	76.0014	197.02
Mrpl28	405.941	319.123	229.09400000000002	422.536
Ndufc1	878.707	826.615	642.0830000000001	1007.66
Rgs4	1.15806	0.684688	0.30206700000000003	0.31043200000000004
Rgs4	7.98372	0.463267	3.2216400000000003	3.80845
Dnaja1	1610.71	1527.28	1792.5	2055.56
Plod1	1.1488399999999999	5.33801	25.748	10.1395
Psmc4	1585.49	1496.13	1177.63	1996.18
Psmc4	422.358	573.646	426.711	503.00199999999995
Prdx3	434.63300000000004	456.98400000000004	432.787	388.788
Nfib	5.85733	3.71109	3.87371	0.7689010000000001
Scamp3	178.43	146.735	244.65	159.655
Il2rg	3311.83	3540.33	2610.06	2299.97
Il2rg	732.525	874.073	605.5419999999999	436.721
Reg3b	13.5692	1.01876	2.31394	8.2909
Mmp9	6.26116	0.993078	5.79897	13.8229
Shcbp1	1020.92	660.4069999999999	209.02599999999998	1053.88
Slc25a3	3085.25	3252.07	3670.26	2987.86
Ebf1	3.09479	30.1431	9.57814	4.849819999999999
Ebf1	1.77594	6.3045800000000005	6.8847	1.13744
Litaf	119.897	101.19200000000001	477.491	297.89599999999996
Litaf	39.4834	22.3213	92.2641	71.4246
Sh3bp4	15.1403	38.3582	62.2564	16.1796
Clca3	0.38088	0.350597	0.22481199999999998	0.250078
Ap1m1	306.558	137.814	162.496	224.66
Ugdh	455.838	745.655	631.002	544.491
Nusap1	2102.94	1292.3	674.638	1746.2
Nusap1	23.4502	11.7996	6.38152	22.0041
Tuba3a /// Tuba3b	97.1305	77.1631	29.389	130.077
Rars	648.1030000000001	680.909	399.375	714.05
Mllt11	184.91299999999998	161.281	171.13400000000001	127.928
Mllt11	10.04	8.687289999999999	13.1394	15.5006
Abhd4	26.1545	39.7948	68.9218	37.0144
Slc27a2	0.9062100000000001	1.9801900000000001	3.25326	0.980914
Stambp	113.704	101.994	119.31700000000001	115.15700000000001
Serpinb1a	1.1545299999999998	1354.45	203.99200000000002	515.438
Adk	370.341	290.123	419.88800000000003	197.769
Sec22a	67.9814	108.2	107.436	67.1993
Prelp	5.85631	0.716476	7.045910000000001	5.2592099999999995
Prelp	1.70416	1.21738	0.5046510000000001	2.75451
Kctd20	109.58	65.6227	79.1304	88.4261
Kctd20	99.0225	41.206	88.2811	88.2294
Crisp1	0.272485	3.9610199999999995	0.679138	2.25935
Crip1	5686.06	2516.01	1526.46	4654.69
Ufc1	829.632	705.4780000000001	1053.17	718.4169999999999
Atp6v0e	1213.53	1334.06	1316.67	1217.07
Cyfip1	293.78700000000003	427.702	807.074	928.6060000000001
Cd81	368.973	906.936	497.464	705.3989999999999
Nfe2l1	109.604	115.12299999999999	160.423	101.387
Cirbp	291.145	251.391	249.861	283.87
Dok2	288.353	185.91400000000002	206.483	300.255
Wwox	19.1844	24.1207	22.6277	9.26096
Mif	3563.73	3494.89	1687.39	3511.12
Snrpd1	735.6030000000001	909.0	316.973	1002.0
Uqcrb	912.3939999999999	1192.77	922.097	1318.82
Sh3gl1	161.74	98.5215	133.378	108.339
Prkcsh	203.91	220.709	150.73	195.919
Man2b1	825.426	514.785	451.366	587.923
Polr2c	544.811	647.0509999999999	487.07800000000003	644.411
Tnc	0.816719	0.770274	0.9637680000000001	4.407109999999999
Lamp2	165.99	305.411	308.171	209.395
Lamp2	367.853	691.763	957.404	456.898
Timm8a1	296.512	562.575	135.19	528.151
Timm8a1	102.553	231.19299999999998	55.4015	201.25400000000002
Men1	126.955	103.795	76.2484	95.5898
Men1	11.5779	17.2599	1.16346	15.969000000000001
Mrpl34	473.035	388.67900000000003	498.52	403.684
Klf16	90.1961	73.9217	45.5312	96.0204
Map2k1	397.664	731.212	398.517	684.462
Tecr	256.522	198.778	176.7	194.43599999999998
Nr1h2	55.3431	35.939	22.247	42.8287
Rbmx	87.8192	30.1735	36.9877	119.8
Rbmx	36.2774	15.8078	17.6181	23.3274
Gmpr2	236.959	269.492	222.71200000000002	239.947
Mcam	1.60361	4.84202	1.95616	18.6902
Mfsd10	71.527	62.3918	47.1959	82.2024
Snx18	127.025	176.362	147.496	295.548
Snx18	38.4634	43.7541	38.8643	86.7925
Dync1i1	5.36423	9.023	1.5654299999999999	5.402
Fkbp4	140.46200000000002	140.53799999999998	70.9965	144.692
Fkbp4 /// LOC100048743	61.2189	16.7529	19.0785	27.2309
Hsp90ab1	2366.15	3419.74	2556.02	2706.54
Hsp90ab1	2168.08	3203.2	3022.95	3026.49
Ndufc2	1452.67	1633.25	1552.6	1677.56
1110001J03Rik	150.291	91.6245	91.111	167.39700000000002
Gsta4	10.3538	3.78061	7.43542	18.9731
Hiatl1	289.587	321.926	352.102	340.296
Zscan21	120.652	92.7144	134.737	116.214
Apod	1.62845	0.816811	2.9621299999999997	7.44326
Ptdss1	195.838	236.513	283.53700000000003	231.84
Nfs1	285.092	344.44199999999995	339.483	306.487
Ap3m1	45.7131	87.0052	73.1005	87.1356
Ap3m1	56.7428	51.5815	57.1581	36.2963
Tmem97	143.507	94.0368	28.0412	131.886
Pdcd7	154.936	111.274	121.86399999999999	127.275
Pnkp	106.319	87.4353	106.315	112.027
Panx1	358.852	257.33	175.697	359.166
Mov10	44.3386	116.488	19.8657	89.2246
Prdx5	271.613	600.114	382.48199999999997	387.94699999999995
Ctsc	1039.12	1638.29	3407.79	1228.57
Pcx	73.1721	123.38	13.6436	147.13299999999998
Cope	826.83	1170.14	774.405	979.051
M6pr	818.825	816.421	598.476	824.7660000000001
M6pr	122.027	155.66899999999998	97.9336	131.14
Pip4k2c	134.47899999999998	96.4066	109.74600000000001	132.616
Pip4k2c	1.14171	4.86557	10.0941	8.70916
Rcbtb2	395.798	276.82	384.1	270.78
Rcbtb2	52.4062	34.2433	49.953	42.4346
Ptcd1	46.4317	26.2813	43.578	21.5228
Atp6v0c	689.927	761.232	802.36	784.938
Emg1	2143.82	1583.85	1501.49	1596.61
Bag1	929.0260000000001	864.995	807.7239999999999	834.613
Guk1	194.52599999999998	226.80900000000003	217.35	165.817
Snx4	5.97914	5.81502	4.8003599999999995	5.44995
Mesdc1	28.0041	27.8139	13.6399	28.7417
Mesdc1	7.336530000000001	7.661110000000001	5.43569	11.4107
Hmox2	610.991	731.577	744.0269999999999	623.196
Pycrl	59.4833	66.2227	61.3796	72.133
Cd82	729.773	1062.35	493.594	826.3439999999999
Abcb10	67.6473	102.405	123.596	77.5538
Abcb10	28.5447	48.7154	60.8078	34.306
Rps16 /// Rps16-ps2	8517.18	7140.98	7646.34	6810.89
Bgn	1.46474	3.29584	0.500472	0.622433
Pea15a	73.5338	36.4687	63.7812	46.256
Pea15a	102.824	69.4661	120.337	84.1696
Acox1	98.0193	125.416	205.747	110.065
Acox1	59.5519	46.351000000000006	62.79	53.1889
Pafah1b3	223.294	330.569	177.118	294.92400000000004
Gstm2	6.41118	4.89053	5.3527	4.16815
Nsmaf	204.78799999999998	120.584	168.417	156.838
Ctsj	1.19485	1.49072	0.50517	0.559304
Emilin1	15.0763	32.5655	16.3528	1.3679299999999999
H2afz	5615.84	4449.42	4189.85	5822.39
Gstm1	11.4165	23.7216	5.117290000000001	11.5952
Ndufb7	1984.67	1375.61	1144.04	1869.38
Gabarapl1	30.8827	343.838	110.23899999999999	47.0796
Gabarapl1	78.0719	518.118	180.736	88.9412
Rpl9	6270.69	5980.7	6349.2	5570.72
Ssb	323.274	673.0110000000001	417.07599999999996	529.9540000000001
Ssb	370.315	583.669	327.58	435.585
Ssb	241.73	318.546	248.192	246.40200000000002
Plin3	228.581	122.965	250.858	100.62899999999999
Pex19	85.9613	87.8632	89.55	89.5496
Rab5a	763.4939999999999	1019.09	755.633	964.5110000000001
Ccni	2581.44	2838.97	4797.44	1883.62
Thap11	246.16299999999998	187.688	321.5	152.717
Cat	1148.6	837.801	740.3380000000001	894.72
Cat	707.8489999999999	395.832	561.253	478.376
Tubb6	12.7528	168.562	88.8878	101.565
Pfkfb3	56.7374	126.39399999999999	49.9466	85.1356
Rpa2	466.31199999999995	352.769	209.27599999999998	620.2090000000001
Bcl2l10	6.1677800000000005	2.12875	0.370807	7.88773
Ltbr	6.23183	4.652340000000001	2.13136	1.22739
Uqcc	56.7078	42.288999999999994	39.8075	43.8262
Mapk8ip3	15.2513	8.8003	15.4322	10.28
Puf60	557.058	466.61699999999996	352.86	530.736
Dctpp1	284.856	250.123	100.935	315.78700000000003
Cd164	1559.78	1599.16	1812.87	1626.66
Pgcp	19.104	20.6544	50.36	32.9576
Ier2	538.184	920.967	580.189	695.424
Sae1	839.842	1004.96	556.101	1190.77
Elovl2	3.94726	0.284221	0.43563199999999996	3.24163
Fam98a	211.983	378.195	390.22	270.939
Tmem30a	494.918	1160.81	680.158	655.344
Tmem30a	533.9159999999999	1185.77	821.2760000000001	839.7869999999999
Itpa	266.637	363.375	373.346	349.033
Stxbp2	115.49600000000001	107.68799999999999	119.104	92.5177
Taf8	54.843	17.7566	29.44	28.1493
Taf8	160.459	86.7003	126.98	99.3829
Oat	600.501	787.3860000000001	424.279	706.962
Gm10063 /// Rps12 /// Rps12-ps2	6422.31	5370.58	6649.59	5360.66
Acta2	18.3676	3.9138699999999997	13.3787	0.763505
Cryab	0.497615	1.95259	0.855507	0.23687399999999997
Chia	8.113339999999999	0.786726	13.2586	6.44402
Ddah2	70.5454	35.4956	44.167	37.0894
Arf2	51.4781	56.0351	43.6925	45.8099
Arf2	16.9931	17.2901	32.4959	26.1759
Miox	1.3499299999999999	3.78462	7.7115800000000005	3.0141
Caprin1 /// LOC100504494	1713.14	1904.58	2225.8	2164.09
Caprin1	777.6039999999999	1021.23	1214.56	1134.91
Caprin1	19.3471	16.9248	16.1914	21.2258
Slc4a1	7.050789999999999	3.8530800000000003	3.89236	3.97785
Vapa	1745.77	2412.26	2556.44	1865.4
Vapa	1164.55	1627.12	1742.89	1269.17
Ddx3x	306.374	380.246	399.015	345.68699999999995
Aldh1a1	5.29365	0.24058400000000002	0.47846700000000003	0.580642
Luzp1	35.6304	77.8508	75.0788	73.15
Rpn1	541.309	602.335	367.459	819.8480000000001
Cept1	670.0039999999999	716.383	796.579	718.528
Syap1	283.22900000000004	457.815	541.643	410.204
Igdcc4	6.132619999999999	3.0121900000000004	0.59542	10.4465
Igdcc4	4.43139	2.7158900000000004	0.740104	0.80543
Ube2d2	180.584	146.24200000000002	165.141	166.521
Ube2d2	2114.07	1788.65	1487.1	2117.54
Ube2d2	1134.99	938.393	1368.38	1068.47
Mdh2	2042.09	1979.88	1888.79	2147.6
Tmem14c	1077.68	968.4780000000001	879.041	1069.52
Gm9790 /// Higd1a	2102.69	3255.03	934.712	3179.79
Higd1a	75.8746	119.552	54.1687	108.57600000000001
Ttc3	24.2905	55.6202	154.941	23.8881
Ttc3	108.42200000000001	222.475	678.3480000000001	97.6046
Ttc3	49.0013	146.68	411.665	69.6195
Timm23	1097.18	1684.5	926.9639999999999	1325.49
Aimp1	990.86	1009.21	1182.36	764.33
Yap1	1.98055	1.12204	0.51788	6.75475
Ccng2	1858.03	1745.06	3566.98	1531.34
Pi4k2b	70.509	135.75	108.45200000000001	125.869
Tmed6	0.334381	4.86676	2.6606	3.00882
Numbl	22.8956	1.65355	15.2082	24.6018
Ccne1	170.252	123.084	58.5535	263.03700000000003
Ddost	602.12	640.077	372.436	666.138
Ndufs5	850.225	882.605	891.4	902.534
Ndufs5	902.3910000000001	1018.51	876.686	995.783
Mrfap1	1317.39	1435.06	1503.6	1491.72
Pdia4	201.583	260.466	113.314	375.466
Ppic	160.975	38.9168	122.061	39.6644
Dctn6	2135.78	1491.25	1290.9	2231.59
Sacm1l	599.317	650.321	531.066	686.79
Pdpk1	552.849	488.94300000000004	570.727	511.48199999999997
Preb	225.08700000000002	190.50599999999997	145.312	173.322
Lxn	236.248	616.686	858.8989999999999	636.047
Ulk1	1.68144	13.9302	12.6568	17.6549
Nr4a1	50.532	97.4487	48.0967	103.477
Psma6	1430.61	2253.99	1617.86	1759.35
Cnpy2	21.9529	19.6886	11.2743	11.4841
Med28	867.133	834.76	794.675	844.6339999999999
Tm9sf3	822.5930000000001	1207.7	1051.27	1074.03
Mrpl4	303.233	340.478	335.88599999999997	335.805
Cdc42ep4	15.2883	21.2292	13.0042	11.4215
Nubp2	199.49099999999999	268.89799999999997	199.858	219.49099999999999
Lamb2	5.40081	6.01664	0.766152	1.92187
Fscn1	0.468582	74.0478	170.22799999999998	28.0648
Fscn1	2.83544	4.61388	2.4104200000000002	0.26054499999999997
Fscn1	2.54872	2.1377099999999998	4.505380000000001	4.58715
Pnpla6	56.0221	48.6697	80.1054	45.0426
H1foo	0.868482	5.32892	0.633971	0.813438
Gm13611 /// Rpl36	6441.9	5340.17	6346.79	5285.4
Gm13611 /// Rpl36	3809.85	3295.09	3688.24	3050.43
Sepw1	65.7353	66.3161	87.5503	90.2398
Grcc10	1410.34	1172.86	1625.81	1124.52
Rnase1	0.48866000000000004	0.69287	3.89665	0.742751
Spop	740.039	752.775	1169.43	691.716
Spop	211.264	314.025	461.48400000000004	258.281
Park7	1470.77	1623.93	751.803	1660.43
Rab32	30.6016	29.5774	75.6507	30.3386
Sh3bgrl3	2894.16	2268.04	2413.17	2580.01
Emp1	75.0685	858.313	351.337	300.64599999999996
Pnp	1140.62	1441.89	1095.26	1186.27
Gsto1	112.965	269.498	386.0	416.963
Trrap	318.98400000000004	196.924	249.62	211.66099999999997
Egln2	285.268	212.497	250.585	254.215
Dpf2	235.38099999999997	250.892	354.358	229.90599999999998
Mcrs1	218.46099999999998	110.99799999999999	151.86700000000002	167.108
Mum1	341.223	205.25400000000002	168.78099999999998	270.433
Creld1	2.55208	9.47988	12.0383	10.0196
Siae	25.8895	23.7238	74.1932	28.2471
Siae	49.1248	23.4312	82.0862	17.7374
Hgs	102.13600000000001	73.3764	75.3947	60.9974
Clpb	30.2453	44.645	99.5624	27.8755
Phf1	53.8302	36.2616	32.0417	28.7669
Nfe2l2	630.294	604.3530000000001	421.74199999999996	295.35900000000004
Ezh2	1259.53	908.222	887.52	1427.83
Zdhhc7	171.36700000000002	115.595	141.187	113.84100000000001
Rpl6	5945.12	5201.47	6017.96	5027.16
Ndufb3	1146.98	1023.69	865.5239999999999	1144.12
Slc35b4	53.597	42.3093	51.5242	48.86
Slc35b4	52.7325	46.9432	50.8993	59.1358
Slc35b4	31.9731	20.5472	33.6642	22.7907
Atp2a2	104.29899999999999	93.6096	84.7394	109.179
Dppa5a	17.5411	12.1859	20.6702	16.0888
Stra13	137.536	86.3821	53.9333	126.738
Pdlim1	1405.14	719.915	328.44	515.137
Ei24	534.239	677.268	825.8539999999999	509.022
Tspan31	486.651	840.742	1103.69	569.565
Eftud2	251.732	244.942	148.879	288.025
Melk	355.47900000000004	311.82599999999996	125.939	419.465
Rrp8	97.4936	159.804	115.32	117.11
Slc13a3	1.01519	1.2454100000000001	4.606990000000001	4.3179
Gad1	0.228935	53.4585	4.13305	103.499
Gad1	9.05947	9.30555	1.7660200000000001	20.1175
Ctps	152.477	260.087	135.776	247.65900000000002
Sox7	2.24106	2.6559	41.3434	2.24817
Cox6b1	2238.09	2074.18	2009.94	2055.26
Strap	617.195	874.8860000000001	637.1709999999999	799.462
Atp5e	2048.27	1505.53	1281.43	1667.31
Acin1	307.962	238.933	351.205	244.773
Actl6a	617.258	570.519	384.78	767.877
Gfm1	179.65900000000002	181.519	161.792	188.196
Traf4	24.1753	27.255	24.9997	28.5647
Mmp14	0.880416	0.7354649999999999	1.15857	1.11047
Pofut2	0.510364	10.3431	7.718780000000001	8.058689999999999
Tox4	214.201	333.791	246.53599999999997	251.68200000000002
Cdc45	212.12099999999998	138.95	35.603	212.34
Socs3	111.15799999999999	330.545	403.925	376.121
Rbx1	1544.16	1411.4	1075.57	1612.42
Rbx1	222.524	128.829	178.033	181.003
Epcam	3.08213	6.061380000000001	5.96751	333.67800000000005
Stub1	433.991	418.278	262.88	415.931
Wdr5	206.842	181.78799999999998	144.47	201.608
Bad	141.56	109.94	141.306	165.722
Bad	114.36	124.685	181.72299999999998	139.34
Man2b2	19.3549	19.6338	25.9603	19.7194
Ruvbl1	279.88	247.59099999999998	162.515	304.529
Zfp239	25.6232	52.397	39.7022	33.6485
Xrcc1	144.531	116.848	139.799	115.23899999999999
Ptprn	2.11007	0.631505	1.3866399999999999	3.7336099999999997
Sparc	7.3926	7.012460000000001	1.33419	9.921439999999999
Rab34	5.9284300000000005	16.0813	11.6665	4.37073
Rab34	9.91686	19.2645	17.2347	6.4547300000000005
Glrx	166.113	502.649	533.153	712.715
Glrx	69.5707	278.137	260.382	371.36300000000006
Sfrp1	2.77616	0.343048	0.631657	4.0849400000000005
Mrps22	317.798	331.88800000000003	240.3	412.968
Slc44a4	5.51666	0.618805	5.07071	3.16957
Hdgfrp2	101.79299999999999	68.3355	74.0584	91.4615
Glis2	19.2876	31.772	30.3666	52.2468
Glis2	21.2009	11.9739	20.843000000000004	21.5401
Rcan1	48.0006	57.7321	143.89600000000002	58.6152
Rcan1	4.77491	8.559569999999999	15.4043	7.53078
Rad52	80.3766	161.328	79.5496	44.2781
Rpl22	4971.24	4513.43	4958.5	4308.94
Cyc1	983.801	1120.55	795.346	1058.9
Nhp2	603.717	686.322	300.08	752.9889999999999
Nhp2	977.293	1093.97	564.182	1320.78
4931406C07Rik	54.865	60.6029	116.338	73.5408
BC004004	872.935	696.862	625.232	1034.88
BC004004	360.09	427.22900000000004	291.803	538.015
Clcn3	261.0	416.224	138.39600000000002	479.559
Scamp2	210.44099999999997	181.727	224.813	210.643
Cyp1b1	8.74628	160.357	135.651	1.12541
Cyp1b1	9.40414	50.0499	40.8898	9.00613
Eid1	279.79400000000004	717.945	420.66900000000004	485.936
Clpp	146.928	165.576	130.463	147.46
Clpp	191.667	216.938	222.222	167.297
Acss1	193.372	67.0719	146.161	41.7438
Ppox	100.374	126.314	106.536	63.0533
4632428N05Rik	544.236	846.862	800.058	376.202
Smarcal1	163.42700000000002	178.234	254.834	130.873
Llgl1	303.60200000000003	469.37300000000005	526.886	372.615
Wbscr16	76.2169	58.67	64.7862	37.5072
Thbs3	4.01434	3.6922	11.4333	4.9643
2810422J05Rik /// Uba52	5766.01	4303.44	5956.36	4996.23
Serping1	6.8571	3.5618800000000004	0.5789489999999999	7.66556
Pla2g1b	1.69904	3.22697	0.388623	0.570656
Spint1	5.89096	12.0321	14.6477	7.5146
Tmem223	293.366	271.15	460.57300000000004	271.13
Slc1a5	200.013	121.15	129.15	185.858
Id3	364.23900000000003	62.8157	183.097	350.18
Ap4b1	207.215	166.579	189.673	142.368
Me1	0.934916	0.691241	0.665432	0.890972
Fam96a	1737.88	1783.62	2123.69	1896.77
Fam96a	861.268	1061.31	1348.64	1003.88
Smpdl3a	653.53	173.358	514.729	372.35900000000004
Rheb	1231.69	984.4780000000001	718.785	1481.14
Slc4a2	98.9585	68.3433	104.182	71.538
Sall2	16.2766	39.0595	79.9345	26.9727
Slc2a5	14.5781	3.19598	8.44721	9.76885
Kcne1l	2.63289	0.991014	4.14036	0.362638
Lig1	659.847	475.833	134.722	838.176
Tpt1	6014.02	4826.52	6315.09	5094.89
Tpt1	2.16396	1.9830900000000002	3.4777	0.861764
Sema3b	1.9198099999999998	2.80992	0.9870950000000001	4.39157
Afp	172.528	33.9256	79.9459	24.9199
Afp	44.6854	7.2541	27.6811	9.661710000000001
Bckdha	107.575	104.915	162.55700000000002	61.6355
Dync1h1	503.017	299.941	396.186	322.878
Ambp	1.0017	0.781853	0.739711	6.79592
Rfpl4	1.18675	5.148	0.228606	1.4366700000000001
Znhit2-ps	158.94799999999998	130.507	113.509	120.74
Aspn	3.3362199999999995	3.6459	3.6474699999999998	5.35931
Stxbp3a	381.906	451.92900000000003	692.701	394.298
Slc31a2	46.5666	52.747	52.97	49.9639
C1galt1c1	247.40200000000002	353.48	252.774	336.32
Clic1	2771.97	2350.94	2395.01	3003.68
Akt1	182.326	184.47799999999998	139.952	208.502
Frzb	0.495134	2.48938	1.15479	3.77419
Eif3a	990.57	1266.14	1010.62	1146.28
Eif3a	260.695	419.004	311.45	331.689
Eif3a	240.012	631.168	519.967	446.19300000000004
Sardh	8.3798	13.624	21.9567	5.40888
