sequence_identifier	chr_name	start	end	strand
NM_001013760	chrX	76265306	76267673	0
NM_001013761	chr16	26957234	26990651	1
NM_001013762	chr19	12601016	12627616	0
NM_001013764	chr8	93020214	93047191	1
NM_001013765	chr7	11006745	11010547	0
NM_001013766	chr10	26230707	26260804	0
NM_001013767	chr17	45630203	45658308	1
NM_001013769	chr13	67174182	67183498	0
NM_001013770	chr19	33555280	33589310	1
NM_001013771	chr1	59517264	59634509	0
NM_001013773	chr5	138226904	138251875	0
NM_001013774	chr5	144983743	145008635	1
NM_001013776	chr9	109601115	109625058	1
NM_001013777	chr14	33967069	33977763	1
NM_001013778	chr16	10420558	10446349	1
NM_001013779	chr1	173421604	173466036	0
NM_001013780	chr4	141618824	141622833	1
NM_001013783	chr11	46405728	46407985	0
NM_001013784	chr11	74620605	74641516	0
NM_001013785	chr13	4234740	4248359	0
NM_001013786	chr13	21442174	21452726	1
NM_001013787	chr13	22805579	22805517	1
NM_001013792	chr15	27605920	27629692	1
NM_001013797	chr18	44072393	44083610	0
NM_001013799	chr1	44009407	44019005	1
NM_001013802	chr2	140396430	142390050	0
NM_001013804	chr3	93198273	93221376	0
NM_001013806	chr3	157948466	158006837	0
NM_001013810	chr7	38518138	38527192	1
NM_001013811	chr7	68274839	68363092	0
NM_001013813	chr9	13620989	13709533	0
NM_001013814	chr9	108297922	108301597	0
NM_001013816	chr14	51553790	51662953	0
NM_001013817	chr1	85601703	85645036	0
NM_001013820	chr19	8062208	8130981	1
NM_001013823	chr11	99850654	99850604	1
NM_001013824	chr12	88270634	88273496	1
NM_001013826	chr14	21676571	21713575	1
NM_001013829	chr2	122348891	122367917	1
NM_001013832	chr17	13051320	13051279	1
NM_001013833	chr19	30564486	31764032	1
NM_001014390	chr10	118859348	118867902	1
NM_001014394	chr5	30193430	30204721	1
NM_001014395	chr9	109378408	109403293	1
NM_001014397	chr4	147554277	147585201	0
NM_001014398	chr9	57237556	57249864	0
NM_001014399	chr16	56478846	56690135	0
NM_001014422	chr16	56478846	56690135	0
NM_001014423	chr16	56478846	56690135	0
NM_001014424	chr16	56478846	56690135	0
NM_001014761	chr9	45118876	45130070	0
NM_001014836	chr10	81364023	81364819	1
NM_001014900	chr4	119423684	119453899	0
NM_001014973	chr12	35048189	35147477	0
NM_001014974	chr1	74662754	74697973	0
NM_001014976	chr15	102297293	102324356	0
NM_001014981	chr18	63709695	63989759	0
NM_001014995	chr3	89184225	89189289	0
NM_001014996	chr14	56526760	56570845	1
NM_001014997	chr6	129766646	129774848	1
NM_001015039	chr5	34194893	34287323	1
NM_001015046	chr11	74383482	74589157	1
NM_001015099	chr12	51349230	51376986	0
NM_001015507	chr9	106822976	106880992	0
NM_001015681	chr4	59627211	59754303	0
NM_001015876	chr5	130258037	130341567	0
NM_001015889	chr13	100652607	100656060	0
NM_001017362	chr4	41723835	41730141	1
NM_001017393	chrY	55557520	55558829	1
NM_001017393	chrY	57531416	57532725	1
NM_001017393	chrY	73535407	73536717	1
NM_001017394	chrY	8832248	8834168	1
NM_001017407	chr10	61176262	61180680	0
NM_001017409	chr10	61176262	61180680	0
NM_001017419	chr10	61172964	61188841	0
NM_001017422	chr14	51204690	51204156	0
NM_001017426	chr11	69398517	69412674	1
NM_001017427	chr4	73714578	73789601	1
NM_001017429	chr16	38347999	38352763	0
NM_001017433	chr10	61172964	61188841	0
NM_001017441	chr10	61172964	61180680	0
NM_001017525	chr10	85599411	85660292	0
NM_001017955	chr7	12768091	12774657	1
NM_001017959	chrX	38405048	38455459	1
NM_001017966	chr4	141683562	141722418	1
NM_001017968	chr4	133606991	133632428	1
NM_001017983	chr15	77940521	77955721	1
NM_001017985	chr7	100373233	100470159	0
NM_001018002	chr16	48284735	48294292	0
NM_001018013	chr7	45622811	45627242	0
NM_001018019	chr5	68032835	68166398	0
NM_001018031	chr3	70008613	70028708	0
NM_001018042	chr2	72936431	72979445	1
NM_001018063	chrX	53669176	53669407	1
NM_001018079	chr3	92993226	92993426	0
NM_001018087	chrX	61710616	61710950	0
NM_001024134	chr17	36860690	36866186	1
NM_001024135	chr14	79427511	79431038	0
NM_001024136	chr4	47015688	47056305	1
NM_001024137	chr2	120265868	120288068	1
NM_001024138	chr7	119144322	119183373	1
NM_001024139	chr9	30899154	30921451	1
NM_001024141	chrX	136072098	136084254	1
NM_001024142	chr4	45034247	45083603	1
NM_001024145	chr2	120299956	120313164	1
NM_001024147	chr5	72581638	72586549	1
NM_001024148	chr5	87459492	87481257	1
NM_001024205	chr11	77687139	77717966	0
NM_001024206	chr11	69324986	69325793	0
NM_001024225	chr8	21735494	21735471	0
NM_001024230	chr11	48887421	48901151	1
NM_001024385	chr2	132847666	132866768	0
NM_001024458	chr5	34574714	34632305	0
NM_001024468	chr6	144993834	145047811	1
NM_001024474	chr13	52504374	52529835	1
NM_001024478	chr12	33033795	33091874	1
NM_001024504	chr8	13255962	13287125	1
NM_001024508	chr13	73938838	73960895	0
NM_001024512	chr14	20349162	20383491	0
NM_001024526	chr15	99973780	100016358	0
NM_001024539	chr10	79617937	79636917	1
NM_001024560	chr19	5495277	5509488	1
NM_001024602	chr12	112723174	112746591	0
NM_001024604	chr14	31700014	31829414	1
NM_001024606	chr8	104592468	104596849	0
NM_001024614	chr5	98330304	98802019	0
NM_001024616	chr2	25583017	25607445	1
NM_001024617	chr8	81343562	82122570	0
NM_001024618	chr2	67447002	67526606	0
NM_001024619	chr7	98350667	98360287	1
NM_001024622	chr16	56015507	56028716	1
NM_001024624	chrX	160784307	160993680	1
NM_001024626	chr10	82049127	82061586	0
NM_001024645	chr14	55492093	55508264	0
NM_001024672	chr15	100354200	100384435	0
NM_001024673	chr7	28508860	28509359	1
NM_001024698	chr6	30542642	30564473	0
NM_001024699	chr7	13005665	13008799	1
NM_001024702	chr15	99084753	99086727	1
NM_001024703	chr7	72077829	72305594	1
NM_001024705	chr6	132311589	132313742	1
NM_001024706	chr14	19594137	19601586	1
NM_001024707	chr7	35200877	35214344	1
NM_001024709	chr10	77836947	77837251	0
NM_001024712	chr14	7083024	7104456	1
NM_001024714	chr14	55972428	55973995	0
NM_001024716	chr15	78984056	79005864	0
NM_001024717	chr19	5299331	5308739	0
NM_001024719	chr19	39608858	39648041	1
NM_001024720	chr1	150562501	150992434	1
NM_001024721	chr1	173521310	173534956	1
NM_001024726	chr7	27861585	27880825	0
NM_001024728	chr8	3568998	3584776	0
NM_001024731	chr17	94865918	94878321	0
NM_001024806	chr17	78919002	78936069	1
NM_001024837	chr10	77290726	77417272	1
NM_001024841	chr3	95236919	95240108	1
NM_001024842	chr15	102955526	102956701	0
NM_001024846	chr11	49204500	49218816	0
NM_001024848	chr15	77422208	77446459	1
NM_001024849	chr2	177828990	177839317	1
NM_001024850	chrX	38067475	38071688	0
NM_001024851	chr3	96597636	96599778	0
NM_001024853	chr12	71123171	71135674	1
NM_001024854	chr12	71123171	71135674	1
NM_001024856	chr2	120732816	120849417	1
NM_001024857	chr2	120732816	120849417	1
NM_001024910	chr10	59141626	59220846	1
NM_001024911	chr10	59164111	59220846	1
NM_001024917	chr5	65764521	65826784	0
NM_001024918	chr10	84757048	84906536	0
NM_001024919	chr11	31665149	31670861	1
NM_001024920	chr11	77508098	77512272	1
NM_001024922	chr8	70292865	70301451	1
NM_001024926	chr11	72777231	72794838	1
NM_001024927	chr11	72047527	72134888	1
NM_001024928	chr7	6287580	6307883	0
NM_001024931	chr11	118489759	118908571	1
NM_001024932	chr5	137865828	137870757	1
NM_001024945	chr1	155778154	155811898	1
NM_001024950	chr17	33090367	33110704	0
NM_001024952	chr1	160907411	160974976	0
NM_001024954	chr8	69833704	69872292	0
NM_001024955	chr13	101680760	101691629	1
NM_001025067	chr3	104453982	104510855	1
NM_001025074	chr13	58808697	59133970	0
NM_001025083	chrX	38104061	38109906	1
NM_001025084	chrX	37213804	37221257	1
NM_001025085	chr14	7323987	7331394	1
NM_001025086	chrX	37832686	37841171	0
NM_001025093	chr2	73816508	73891638	1
NM_001025102	chr2	106962528	106973396	1
NM_001025103	chr7	141462094	141466602	0
NM_001025156	chr1	121432067	121506460	0
NM_001025163	chr7	6364308	6382605	0
NM_001025192	chr16	78302671	78340759	0
NM_001025240	chr8	43624974	43626184	1
NM_001025241	chrY	21165554	21166898	0
NM_001025241	chrY	53415956	53417306	1
NM_001025241	chrY	73313694	73315050	1
NM_001025241	chrY	81799149	81800496	1
NM_001025244	chr11	99937291	99937225	0
NM_001025245	chr18	82476123	82558703	0
NM_001025246	chr2	93188584	93201757	0
NM_001025250	chr17	46016992	46031376	1
NM_001025251	chr18	82555463	82585637	0
NM_001025254	chr18	82555508	82585637	0
NM_001025255	chr18	82555463	82585637	0
NM_001025256	chr18	82555463	82585637	0
NM_001025257	chr17	46016992	46031376	1
NM_001025258	chr18	82555463	82585637	0
NM_001025259	chr18	82555463	82585637	0
NM_001025260	chrX	11312934	11312427	0
NM_001025261	chr3	8929435	8963053	1
NM_001025262	chr3	8929435	8963053	1
NM_001025263	chr3	8929435	9003514	1
NM_001025264	chr3	8929435	9003514	1
NM_001025286	chr10	31950578	32888914	1
NM_001025296	chr4	149105142	149120653	0
NM_001025305	chr1	19213054	19238845	0
NM_001025307	chr19	11775117	11818402	1
NM_001025309	chr17	64281005	64330882	1
NM_001025310	chr2	32607985	32620809	0
NM_001025311	chr2	32600709	32620809	0
NM_001025312	chr3	103800604	103808386	1
NM_001025313	chr17	33920478	33929290	0
NM_001025351	chr8	19240916	19242143	0
NM_001025353	chr8	20916489	20921070	1
NM_001025358	chr12	111759868	111794899	0
NM_001025359	chr12	111759868	111794899	0
NM_001025360	chr12	111759849	111806775	0
NM_001025361	chr12	111759868	111806775	0
NM_001025362	chr12	111759868	111807844	0
NM_001025363	chr12	111759868	111794899	0
NM_001025364	chr7	19292069	19296164	0
NM_001025365	chr4	147860777	147867718	1
NM_001025371	chr2	121451176	121455763	1
NM_001025372	chr6	55452978	55501455	0
NM_001025373	chr17	21963559	21994366	0
NM_001025375	chr9	54717152	54733548	1
NM_001025376	chr9	54717152	54733548	1
NM_001025377	chr2	43749827	43891773	0
NM_001025378	chr1	58462770	58500425	1
NM_001025379	chr14	31218873	31229511	0
NM_001025380	chr8	40824009	40826861	0
NM_001025381	chr18	31942998	31948635	1
NM_001025382	chr11	34315822	34422640	0
NM_001025383	chrX	73124068	73129260	0
NM_001025383	chrX	73137231	73142423	1
NM_001025384	chrX	73118047	73129260	0
NM_001025384	chrX	73137231	73148449	1
NM_001025385	chr6	40492238	40492239	0
NM_001025386	chr7	103717596	103717546	0
NM_001025388	chr18	48046335	48048383	0
NM_001025388	chr4	150238324	150248873	0
NM_001025391	chr19	46397896	46488804	0
NM_001025392	chr10	20313469	20342501	0
NM_001025393	chr10	20313469	20342501	0
NM_001025395	chr2	157425293	157471838	0
NM_001025426	chr5	32864721	32994233	0
NM_001025427	chr17	27557574	27563672	0
NM_001025428	chr11	94045205	94126082	0
NM_001025429	chr11	94045205	94126082	0
NM_001025430	chr11	94045205	94126082	0
NM_001025431	chr2	138257584	138287422	0
NM_001025432	chr16	4084047	4212403	1
NM_001025435	chr11	46572513	46589232	0
NM_001025438	chr3	126597951	126846326	0
NM_001025439	chr3	126597951	126846326	0
NM_001025444	chr4	40682077	40702193	1
NM_001025445	chr4	40682077	40702193	1
NM_001025559	chr7	115470871	116037743	1
NM_001025560	chr7	115470871	116030046	1
NM_001025561	chr5	110773666	110779595	1
NM_001025562	chr5	110773666	110779614	1
NM_001025565	chr1	138825185	138841443	1
NM_001025567	chr4	115915118	115938925	1
NM_001025568	chr6	56100439	56361391	1
NM_001025570	chr1	163255276	163312649	1
NM_001025571	chr3	87847755	87855722	0
NM_001025572	chr17	65967500	66076045	1
NM_001025573	chr6	34945294	34976998	1
NM_001025574	chr2	154308244	154320642	0
NM_001025575	chr1	139810291	139857698	1
NM_001025576	chr2	77009905	77169634	1
NM_001025577	chr8	115703252	115705893	1
NM_001025581	chr10	112272123	112466304	0
NM_001025582	chr3	106548798	106575341	0
NM_001025584	chr16	94748682	94996695	1
NM_001025585	chr16	94831729	94996695	1
NM_001025586	chr8	70132327	70133751	0
NM_001025587	chr8	70132327	70133751	0
NM_001025589	chr8	70130805	70138196	1
NM_001025590	chr16	94822531	94855689	1
NM_001025594	chr2	33450287	33467531	1
NM_001025597	chr11	11687213	11772926	0
NM_001025599	chr17	36838146	36859398	0
NM_001025600	chr9	47531352	47853385	0
NM_001025602	chr1	40440629	40465414	0
NM_001025605	chr12	64918911	64924591	0
NM_001025606	chr13	98686237	98693830	1
NM_001025607	chrX	26028213	26050040	1
NM_001025608	chr4	141112977	141138795	1
NM_001025610	chr19	11321038	11335145	1
NM_001025612	chr9	66065175	66068730	1
NM_001025613	chr3	96105527	96161129	0
NM_001025614	chr3	96105527	96161129	0
NM_001025615	chr16	27389956	27452218	0
NM_001025617	chr11	118406288	118418117	1
NM_001025618	chr11	118406288	118418117	1
NM_001025779	chr11	98908889	98923942	0
NM_001025947	chr16	16312227	16358030	1
NM_001026211	chr3	34057279	34080353	1
NM_001026212	chr3	95625980	95630493	0
NM_001026214	chr12	84373875	84408028	1
NM_001029836	chr3	132881744	132949290	1
NM_001029837	chr4	149649167	149700628	1
NM_001029838	chr9	36890978	37146321	1
NM_001029841	chr15	66780818	66830828	1
NM_001029842	chr11	109450855	109472595	1
NM_001029843	chr12	106011263	106077410	0
NM_001029844	chr12	106011263	106077410	0
NM_001029850	chr6	93675452	94282916	1
NM_001029855	chr14	55587439	55590100	1
NM_001029856	chr11	80090400	80135791	0
NM_001029867	chr5	87065926	87091554	1
NM_001029868	chrX	73793356	73823968	1
NM_001029872	chr7	128174946	128205503	0
NM_001029873	chr8	71626711	71670756	1
NM_001029876	chr8	124024473	124048504	0
NM_001029877	chr7	18926888	18965319	0
NM_001029878	chr1	38794508	38820214	1
NM_001029889	chr16	44174397	44227466	0
NM_001029890	chr3	88533395	88541394	0
NM_001029893	chr7	18474581	18483148	1
NM_001029895	chr7	130391493	130519368	1
NM_001029912	chr4	116878402	116989105	0
NM_001029929	chr11	70460622	70466199	0
NM_001029930	chr14	4024941	4041368	0
NM_001029933	chr7	24176045	24182318	0
NM_001029934	chr11	84984487	85138954	1
NM_001029935	chr13	23783541	23791528	0
NM_001029936	chr11	62078024	62223013	0
NM_001029937	chr11	4065853	4078990	0
NM_001029938	chr11	75511094	75513166	0
NM_001029977	chr1	139697918	139780238	1
NM_001029978	chrX	136667375	136668377	0
NM_001029979	chr17	56562941	56583582	1
NM_001029982	chr7	128745870	128784835	0
NM_001029983	chr2	25333743	25352213	0
NM_001029984	chr1	170907272	170911940	1
NM_001029985	chr6	29482035	29506951	1
NM_001029987	chr6	48976143	48978745	0
NM_001029988	chr11	55250609	55311256	1
NM_001029990	chr14	51885842	51891868	0
NM_001029993	chr8	122377616	122417360	0
NM_001029994	chr8	122377616	122417360	0
NM_001030014	chr15	83546796	83554710	1
NM_001030274	chr4	123712709	123717185	1
NM_001030289	chr9	7572458	7581393	0
NM_001030290	chr9	20819504	20826163	0
NM_001030291	chr11	118989188	118992841	0
NM_001030292	chr2	163854750	163858874	0
NM_001030294	chr14	80001302	80021930	0
NM_001030296	chr13	55465267	55473155	0
NM_001030297	chr5	86231480	86288307	1
NM_001030305	chr3	10179850	10182884	1
NM_001030307	chrX	75096854	75109776	0
NM_001031621	chr17	24264278	24346251	1
NM_001031622	chr5	94866464	94877335	0
NM_001031622	chr5	95183635	95194489	0
NM_001031664	chrX	6168695	6171990	1
NM_001031667	chr7	25228258	25236850	1
NM_001031772	chr10	45376618	45469200	1
NM_001031808	chr2	24972469	24974097	1
NM_001031811	chr17	52603709	52979194	0
NM_001031814	chr7	118131311	118242636	1
NM_001031851	chr15	10359579	10409738	0
NM_001032298	chr3	88377735	88377698	1
NM_001032378	chr11	106654217	106714280	1
NM_001032413	chr3	87749096	87767952	1
NM_001032414	chr3	87749096	87767952	1
NM_001032727	chr15	44671855	44787062	1
NM_001033039	chr1	171358448	171359797	1
NM_001033040	chr7	127582382	127587594	1
NM_001033041	chr1	127730413	127767564	0
NM_001033042	chr13	74359581	74362999	1
NM_001033043	chr14	56403697	56525031	0
NM_001033122	chr6	129267324	129274368	1
NM_001033123	chr2	175276124	175283850	0
NM_001033123	chr2	175792311	175800037	1
NM_001033123	chr2	176424655	176432381	0
NM_001033124	chr3	87778243	87794161	1
NM_001033126	chr6	125232621	125236026	1
NM_001033128	chr19	4886881	4905626	1
NM_001033131	chr7	30788905	30791083	0
NM_001033132	chr14	101633765	101639470	1
NM_001033135	chr1	39551295	39576346	1
NM_001033136	chr2	119136997	119156033	1
NM_001033139	chr19	7356463	7382025	1
NM_001033140	chr7	30321408	30321374	1
NM_001033141	chr18	35713088	35720490	1
NM_001033142	chr8	122466146	122475063	1
NM_001033145	chr9	94517863	94537080	1
NM_001033148	chr8	45953605	45974251	1
NM_001033149	chr12	81632369	81664941	0
NM_001033150	chr4	141625733	141663114	1
NM_001033155	chr3	137868675	137908931	0
NM_001033156	chr12	59200654	59218482	1
NM_001033157	chr12	18515510	18535254	0
NM_001033158	chr9	65399488	65412707	0
NM_001033159	chr16	3861543	3871373	1
NM_001033161	chr8	105258574	105263593	1
NM_001033162	chr1	153426209	153452574	0
NM_001033163	chr17	32183769	32188462	1
NM_001033164	chr16	18837580	18840113	0
NM_001033165	chr4	59004193	59023398	0
NM_001033166	chr2	84669220	84669707	1
NM_001033167	chr13	34179157	34344181	1
NM_001033168	chr18	35727989	35730869	0
NM_001033170	chr7	45722220	45729492	0
NM_001033171	chr6	38626659	38636238	1
NM_001033172	chr19	59902883	59942363	1
NM_001033173	chr7	121642020	121706252	1
NM_001033174	chr19	11966844	11994114	0
NM_001033175	chr9	62839787	62852002	0
NM_001033176	chr7	45283873	45288993	0
NM_001033177	chr15	101884350	101891919	1
NM_001033178	chr17	6271470	6308314	0
NM_001033181	chr9	13242789	13244740	1
NM_001033184	chr9	92310377	92357876	0
NM_001033185	chr1	169929939	169934653	0
NM_001033186	chr11	96465591	96759622	0
NM_001033189	chr4	129219577	129247442	1
NM_001033191	chr5	97382208	97391329	1
NM_001033192	chr13	46670522	46675773	0
NM_001033194	chr1	54397580	54437970	1
NM_001033196	chr2	167035796	167062014	1
NM_001033197	chr2	130101394	130103375	0
NM_001033199	chr3	144910920	144931528	1
NM_001033201	chr4	46139511	46172402	0
NM_001033202	chr5	114101333	114122924	0
NM_001033204	chr6	113415318	113418339	1
NM_001033205	chr7	24583837	24586640	1
NM_001033206	chr7	139249482	139267253	0
NM_001033207	chr8	94473763	94527272	0
NM_001033208	chr9	71504346	71591359	1
NM_001033209	chr9	119358381	119393797	0
NM_001033210	chr9	95752641	95844278	1
NM_001033211	chrX	6081217	6082419	1
NM_001033212	chr11	103650509	103650580	0
NM_001033213	chr12	100300769	100519821	1
NM_001033214	chr14	24294364	24309959	0
NM_001033215	chr14	79212354	79246366	1
NM_001033217	chr15	93499113	93594890	1
NM_001033219	chr15	73580290	73623743	1
NM_001033220	chr16	5211818	5221298	1
NM_001033221	chr17	35062692	35065183	1
NM_001033222	chr19	59296083	59344779	1
NM_001033223	chr10	107272831	107425143	0
NM_001033225	chr4	33245422	33247786	1
NM_001033226	chr4	109236632	109254577	0
NM_001033227	chr11	61672781	61719798	1
NM_001033228	chr13	114958080	115100963	1
NM_001033229	chr15	74834891	74840642	1
NM_001033231	chr11	120542887	120548726	1
NM_001033233	chr5	86410409	86467989	1
NM_001033234	chrX	37208501	37210040	1
NM_001033235	chr17	36881597	36889124	1
NM_001033236	chr12	69577627	69582027	1
NM_001033237	chr16	20142063	20232573	0
NM_001033238	chr16	52032549	52208046	0
NM_001033239	chr16	36119945	36130188	1
NM_001033240	chr2	164579518	164584446	1
NM_001033241	chrX	127040972	127063986	0
NM_001033242	chr14	103071216	103077630	0
NM_001033243	chr7	45929398	45948956	0
NM_001033244	chr6	113532682	113596285	0
NM_001033245	chr13	55005984	55020384	1
NM_001033246	chr8	45935649	45944145	0
NM_001033247	chr16	44395799	44482428	0
NM_001033248	chr12	111484608	111484822	1
NM_001033249	chr7	6315664	6329433	1
NM_001033250	chr1	132192436	132257382	0
NM_001033251	chrX	107257028	107296769	0
NM_001033252	chrX	107945734	107947435	1
NM_001033253	chr10	3873667	3967302	0
NM_001033254	chr2	118664577	118698020	0
NM_001033255	chr4	34743787	34755258	1
NM_001033256	chr2	122631625	122632704	0
NM_001033257	chr10	13207716	13323159	1
NM_001033258	chr10	18588010	18742757	1
