sequence_identifier	chr_name	start	end	strand
NM_001013760	chrX	76264305	76265305	0
NM_001013761	chr16	26990652	26991652	1
NM_001013762	chr19	12600015	12601015	0
NM_001013764	chr8	93047192	93048192	1
NM_001013765	chr7	11005744	11006744	0
NM_001013766	chr10	26229706	26230706	0
NM_001013767	chr17	45658309	45659309	1
NM_001013769	chr13	67173181	67174181	0
NM_001013770	chr19	33589311	33590311	1
NM_001013771	chr1	59516263	59517263	0
NM_001013773	chr5	138225903	138226903	0
NM_001013774	chr5	145008636	145009636	1
NM_001013776	chr9	109625059	109626059	1
NM_001013777	chr14	33977764	33978764	1
NM_001013778	chr16	10446350	10447350	1
NM_001013779	chr1	173420603	173421603	0
NM_001013780	chr4	141622834	141623834	1
NM_001013783	chr11	46404727	46405727	0
NM_001013784	chr11	74619604	74620604	0
NM_001013785	chr13	4233739	4234739	0
NM_001013786	chr13	21452727	21453727	1
NM_001013787	chr13	22805518	22806518	1
NM_001013792	chr15	27629693	27630693	1
NM_001013797	chr18	44071392	44072392	0
NM_001013799	chr1	44019006	44020006	1
NM_001013802	chr2	140395429	140396429	0
NM_001013804	chr3	93197272	93198272	0
NM_001013806	chr3	157947465	157948465	0
NM_001013810	chr7	38527193	38528193	1
NM_001013811	chr7	68273838	68274838	0
NM_001013813	chr9	13619988	13620988	0
NM_001013814	chr9	108296921	108297921	0
NM_001013816	chr14	51552789	51553789	0
NM_001013817	chr1	85600702	85601702	0
NM_001013820	chr19	8130982	8131982	1
NM_001013823	chr11	99850605	99851605	1
NM_001013824	chr12	88273497	88274497	1
NM_001013826	chr14	21713576	21714576	1
NM_001013829	chr2	122367918	122368918	1
NM_001013832	chr17	13051280	13052280	1
NM_001013833	chr19	31764033	31765033	1
NM_001014390	chr10	118867903	118868903	1
NM_001014394	chr5	30204722	30205722	1
NM_001014395	chr9	109403294	109404294	1
NM_001014397	chr4	147553276	147554276	0
NM_001014398	chr9	57236555	57237555	0
NM_001014399	chr16	56477845	56478845	0
NM_001014422	chr16	56477845	56478845	0
NM_001014423	chr16	56477845	56478845	0
NM_001014424	chr16	56477845	56478845	0
NM_001014761	chr9	45117875	45118875	0
NM_001014836	chr10	81364820	81365820	1
NM_001014900	chr4	119422683	119423683	0
NM_001014973	chr12	35047188	35048188	0
NM_001014974	chr1	74661753	74662753	0
NM_001014976	chr15	102296292	102297292	0
NM_001014981	chr18	63708694	63709694	0
NM_001014995	chr3	89183224	89184224	0
NM_001014996	chr14	56570846	56571846	1
NM_001014997	chr6	129774849	129775849	1
NM_001015039	chr5	34287324	34288324	1
NM_001015046	chr11	74589158	74590158	1
NM_001015099	chr12	51348229	51349229	0
NM_001015507	chr9	106821975	106822975	0
NM_001015681	chr4	59626210	59627210	0
NM_001015876	chr5	130257036	130258036	0
NM_001015889	chr13	100651606	100652606	0
NM_001017362	chr4	41730142	41731142	1
NM_001017393	chrY	55558830	55559830	1
NM_001017393	chrY	57532726	57533726	1
NM_001017393	chrY	73536718	73537718	1
NM_001017394	chrY	8834169	8835169	1
NM_001017407	chr10	61175261	61176261	0
NM_001017409	chr10	61175261	61176261	0
NM_001017419	chr10	61171963	61172963	0
NM_001017422	chr14	51203689	51204689	0
NM_001017426	chr11	69412675	69413675	1
NM_001017427	chr4	73789602	73790602	1
NM_001017429	chr16	38346998	38347998	0
NM_001017433	chr10	61171963	61172963	0
NM_001017441	chr10	61171963	61172963	0
NM_001017525	chr10	85598410	85599410	0
NM_001017955	chr7	12774658	12775658	1
NM_001017959	chrX	38455460	38456460	1
NM_001017966	chr4	141722419	141723419	1
NM_001017968	chr4	133632429	133633429	1
NM_001017983	chr15	77955722	77956722	1
NM_001017985	chr7	100372232	100373232	0
NM_001018002	chr16	48283734	48284734	0
NM_001018013	chr7	45621810	45622810	0
NM_001018019	chr5	68031834	68032834	0
NM_001018031	chr3	70007612	70008612	0
NM_001018042	chr2	72979446	72980446	1
NM_001018063	chrX	53669408	53670408	1
NM_001018079	chr3	92992225	92993225	0
NM_001018087	chrX	61709615	61710615	0
NM_001024134	chr17	36866187	36867187	1
NM_001024135	chr14	79426510	79427510	0
NM_001024136	chr4	47056306	47057306	1
NM_001024137	chr2	120288069	120289069	1
NM_001024138	chr7	119183374	119184374	1
NM_001024139	chr9	30921452	30922452	1
NM_001024141	chrX	136084255	136085255	1
NM_001024142	chr4	45083604	45084604	1
NM_001024145	chr2	120313165	120314165	1
NM_001024147	chr5	72586550	72587550	1
NM_001024148	chr5	87481258	87482258	1
NM_001024205	chr11	77686138	77687138	0
NM_001024206	chr11	69323985	69324985	0
NM_001024225	chr8	21734493	21735493	0
NM_001024230	chr11	48901152	48902152	1
NM_001024385	chr2	132846665	132847665	0
NM_001024458	chr5	34573713	34574713	0
NM_001024468	chr6	145047812	145048812	1
NM_001024474	chr13	52529836	52530836	1
NM_001024478	chr12	33091875	33092875	1
NM_001024504	chr8	13287126	13288126	1
NM_001024508	chr13	73937837	73938837	0
NM_001024512	chr14	20348161	20349161	0
NM_001024526	chr15	99972779	99973779	0
NM_001024539	chr10	79636918	79637918	1
NM_001024560	chr19	5509489	5510489	1
NM_001024602	chr12	112722173	112723173	0
NM_001024604	chr14	31829415	31830415	1
NM_001024606	chr8	104591467	104592467	0
NM_001024614	chr5	98329303	98330303	0
NM_001024616	chr2	25607446	25608446	1
NM_001024617	chr8	81342561	81343561	0
NM_001024618	chr2	67446001	67447001	0
NM_001024619	chr7	98360288	98361288	1
NM_001024622	chr16	56028717	56029717	1
NM_001024624	chrX	160993681	160994681	1
NM_001024626	chr10	82048126	82049126	0
NM_001024645	chr14	55491092	55492092	0
NM_001024672	chr15	100353199	100354199	0
NM_001024673	chr7	28509360	28510360	1
NM_001024698	chr6	30541641	30542641	0
NM_001024699	chr7	13008800	13009800	1
NM_001024702	chr15	99086728	99087728	1
NM_001024703	chr7	72305595	72306595	1
NM_001024705	chr6	132313743	132314743	1
NM_001024706	chr14	19601587	19602587	1
NM_001024707	chr7	35214345	35215345	1
NM_001024709	chr10	77835946	77836946	0
NM_001024712	chr14	7104457	7105457	1
NM_001024714	chr14	55971427	55972427	0
NM_001024716	chr15	78983055	78984055	0
NM_001024717	chr19	5298330	5299330	0
NM_001024719	chr19	39648042	39649042	1
NM_001024720	chr1	150992435	150993435	1
NM_001024721	chr1	173534957	173535957	1
NM_001024726	chr7	27860584	27861584	0
NM_001024728	chr8	3567997	3568997	0
NM_001024731	chr17	94864917	94865917	0
NM_001024806	chr17	78936070	78937070	1
NM_001024837	chr10	77417273	77418273	1
NM_001024841	chr3	95240109	95241109	1
NM_001024842	chr15	102954525	102955525	0
NM_001024846	chr11	49203499	49204499	0
NM_001024848	chr15	77446460	77447460	1
NM_001024849	chr2	177839318	177840318	1
NM_001024850	chrX	38066474	38067474	0
NM_001024851	chr3	96596635	96597635	0
NM_001024853	chr12	71135675	71136675	1
NM_001024854	chr12	71135675	71136675	1
NM_001024856	chr2	120849418	120850418	1
NM_001024857	chr2	120849418	120850418	1
NM_001024910	chr10	59220847	59221847	1
NM_001024911	chr10	59220847	59221847	1
NM_001024917	chr5	65763520	65764520	0
NM_001024918	chr10	84756047	84757047	0
NM_001024919	chr11	31670862	31671862	1
NM_001024920	chr11	77512273	77513273	1
NM_001024922	chr8	70301452	70302452	1
NM_001024926	chr11	72794839	72795839	1
NM_001024927	chr11	72134889	72135889	1
NM_001024928	chr7	6286579	6287579	0
NM_001024931	chr11	118908572	118909572	1
NM_001024932	chr5	137870758	137871758	1
NM_001024945	chr1	155811899	155812899	1
NM_001024950	chr17	33089366	33090366	0
NM_001024952	chr1	160906410	160907410	0
NM_001024954	chr8	69832703	69833703	0
NM_001024955	chr13	101691630	101692630	1
NM_001025067	chr3	104510856	104511856	1
NM_001025074	chr13	58807696	58808696	0
NM_001025083	chrX	38109907	38110907	1
NM_001025084	chrX	37221258	37222258	1
NM_001025085	chr14	7331395	7332395	1
NM_001025086	chrX	37831685	37832685	0
NM_001025093	chr2	73891639	73892639	1
NM_001025102	chr2	106973397	106974397	1
NM_001025103	chr7	141461093	141462093	0
NM_001025156	chr1	121431066	121432066	0
NM_001025163	chr7	6363307	6364307	0
NM_001025192	chr16	78301670	78302670	0
NM_001025240	chr8	43626185	43627185	1
NM_001025241	chrY	21164553	21165553	0
NM_001025241	chrY	53417307	53418307	1
NM_001025241	chrY	73315051	73316051	1
NM_001025241	chrY	81800497	81801497	1
NM_001025244	chr11	99936290	99937290	0
NM_001025245	chr18	82475122	82476122	0
NM_001025246	chr2	93187583	93188583	0
NM_001025250	chr17	46031377	46032377	1
NM_001025251	chr18	82554462	82555462	0
NM_001025254	chr18	82554507	82555507	0
NM_001025255	chr18	82554462	82555462	0
NM_001025256	chr18	82554462	82555462	0
NM_001025257	chr17	46031377	46032377	1
NM_001025258	chr18	82554462	82555462	0
NM_001025259	chr18	82554462	82555462	0
NM_001025260	chrX	11311933	11312933	0
NM_001025261	chr3	8963054	8964054	1
NM_001025262	chr3	8963054	8964054	1
NM_001025263	chr3	9003515	9004515	1
NM_001025264	chr3	9003515	9004515	1
NM_001025286	chr10	32888915	32889915	1
NM_001025296	chr4	149104141	149105141	0
NM_001025305	chr1	19212053	19213053	0
NM_001025307	chr19	11818403	11819403	1
NM_001025309	chr17	64330883	64331883	1
NM_001025310	chr2	32606984	32607984	0
NM_001025311	chr2	32599708	32600708	0
NM_001025312	chr3	103808387	103809387	1
NM_001025313	chr17	33919477	33920477	0
NM_001025351	chr8	19239915	19240915	0
NM_001025353	chr8	20921071	20922071	1
NM_001025358	chr12	111758867	111759867	0
NM_001025359	chr12	111758867	111759867	0
NM_001025360	chr12	111758848	111759848	0
NM_001025361	chr12	111758867	111759867	0
NM_001025362	chr12	111758867	111759867	0
NM_001025363	chr12	111758867	111759867	0
NM_001025364	chr7	19291068	19292068	0
NM_001025365	chr4	147867719	147868719	1
NM_001025371	chr2	121455764	121456764	1
NM_001025372	chr6	55451977	55452977	0
NM_001025373	chr17	21962558	21963558	0
NM_001025375	chr9	54733549	54734549	1
NM_001025376	chr9	54733549	54734549	1
NM_001025377	chr2	43748826	43749826	0
NM_001025378	chr1	58500426	58501426	1
NM_001025379	chr14	31217872	31218872	0
NM_001025380	chr8	40823008	40824008	0
NM_001025381	chr18	31948636	31949636	1
NM_001025382	chr11	34314821	34315821	0
NM_001025383	chrX	73123067	73124067	0
NM_001025383	chrX	73142424	73143424	1
NM_001025384	chrX	73117046	73118046	0
NM_001025384	chrX	73148450	73149450	1
NM_001025385	chr6	40491237	40492237	0
NM_001025386	chr7	103716595	103717595	0
NM_001025388	chr18	48045334	48046334	0
NM_001025388	chr4	150237323	150238323	0
NM_001025391	chr19	46396895	46397895	0
NM_001025392	chr10	20312468	20313468	0
NM_001025393	chr10	20312468	20313468	0
NM_001025395	chr2	157424292	157425292	0
NM_001025426	chr5	32863720	32864720	0
NM_001025427	chr17	27556573	27557573	0
NM_001025428	chr11	94044204	94045204	0
NM_001025429	chr11	94044204	94045204	0
NM_001025430	chr11	94044204	94045204	0
NM_001025431	chr2	138256583	138257583	0
NM_001025432	chr16	4212404	4213404	1
NM_001025435	chr11	46571512	46572512	0
NM_001025438	chr3	126596950	126597950	0
NM_001025439	chr3	126596950	126597950	0
NM_001025444	chr4	40702194	40703194	1
NM_001025445	chr4	40702194	40703194	1
NM_001025559	chr7	116037744	116038744	1
NM_001025560	chr7	116030047	116031047	1
NM_001025561	chr5	110779596	110780596	1
NM_001025562	chr5	110779615	110780615	1
NM_001025565	chr1	138841444	138842444	1
NM_001025567	chr4	115938926	115939926	1
NM_001025568	chr6	56361392	56362392	1
NM_001025570	chr1	163312650	163313650	1
NM_001025571	chr3	87846754	87847754	0
NM_001025572	chr17	66076046	66077046	1
NM_001025573	chr6	34976999	34977999	1
NM_001025574	chr2	154307243	154308243	0
NM_001025575	chr1	139857699	139858699	1
NM_001025576	chr2	77169635	77170635	1
NM_001025577	chr8	115705894	115706894	1
NM_001025581	chr10	112271122	112272122	0
NM_001025582	chr3	106547797	106548797	0
NM_001025584	chr16	94996696	94997696	1
NM_001025585	chr16	94996696	94997696	1
NM_001025586	chr8	70131326	70132326	0
NM_001025587	chr8	70131326	70132326	0
NM_001025589	chr8	70138197	70139197	1
NM_001025590	chr16	94855690	94856690	1
NM_001025594	chr2	33467532	33468532	1
NM_001025597	chr11	11686212	11687212	0
NM_001025599	chr17	36837145	36838145	0
NM_001025600	chr9	47530351	47531351	0
NM_001025602	chr1	40439628	40440628	0
NM_001025605	chr12	64917910	64918910	0
NM_001025606	chr13	98693831	98694831	1
NM_001025607	chrX	26050041	26051041	1
NM_001025608	chr4	141138796	141139796	1
NM_001025610	chr19	11335146	11336146	1
NM_001025612	chr9	66068731	66069731	1
NM_001025613	chr3	96104526	96105526	0
NM_001025614	chr3	96104526	96105526	0
NM_001025615	chr16	27388955	27389955	0
NM_001025617	chr11	118418118	118419118	1
NM_001025618	chr11	118418118	118419118	1
NM_001025779	chr11	98907888	98908888	0
NM_001025947	chr16	16358031	16359031	1
NM_001026211	chr3	34080354	34081354	1
NM_001026212	chr3	95624979	95625979	0
NM_001026214	chr12	84408029	84409029	1
NM_001029836	chr3	132949291	132950291	1
NM_001029837	chr4	149700629	149701629	1
NM_001029838	chr9	37146322	37147322	1
NM_001029841	chr15	66830829	66831829	1
NM_001029842	chr11	109472596	109473596	1
NM_001029843	chr12	106010262	106011262	0
NM_001029844	chr12	106010262	106011262	0
NM_001029850	chr6	94282917	94283917	1
NM_001029855	chr14	55590101	55591101	1
NM_001029856	chr11	80089399	80090399	0
NM_001029867	chr5	87091555	87092555	1
NM_001029868	chrX	73823969	73824969	1
NM_001029872	chr7	128173945	128174945	0
NM_001029873	chr8	71670757	71671757	1
NM_001029876	chr8	124023472	124024472	0
NM_001029877	chr7	18925887	18926887	0
NM_001029878	chr1	38820215	38821215	1
NM_001029889	chr16	44173396	44174396	0
NM_001029890	chr3	88532394	88533394	0
NM_001029893	chr7	18483149	18484149	1
NM_001029895	chr7	130519369	130520369	1
NM_001029912	chr4	116877401	116878401	0
NM_001029929	chr11	70459621	70460621	0
NM_001029930	chr14	4023940	4024940	0
NM_001029933	chr7	24175044	24176044	0
NM_001029934	chr11	85138955	85139955	1
NM_001029935	chr13	23782540	23783540	0
NM_001029936	chr11	62077023	62078023	0
NM_001029937	chr11	4064852	4065852	0
NM_001029938	chr11	75510093	75511093	0
NM_001029977	chr1	139780239	139781239	1
NM_001029978	chrX	136666374	136667374	0
NM_001029979	chr17	56583583	56584583	1
NM_001029982	chr7	128744869	128745869	0
NM_001029983	chr2	25332742	25333742	0
NM_001029984	chr1	170911941	170912941	1
NM_001029985	chr6	29506952	29507952	1
NM_001029987	chr6	48975142	48976142	0
NM_001029988	chr11	55311257	55312257	1
NM_001029990	chr14	51884841	51885841	0
NM_001029993	chr8	122376615	122377615	0
NM_001029994	chr8	122376615	122377615	0
NM_001030014	chr15	83554711	83555711	1
NM_001030274	chr4	123717186	123718186	1
NM_001030289	chr9	7571457	7572457	0
NM_001030290	chr9	20818503	20819503	0
NM_001030291	chr11	118988187	118989187	0
NM_001030292	chr2	163853749	163854749	0
NM_001030294	chr14	80000301	80001301	0
NM_001030296	chr13	55464266	55465266	0
NM_001030297	chr5	86288308	86289308	1
NM_001030305	chr3	10182885	10183885	1
NM_001030307	chrX	75095853	75096853	0
NM_001031621	chr17	24346252	24347252	1
NM_001031622	chr5	94865463	94866463	0
NM_001031622	chr5	95182634	95183634	0
NM_001031664	chrX	6171991	6172991	1
NM_001031667	chr7	25236851	25237851	1
NM_001031772	chr10	45469201	45470201	1
NM_001031808	chr2	24974098	24975098	1
NM_001031811	chr17	52602708	52603708	0
NM_001031814	chr7	118242637	118243637	1
NM_001031851	chr15	10358578	10359578	0
NM_001032298	chr3	88377699	88378699	1
NM_001032378	chr11	106714281	106715281	1
NM_001032413	chr3	87767953	87768953	1
NM_001032414	chr3	87767953	87768953	1
NM_001032727	chr15	44787063	44788063	1
NM_001033039	chr1	171359798	171360798	1
NM_001033040	chr7	127587595	127588595	1
NM_001033041	chr1	127729412	127730412	0
NM_001033042	chr13	74363000	74364000	1
NM_001033043	chr14	56402696	56403696	0
NM_001033122	chr6	129274369	129275369	1
NM_001033123	chr2	175275123	175276123	0
NM_001033123	chr2	175800038	175801038	1
NM_001033123	chr2	176423654	176424654	0
NM_001033124	chr3	87794162	87795162	1
NM_001033126	chr6	125236027	125237027	1
NM_001033128	chr19	4905627	4906627	1
NM_001033131	chr7	30787904	30788904	0
NM_001033132	chr14	101639471	101640471	1
NM_001033135	chr1	39576347	39577347	1
NM_001033136	chr2	119156034	119157034	1
NM_001033139	chr19	7382026	7383026	1
NM_001033140	chr7	30321375	30322375	1
NM_001033141	chr18	35720491	35721491	1
NM_001033142	chr8	122475064	122476064	1
NM_001033145	chr9	94537081	94538081	1
NM_001033148	chr8	45974252	45975252	1
NM_001033149	chr12	81631368	81632368	0
NM_001033150	chr4	141663115	141664115	1
NM_001033155	chr3	137867674	137868674	0
NM_001033156	chr12	59218483	59219483	1
NM_001033157	chr12	18514509	18515509	0
NM_001033158	chr9	65398487	65399487	0
NM_001033159	chr16	3871374	3872374	1
NM_001033161	chr8	105263594	105264594	1
NM_001033162	chr1	153425208	153426208	0
NM_001033163	chr17	32188463	32189463	1
NM_001033164	chr16	18836579	18837579	0
NM_001033165	chr4	59003192	59004192	0
NM_001033166	chr2	84669708	84670708	1
NM_001033167	chr13	34344182	34345182	1
NM_001033168	chr18	35726988	35727988	0
NM_001033170	chr7	45721219	45722219	0
NM_001033171	chr6	38636239	38637239	1
NM_001033172	chr19	59942364	59943364	1
NM_001033173	chr7	121706253	121707253	1
NM_001033174	chr19	11965843	11966843	0
NM_001033175	chr9	62838786	62839786	0
NM_001033176	chr7	45282872	45283872	0
NM_001033177	chr15	101891920	101892920	1
NM_001033178	chr17	6270469	6271469	0
NM_001033181	chr9	13244741	13245741	1
NM_001033184	chr9	92309376	92310376	0
NM_001033185	chr1	169928938	169929938	0
NM_001033186	chr11	96464590	96465590	0
NM_001033189	chr4	129247443	129248443	1
NM_001033191	chr5	97391330	97392330	1
NM_001033192	chr13	46669521	46670521	0
NM_001033194	chr1	54437971	54438971	1
NM_001033196	chr2	167062015	167063015	1
NM_001033197	chr2	130100393	130101393	0
NM_001033199	chr3	144931529	144932529	1
NM_001033201	chr4	46138510	46139510	0
NM_001033202	chr5	114100332	114101332	0
NM_001033204	chr6	113418340	113419340	1
NM_001033205	chr7	24586641	24587641	1
NM_001033206	chr7	139248481	139249481	0
NM_001033207	chr8	94472762	94473762	0
NM_001033208	chr9	71591360	71592360	1
NM_001033209	chr9	119357380	119358380	0
NM_001033210	chr9	95844279	95845279	1
NM_001033211	chrX	6082420	6083420	1
NM_001033212	chr11	103649508	103650508	0
NM_001033213	chr12	100519822	100520822	1
NM_001033214	chr14	24293363	24294363	0
NM_001033215	chr14	79246367	79247367	1
NM_001033217	chr15	93594891	93595891	1
NM_001033219	chr15	73623744	73624744	1
NM_001033220	chr16	5221299	5222299	1
NM_001033221	chr17	35065184	35066184	1
NM_001033222	chr19	59344780	59345780	1
NM_001033223	chr10	107271830	107272830	0
NM_001033225	chr4	33247787	33248787	1
NM_001033226	chr4	109235631	109236631	0
NM_001033227	chr11	61719799	61720799	1
NM_001033228	chr13	115100964	115101964	1
NM_001033229	chr15	74840643	74841643	1
NM_001033231	chr11	120548727	120549727	1
NM_001033233	chr5	86467990	86468990	1
NM_001033234	chrX	37210041	37211041	1
NM_001033235	chr17	36889125	36890125	1
NM_001033236	chr12	69582028	69583028	1
NM_001033237	chr16	20141062	20142062	0
NM_001033238	chr16	52031548	52032548	0
NM_001033239	chr16	36130189	36131189	1
NM_001033240	chr2	164584447	164585447	1
NM_001033241	chrX	127039971	127040971	0
NM_001033242	chr14	103070215	103071215	0
NM_001033243	chr7	45928397	45929397	0
NM_001033244	chr6	113531681	113532681	0
NM_001033245	chr13	55020385	55021385	1
NM_001033246	chr8	45934648	45935648	0
NM_001033247	chr16	44394798	44395798	0
NM_001033248	chr12	111484823	111485823	1
NM_001033249	chr7	6329434	6330434	1
NM_001033250	chr1	132191435	132192435	0
NM_001033251	chrX	107256027	107257027	0
NM_001033252	chrX	107947436	107948436	1
NM_001033253	chr10	3872666	3873666	0
NM_001033254	chr2	118663576	118664576	0
NM_001033255	chr4	34755259	34756259	1
NM_001033256	chr2	122630624	122631624	0
NM_001033257	chr10	13323160	13324160	1
NM_001033258	chr10	18742758	18743758	1
