Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d ../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 ../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 -noadj -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	../tag-dirs/AND-CD4TCell-RNA-0-1uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-100uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-K99A-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-10uM-PCC-24h-KAA-15-01-22 reads	../tag-dirs/AND-CD4TCell-RNA-No-Peptide-24h-KAA-15-01-22 reads
NM_028052	chr14	13284780	13615469	+	2543.0	1	Synpr|1500003F20Rik|SPO|-|14|14 A2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_026479	chr11	53324689	53333301	+	1251.0	1	Zcchc10|2410141K03Rik|AA675321|D11Ertd416e|RP23-226J16.1|11 B1.3|11 31.92 cM|protein-coding	877.000	758.000	564.000	884.000	194.000
NM_054042	chr19	5068078	5070639	+	2559.0	1	Cd248|2610111G01Rik|AI842296|Cd164l1|Tem1|-|19 A|19|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001033573	chr19	55298296	55316032	-	2276.0	1	Zdhhc6|2400007G07Rik|5930409M18Rik|AI462345|C77369|-|19 D2|19|protein-coding	1251.000	987.000	780.000	1146.000	629.000
NR_028276	chr10	46244749	46244770	+	21.0	1	Snord14c|Gm23107|Rnu14|U14|-|9|9|snoRNA	0.000	0.000	0.000	0.000	0.000
NM_018869	chr19	60889749	61092555	+	3149.0	1	Grk5|Gprk5|-|19 D3|19 56.52 cM|protein-coding	168.000	131.000	201.000	153.000	254.000
NM_001126318	chr4	137401554	137409791	-	948.0	1	Gm13011|OTTMUSG00000009877|RP23-246F18.6|4 D3|4|protein-coding	0.000	0.000	1.000	0.000	0.000
NM_008059	chr1	193272160	193273188	-	839.0	1	G0s2|AI255151|AV006465|-|1 H6|1 97.69 cM|protein-coding	44.000	124.000	136.000	46.000	347.000
NM_009043	chr6	78405155	78408097	+	684.0	1	Reg2|RegII|-|6 C3|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001171615	chr2	181763332	181827775	+	5280.0	1	Myt1|Nzf2|Nzf2a|Nzf2b|Nztf2|RP23-322G1.4|2 H4|2 103.77 cM|protein-coding	7.000	4.000	0.000	1.000	0.000
NM_020010	chr5	4080674	4104697	-	4341.0	1	Cyp51|AI426508|CYPLI|Cyp51a1|Ldm|P450-14DM|P450LI|-|5 A2|5 2.3 cM|protein-coding	2776.000	3405.000	2035.000	3948.000	1251.000
NM_173771	chr1	134385940	134390983	+	1764.0	1	4933406M09Rik|-|-|1 E4|1|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_104407	chr13	54783998	54788458	+	1733.0	1	Eif4e1b|Eif4eloo|Gm273|-|13 B1|13|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019650	chr11	103676849	103697710	-	3070.0	1	Gosr2|2310032N09Rik|C76855|Gs27|SNARE|membrin|RP23-272P17.5|11 E1|11 67.43 cM|protein-coding	3014.000	3132.000	2638.000	3144.000	1834.000
NM_207152	chr4	118753595	118754536	-	940.0	1	Olfr1338|MOR259-4P|MOR259-9|Olfr1524-ps1|RP23-154A15.9|4 D2.1|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_198111	chr12	52699383	53151015	+	10247.0	1	Akap6|AI482140|Akapalpha|Akapbeta|PRKA|-|12 C1|12|protein-coding	1.000	2.000	10.000	2.000	0.000
NR_037226	chr12	17355392	17355474	+	82.0	1	Mir3066|mmu-mir-3066|-|12|12 8.08 cM|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_019829	chr19	8741803	8755642	+	2100.0	1	Stx5a|0610031F24Rik|D19Ertd627e|Stx5|-|19 A|19|protein-coding	1404.000	1780.000	2005.000	1738.000	1563.000
NM_145597	chr8	70172408	70183681	+	3001.0	1	Tmem161a|AI428876|BB161850|BC021367|-|8 B3.3|8|protein-coding	942.000	994.000	763.000	1192.000	575.000
NM_001161608	chr4	88779850	88780660	+	808.0	1	Gm13272|OTTMUSG00000011265|RP23-139P14.16-001|4 C4|4|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_022031	chr3	88021750	88027511	-	2046.0	1	Hapln2|4930401E20Rik|Bral1|-|3 F1|3 38.78 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001039173	chr18	89301135	89769136	-	987.0	1	Dok6|Dok-6|-|18 E4|18|protein-coding	0.000	0.000	5.000	1.000	0.000
NM_001291049	chr11	67854523	67922153	-	4430.0	1	Usp43|-|RP23-464J2.1|11 B3|11|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001099297	chr2	122315672	122347972	+	5232.0	1	Duox1|9930101G15Rik|AW987690|Duox2|LNOX1|LNOX2|NOXEF1|NOXEF2|P138-TOX|THOX1|THOX2|RP23-173H17.5|2 E5|2|protein-coding	0.000	1.000	1.000	0.000	0.000
NM_023566	chr7	141690340	141754694	+	6680.0	1	Muc2|2010015E03Rik|MCM|wnn|mCG_142255|7 F5|7 87.1 cM|protein-coding	18.000	0.000	8.000	2.000	0.000
NM_008574	chr3	92583866	92589024	-	885.0	1	Smcp|Mcs|Mcsp|-|3 F1|3|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001276397	chr5	107830162	107831777	+	1613.0	1	Ube2d2b|1700013N18Rik|-|5 F|5|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_146866	chr2	85689431	85690372	+	940.0	1	Olfr1008|MOR187-3|RP23-16D18.12-001|2 E1|2|protein-coding	0.000	0.000	0.000	1.000	0.000
NM_139152	chr1	89952678	90014577	-	1397.0	1	Asb18|Asb-18|-|1 D|1|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001161775	chr16	14194527	14291408	-	6550.0	1	Myh11|AV071570|SM1|SM2|smMHC|-|16 A1|16 9.71 cM|protein-coding	23.000	0.000	0.000	7.000	4.000
NR_002863	chr19	59425104	59458635	-	5019.0	1	Emx2os|-|-|19 D3|19|ncRNA	8.000	0.000	1.000	1.000	0.000
NM_001190264	chr13	100735940	100744659	-	704.0	1	Mrps36|1110018B13Rik|S36mt|-|13 D1|13|protein-coding	4.000	7.000	0.000	4.000	0.000
NM_138650	chr16	22466569	22657231	-	5478.0	1	Dgkg|2900055E17Rik|90kDa|AI854428|Dagk3|E430001K23Rik|mKIAA4131|RP23-71E4.1|16 B1|16 13.37 cM|protein-coding	32.000	65.000	49.000	36.000	207.000
NM_021604	chr4	156165290	156197488	-	7341.0	1	Agrn|Agrin|nmf380|RP23-139J18.2|4 E2|4 88.55 cM|protein-coding	546.000	729.000	874.000	754.000	816.000
NM_201638	chr3	123368295	123385990	-	2612.0	1	Mettl14|G430022H21Rik|mKIAA1627|-|3 G1|3|protein-coding	797.000	914.000	761.000	877.000	379.000
NR_038297	chrY	24188659	24214668	-	720.2	5	Gm20857|-|-|Y|Y|pseudo	0.000	0.000	0.000	0.000	0.000
NR_040467	chr1	95990659	96021758	-	353.0	1	1700063A18Rik|-|RP24-348G21.1|1|1|ncRNA	0.000	0.000	0.000	0.000	0.000
NR_037957	chr16	21794347	21806125	+	3592.0	1	1300002E11Rik|1500026P21Rik|-|16 B1|16|ncRNA	281.000	361.000	377.000	363.000	299.000
NM_147002	chr16	58823781	58826761	-	1025.0	1	Olfr175-ps1|MOR184-1|MOR184-10P|Olfr174|-|16 C1.2|16|protein-coding	0.000	0.000	0.000	4.000	1.000
NM_001163184	chr7	100643896	100658456	-	1801.0	1	Plekhb1|AI315628|PHR1|Phret1|evt-1|-|7 E3|7|protein-coding	0.000	1.000	0.000	2.000	0.000
NM_001003953	chr5	122870675	122989092	-	5138.0	1	Kdm2b|Cxxc2|E430001G17|Fbl10|Fbxl10|Jhdm1b|PCCX2|mKIAA3014|-|5 F|5|protein-coding	6245.000	9089.000	8724.000	7250.000	2313.000
NM_022017	chr5	114622154	114658421	-	3208.0	1	Trpv4|0610033B08Rik|OTRPC4|Trp12|VR-OAC|VRL-2|VROAC|-|5 F|5|protein-coding	33.000	26.000	40.000	30.000	60.000
NM_133485	chr10	3366150	3464975	+	2518.0	1	Ppp1r14c|6330514J04Rik|KEPI|-|10 A1|10|protein-coding	22.000	36.000	33.000	20.000	9.000
NM_019735	chr2	103073675	103092649	+	915.0	1	Apip|APIP2|CGI-29|Mmrp19|-|2|2 E3|protein-coding	161.000	215.000	197.000	250.000	114.000
NM_001166503	chr11	113244855	113565815	-	2730.0	1	Slc39a11|1810074D23Rik|RP23-326P8.2|11 E2|11|protein-coding	792.000	608.000	539.000	695.000	344.000
NM_008044	chr19	24261453	24280586	-	1088.0	1	Fxn|FA|FARR|Frda|X25|-|19|19 C1|protein-coding	141.000	227.000	180.000	260.000	141.000
NR_108103	chr1	138977657	138979246	+	457.0	1	4930596I21Rik|-|-|1|1|ncRNA	6.000	5.000	3.000	2.000	0.000
NM_199062	chr10	81742821	81771142	-	4061.0	2	Zfp781|A130081B01|-|10 C1|10|protein-coding	6.000	19.000	0.000	6.000	0.000
NM_001271676	chr11	49087017	49096987	+	1932.0	1	Ifi47|47kDa|IRG-47|Ifggc1|Igrd|Iigp4|Iipg4|Irgd|RP23-54N20.3|11 B1.2|11|protein-coding	3614.000	2286.000	1711.000	4416.000	1352.000
NM_007509	chr8	69088736	69113717	+	2725.0	1	Atp6v1b2|AI194269|AI790362|Atp6b2|HO57|R74844|-|8 B3.3|8|protein-coding	3580.000	4061.000	3996.000	3956.000	3244.000
NM_153400	chr5	110339812	110343035	-	1906.0	1	P2rx2|P2X2a|P2x2|-|5 F|5|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_027631	chr5	87979451	87981541	+	1486.0	1	Cabs1|4931407G18Rik|AI428159|Clph|-|5|5 E2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_007421	chr12	112620047	112641355	+	1776.0	1	Adssl1|AI528595|Adss|Adss1|-|12 F1|12|protein-coding	100.000	206.000	271.000	72.000	680.000
NM_028719	chr9	104569788	105034544	+	3636.0	1	Cpne4|3632411M23Rik|4933406O10Rik|-|9 F1|9|protein-coding	0.000	0.000	6.000	0.000	0.000
NM_009464	chr7	100472991	100486432	+	2439.0	1	Ucp3|AI645527|Slc25a9|UCP-3|-|7 E3|7 54.36 cM|protein-coding	0.000	6.000	0.000	5.000	0.000
NM_001122733	chr5	75574987	75656721	+	5158.0	1	Kit|Bs|CD117|Fdc|Gsfsco1|Gsfsco5|Gsfsow3|SCO1|SCO5|SOW3|Ssm|Tr-kit|W|c-KIT|-|5 C3.3|5 39.55 cM|protein-coding	759.000	2268.000	2012.000	587.000	1091.000
NR_046178	chr5	119625942	119634462	+	1695.0	1	Gm16063|G630008E18|OTTMUSG00000029664|-|5 F|5|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_172867	chr4	54947945	55083563	+	10481.0	1	Zfp462|6030417H05|9430078C22Rik|Gt4-2|Zfpip|RP23-281K3.2|4 B3|4|protein-coding	23.000	31.000	53.000	34.000	76.000
NM_172134	chr10	78436747	78464948	-	5081.0	1	Pdxk|2310036D04Rik|AA119688|C77999|-|10 C1|10 39.72 cM|protein-coding	951.000	738.000	613.000	1035.000	750.000
NM_177135	chr14	3224440	3234346	+	1408.5	2	D830030K20Rik|-|-|14 A1|14|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001285459	chr2	113441064	113716767	+	11128.0	1	Fmn1|Fmn|ld|RP23-248J10.1|2 C1-qter|2 57.3 cM|protein-coding	33.000	40.000	24.000	38.000	34.000
NM_001159725	chr1	90958133	90967667	-	1551.0	1	Rab17|AW413472|-|1 D|1 45.84 cM|protein-coding	0.000	1.000	0.000	3.000	13.000
NM_010198	chr11	69796068	69801716	-	2610.0	1	Fgf11|Fgf-11|Fhf-3|Fhf3|RP23-422L16.4|11|11 B4|protein-coding	2.000	6.000	2.000	5.000	12.000
NM_010280	chr18	34689903	34720387	-	1982.0	1	Gfra3|GFRalpha3|Y15110|-|18 B1|18|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_133794	chr9	108508005	108515941	+	2475.0	1	Qars|1110018N24Rik|1200016L19Rik|C80286|GLNRS|-|9 F2|9|protein-coding	2486.000	2550.000	2312.000	3247.000	1386.000
NM_146530	chr2	88525501	88526590	+	1087.0	1	Olfr1186|MOR230-5|RP23-209L8.7|2 D|2|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_146416	chr7	84915781	84916728	+	946.0	1	Olfr290|MOR254-1|-|7 E1|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001199217	chr9	107651155	107667399	-	2424.0	1	Slc38a3|0610012J02Rik|D9Ucla2|Nat1|Slc38-3|Sn1|Snat3|mNAT|-|9 F1|9 58.69 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_027412	chr19	8809075	8819294	-	3464.0	1	Ttc9c|2210019E14Rik|6330408J23Rik|-|19 A|19|protein-coding	1583.000	1769.000	1455.000	1990.000	1008.000
NM_177604	chr1	130731976	130744622	+	2903.0	1	AA986860|E030025M07|Sarg|-|1 E4|1|protein-coding	15.000	5.000	10.000	11.000	7.000
NM_177717	chr15	101552356	101562950	-	2523.0	1	4732456N10Rik|-|-|15 F2|15|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_029821	chr7	140835496	140837968	+	670.0	1	Urah|1190003J15Rik|2810420C16Rik|-|7 F5|7|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_133501	chr2	29194821	29248040	-	1760.0	1	Ntng2|2610016D08Rik|Lmnt2|RP23-170D24.1|2 B|2 19.57 cM|protein-coding	420.000	512.000	533.000	520.000	744.000
NM_001034013	chr11	80880165	81968396	-	2631.0	1	Asic2|ACIC2|Accn1|BNC1|BNaC1|BNaC1a|Mdeg|RP23-397J5.1|11 B5|11 48.43 cM|protein-coding	5.000	0.000	4.000	7.000	0.000
NM_001007570	chr8	70184340	70212281	-	3162.0	1	Slc25a42|2900084M01Rik|-|8 B3.3|8|protein-coding	138.000	85.000	167.000	104.000	159.000
NM_029974	chr3	89350235	89365239	-	2294.0	1	Dcst1|A330106H01Rik|-|3|3 F2|protein-coding	0.000	3.000	9.000	6.000	4.000
NM_001160143	chrY	64301781	64786299	-	1218.5	8	Gm20823|-|-|Y|Y|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_105876	chr10	80278164	80278232	+	68.0	1	Mir6911|mmu-mir-6911|-|-|ncRNA	56.000	55.000	35.000	68.000	0.000
NM_199154	chr6	131659158	131660084	-	925.0	1	Tas2r107|T2R07|T2R4|Tas2r7|mGR06|mt2r43|-|6 F3|6 63.49 cM|protein-coding	0.000	0.000	0.000	0.000	1.000
NM_147038	chr1	92479681	92480619	-	937.0	1	Olfr1416|MOR103-3|-|1 D-E1|1|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_018791	chr7	24254794	24262444	+	2625.0	1	Zfp108|-|-|7 A3|7|protein-coding	12.000	9.000	10.000	9.000	0.000
NR_029531	chr13	63300712	63300784	+	72.0	1	Mir27b|Mirn27b|mmu-mir-27b|-|13|13|ncRNA	0.000	0.000	0.000	3.000	8.000
NM_009584	chr5	21757277	21785165	-	2018.0	1	Dnajc2|AU020218|MIDA1|Zrf1|Zrf2|-|5 A3|5 9.97 cM|protein-coding	3282.000	3121.000	2267.000	3797.000	900.000
NM_001291292	chr8	84010228	84011720	-	902.0	1	2210011C24Rik|-|-|8|8 C3|protein-coding	0.000	4.000	0.000	0.000	3.000
NM_145495	chr19	5050808	5057071	+	4164.0	1	Rin1|-|-|19 A|19|protein-coding	65.000	36.000	46.000	43.000	28.000
NM_172262	chr13	47043499	47085279	+	4964.0	1	Kdm1b|4632428N09Rik|AI482520|Aof1|-|13 A5|13|protein-coding	1527.000	1868.000	2265.000	1683.000	1088.000
NM_001099288	chr11	65002039	65162961	-	4000.0	1	Arhgap44|6330543G20|AI840762|AU040829|AW493732|Rich2|RP23-219K7.2|11 B3|11|protein-coding	2.000	5.000	0.000	8.000	0.000
NM_080636	chr18	36783280	36792560	+	3047.0	1	Hars2|4631412B19Rik|AI593507|HARSR|HO3|Harsl|-|18 B2|18|protein-coding	864.000	844.000	777.000	949.000	562.000
NR_045310	chr15	80691025	80697610	-	4353.0	1	A430088P11Rik|-|-|-|ncRNA	6.000	11.000	34.000	5.000	65.000
NR_073559	chr19	9557606	9559248	-	1005.0	1	Stxbp3b|Munc18c(L)|Stxbp3-1|-|19 A|19|pseudo	192.000	167.000	151.000	155.000	127.000
NM_010792	chr10	127041932	127045461	+	879.0	1	Mettl1|2810012D02Rik|-|10 D3|10|protein-coding	2272.000	1898.000	1388.000	1756.000	249.000
NM_053157	chr4	98355370	98383265	-	977.0	1	Tm2d1|2310026L18Rik|AA990549|Bbp|RP23-80N18.3|4 C6|4|protein-coding	172.000	183.000	164.000	231.000	78.000
NM_011165	chr13	28016223	28023546	+	845.0	1	Prl4a1|AA409771|PLP-A|Prlpa|RP23-231P12.1|13 A3.1|13 12.66 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_001102410	chr16	22987335	23029101	-	1673.0	1	Kng2|-|-|16 B1|16|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_030571	chr11	86415844	86520291	+	41.0	1	Mir467c|Mirn467c|-|2|2|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_001033404	chr16	58613686	58616978	-	696.0	1	Gm813|Gm1781|-|16 C1.2|16|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_027182	chr13	73912462	73937767	-	2252.0	1	Trip13|2410002G23Rik|D13Ertd328e|-|13 C1|13 40.15 cM|protein-coding	216.000	160.000	113.000	350.000	109.000
NM_001163189	chr15	80452240	80560470	-	2102.0	1	Enthd1|Gm1242|Gm86|-|15 E1|15|protein-coding	19.000	0.000	6.000	13.000	0.000
NM_001271727	chr3	84160439	84259779	-	7382.0	1	Trim2|mKIAA0517|narf|-|3 F1|3|protein-coding	9.000	20.000	34.000	10.000	48.000
NM_027226	chr16	32877784	32908963	+	4386.0	1	Fyttd1|2010005M05Rik|3830411L18Rik|3830421F13Rik|4933423A17Rik|AI098218|AW539567|C85190|-|16|16 B3|protein-coding	2071.000	2472.000	1952.000	2487.000	876.000
NM_023824	chr17	23736186	23740330	-	2502.0	1	Paqr4|1500004C10Rik|MNCb-0914|17 A3.3|17|protein-coding	108.000	146.000	155.000	202.000	103.000
NM_001205034	chr10	77798387	77799133	-	745.0	1	Gm19668|-|-|10|10 39.72 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_172304	chr4	48430956	48473422	-	3185.0	1	Tex10|2610206N19Rik|2810462N03Rik|BC006867|-|4 B1|4|protein-coding	1815.000	1542.000	1321.000	1898.000	1036.000
NM_001195006	chr8	95703037	95715119	+	2949.0	1	Ndrg4|D8Bwg1337e|Ndr1-rs|Ndr4|R74996|SMAP-8|-|8 D1|8|protein-coding	15.000	73.000	35.000	10.000	339.000
NM_011352	chr9	57940135	57962865	+	3259.0	1	Sema7a|2900057C09Rik|CDw108|H-Sema-L|M-Sema-L|Semal|-|9|9 A3.3-B|protein-coding	3782.000	3058.000	1603.000	6014.000	1170.000
NM_205844	chr9	76164102	76213657	-	2069.0	1	Gfral|AY457637|Gral|-|9 D|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_183282	chr17	33432899	33434267	+	1366.0	1	Actl9|1700029I08Rik|AV259599|-|17 B1|17|protein-coding	0.000	0.000	0.000	2.000	0.000
NM_001033297	chr2	144594065	144595365	+	455.0	1	Gm561|-|-|2 G1|2|protein-coding	245.000	224.000	102.000	280.000	73.000
NR_030271	chr12	109727333	109727414	+	81.0	1	Mir487b|Mirn487b|-|12|12|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_001198955	chr1	170298193	170306332	-	3828.0	1	Gm7694|EG665574|-|1 H3|1|protein-coding	17.000	44.000	112.000	18.000	159.000
NM_021419	chr17	29614831	29641659	+	2021.0	1	Rnf8|3830404E21Rik|AIP37|-|17 A3.3|17|protein-coding	734.000	640.000	748.000	807.000	390.000
NM_026552	chr6	113378113	113390447	+	2263.0	1	Arpc4|20kDa|5330419I20Rik|AI327076|p20-Arc|-|6 E3|6|protein-coding	4715.000	6384.000	4947.000	6198.000	4246.000
NM_001177750	chr13	66905415	66909166	+	1647.0	1	Gm10767|ENSMUSG00000074826|-|-|protein-coding	15.000	18.000	21.000	20.000	0.000
NM_153390	chr17	28933986	28942262	-	1010.0	1	Pxt1|1700001G18Rik|Stepp|-|17 A3.3|17|protein-coding	2.000	0.000	9.000	0.000	23.000
NM_010596	chr7	45405960	45411382	+	3490.0	1	Kcna7|Kv1.7|-|7 B4|7 29.3 cM|protein-coding	0.000	0.000	0.000	4.000	0.000
NM_001033366	chr17	35635755	35643695	-	2603.0	1	Dpcr1|Gm630|-|17 B1|17|protein-coding	0.000	0.000	0.000	1.000	1.000
NR_030606	chr15	35660970	35661047	-	77.0	1	Mir875|Mirn875|mmu-mir-875|-|15|15|ncRNA	0.000	0.000	0.000	0.000	0.000
NM_011773	chr5	31086106	31093527	-	1991.0	1	Slc30a3|Znt3|-|5 B1|5 16.97 cM|protein-coding	0.000	0.000	1.000	1.000	0.000
NM_027994	chr10	119198812	119240055	-	8192.0	1	Cand1|2310038O07Rik|6330512O03Rik|AI195005|AI846556|D10Ertd516e|Tp120a|mKIAA0829|-|10 D2|10 67.08 cM|protein-coding	4844.000	4439.000	3637.000	5869.000	1880.000
NR_045268	chr8	123042575	123044602	+	2027.0	1	2810013P06Rik|-|RP23-460F21.1|8|8|ncRNA	356.000	328.000	347.000	384.000	369.000
NM_026050	chr5	143548706	143564525	+	2326.0	1	Fam220a|1500026F15Rik|2810453I06Rik|AW047776|Acpin1|Sipar|-|5 G2|5|protein-coding	650.000	632.000	518.000	635.000	390.000
NM_016687	chr13	19623175	19632823	+	1750.0	1	Sfrp4|-|-|13 A2|13 6.99 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_013702	chr5	139543898	139548178	+	2088.0	1	Uncx|Chx4|Uncx4.1|-|5 G2|5 78.75 cM|protein-coding	0.000	0.000	0.000	1.000	0.000
NR_028542	chr14	52209786	52209884	-	98.0	1	Snord8|MBII-28|-|14|14|snoRNA	0.000	0.000	0.000	2.000	0.000
NM_011372	chr3	153202509	153725133	-	3878.0	1	St6galnac3|Siat7c|-|3|3 H4|protein-coding	47.000	127.000	159.000	49.000	111.000
NM_007849	chr8	21084442	21085285	+	276.0	1	Defa25|Defcr-2|Defcr2|Defcr25|-|8 A2|8|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_013592	chr2	164389393	164404818	-	2495.0	1	Matn4|matrilin-4|RP23-462O16.8|2 H3|2 85.16 cM|protein-coding	0.000	1.000	2.000	0.000	0.000
NM_001033793	chr9	18404418	18411502	+	2634.0	1	Ubtfl1|B020006M18Rik|Hmgpi|-|9 A2|9|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019762	chr7	141079769	141090510	+	2824.0	1	Pkp3|2310056L12Rik|-|7 F5|7|protein-coding	437.000	533.000	572.000	613.000	728.000
NM_007728	chr12	51593341	51605773	+	2670.0	1	Coch|AW122937|Coch-5B2|D12H14S564E|-|12 C1|12 22.11 cM|protein-coding	18.000	16.000	0.000	26.000	15.000
NR_015456	chr7	59969577	59974431	-	2190.0	1	D7Ertd715e|AU018661|-|7 B5|7 34.04 cM|ncRNA	0.000	0.000	0.000	1.000	13.000
NM_001291131	chr11	70054124	70057895	+	1139.0	1	Asgr1|ASGPR1|Asgr|Asgr-1|HL-1|RP23-172M21.2|11 B3|11 42.98 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_077231	chr15	81242654	81247971	-	821.0	1	8430426J06Rik|-|-|15|15|ncRNA	1.000	0.000	3.000	0.000	0.000
NM_023224	chr7	19779718	19796809	-	1648.0	1	Cblc|2310076I21Rik|2310079L19Rik|Cbl3|-|7 A3|7|protein-coding	3.000	0.000	0.000	5.000	8.000
NM_011683	chr6	90122643	90130645	+	2354.0	1	Vmn1r51|V1R|V1r1|V1ra1|VN12|mV1R1|-|6|6|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_027301	chr10	127898535	127911759	+	2843.0	1	Sdr9c7|1810054F20Rik|Rdh20|Rdhs|SDR-O|Sdro|-|10 D3|10|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_010716	chr11	82781109	82804274	+	5949.0	1	Lig3|D11Wsu78e|RP23-316C11.6|11 B5|11 50.23 cM|protein-coding	3296.000	2654.000	2194.000	3280.000	933.000
NM_009242	chr11	55394159	55420080	-	2629.0	1	Sparc|BM-40|ON|RP23-465I4.1|11 B1|11 33.04 cM|protein-coding	0.000	2.000	0.000	5.000	9.000
NM_027617	chr3	146457203	146499753	-	1903.0	1	Spata1|4921536I21Rik|AV266943|SP-2|-|3 H2|3|protein-coding	52.000	56.000	94.000	59.000	70.000
NM_175124	chr7	67513410	67645236	-	2916.0	1	Lrrc28|1300004K21Rik|2210012C09Rik|2310058O11Rik|-|7 C|7|protein-coding	316.000	308.000	372.000	376.000	183.000
NM_177765	chr7	80246376	80260821	+	2993.0	1	Ttll13|1700111A04Rik|4921538O11|BC024578|-|7 D3|7|protein-coding	6.000	27.000	2.000	7.000	0.000
NM_146931	chr10	129607547	129608479	-	931.0	1	Olfr796|MOR269-1|-|10 D3|10|protein-coding	0.000	0.000	0.000	0.000	0.000
NR_026741	chrX	7375925	7378042	+	1876.0	1	Gm14379|OTTMUSG00000016482|-|X|X|ncRNA	0.000	0.000	0.000	3.000	0.000
NM_011812	chr12	101746565	101819119	-	5880.0	1	Fbln5|A55|DANCE|EVEC|-|12|12 F1|protein-coding	2.000	4.000	4.000	5.000	0.000
NM_019400	chr11	70844761	70943105	+	5405.0	1	Rabep1|Rab5ep|rabaptin-5|rabaptin-5alpha|DN-279H6.1|11 B3-B4|11 43.21 cM|protein-coding	1615.000	1442.000	1241.000	1666.000	995.000
NM_146277	chr1	92588332	92589297	+	964.0	1	Olfr1412|MOR208-4|-|1 D-E1|1|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_010779	chr14	56059744	56062310	-	983.0	1	Mcpt4|MMCP-4|MMCP-4A|MMCP-4B|Mcp-4|Mcp4|-|14 C3|14 28.19 cM|protein-coding	0.000	0.000	0.000	0.000	0.000
NM_019869	chr19	4800566	4811634	-	3163.0	1	Rbm14|1300007E16Rik|PSP2|Sytip|p16|p16K|-|19 A|19|protein-coding	2251.000	2532.000	1975.000	2943.000	1330.000
NM_146037	chr12	99964499	100062682	+	3056.0	1	Kcnk13|BB085247|F730021E22Rik|Gm1570|Gm1685|-|12 E|12|protein-coding	9.000	16.000	7.000	6.000	41.000
NM_028063	chr15	85879327	85897393	+	1507.0	1	Trmu|1110005N20Rik|1600025P05Rik|AI314320|Trmt1|-|15 E2|15|protein-coding	231.000	227.000	224.000	282.000	140.000
NR_110420	chr1	150159043	150164948	-	1743.0	1	Ptgs2os2|Gm26687|Linc-cox2|Lincrna-cox2|-|1 H1|1|ncRNA	0.000	9.000	8.000	11.000	0.000
NM_001285843	chr15	44671856	44706488	-	2473.0	1	Sybu|Golsyn|-|15 B3.2|15|protein-coding	0.000	0.000	0.000	2.000	0.000
